_key,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,divisão,discount,ccu,,,
437730,437730,Roadclub: League Racing,Solid Core,Solid Core,,43,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,,
438310,438310,SCORE,TecEh! Studios,Kodari Games,,16,26,0,"0 .. 20,000",0,0,0,0,174,499,"4,99",65,0,,,
438430,438430,Valentino Rossi The Game,Milestone S.r.l.,Milestone S.r.l.,,322,73,0,"20,000 .. 50,000",1431,0,1431,0,224,1499,"14,99",85,7,,,
441640,441640,VALENS,Digitallion,Digitallion,,7,12,0,"0 .. 20,000",0,0,0,0,799,799,"7,99",0,0,,,
441870,441870,OutDrive,DNVR Prod,DNVR Prod,,3364,1059,0,"200,000 .. 500,000",151,0,148,0,299,299,"2,99",0,9,,,
442210,442210,Switchcars,Altfuture,Altfuture,,387,40,0,"20,000 .. 50,000",295,0,295,0,899,899,"8,99",0,1,,,
442220,442220,Iron Madness,Inane Games,Inane Games,,46,48,0,"0 .. 20,000",22,0,22,0,0,0,0,0,0,,,
443110,443110,Armored Warfare,Obsidian Entertainment,META Publishing,,2287,1045,0,"500,000 .. 1,000,000",281,0,170,0,0,0,0,0,213,,,
443860,443860,Riptide GP: Renegade,Vector Unit,Vector Unit,,232,21,0,"50,000 .. 100,000",0,0,0,0,999,999,"9,99",0,1,,,
444000,444000,Super Night Riders,neko.works,neko.works,,163,24,0,"0 .. 20,000",0,0,0,0,249,499,"4,99",50,0,,,
444550,444550,Void 21,Taranasus Studio,Taranasus Studio,,25,5,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
444670,444670,Super Impossible Road,Wonderful Lasers,"Rogue Games, Inc.",,79,11,0,"0 .. 20,000",0,0,0,0,1499,1499,"14,99",0,0,,,
444740,444740,Cologne,Nhneno Games,Artifex Mundi,,6,5,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,0,,,
444870,444870,Combat Racers,The Major Game Company,The Major Game Company,,7,2,0,"0 .. 20,000",0,0,0,0,699,699,"6,99",0,0,,,
444880,444880,Death Stair,Fun Sponge Games,Missing Link Games,,201,93,0,"20,000 .. 50,000",123,0,123,0,399,399,"3,99",0,0,,,
445860,445860,Toy Plane Heroes,Oasis VR,Oasis VR,,40,10,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,0,,,
446020,446020,Jalopy,Minskworks,Excalibur Games,,6239,1866,0,"200,000 .. 500,000",540,25,305,25,1499,1499,"14,99",0,53,,,
446100,446100,Mantis Burn Racing,VooFoo Studios,VooFoo Studios,,89,31,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,0,,,
446850,446850,Mindball Play,Mentalytics Team,Mentalytics AB,,67,18,0,"0 .. 20,000",143,0,143,0,499,499,"4,99",0,2,,,
447920,447920,Drift (Over) Drive,Retraissance,New Reality Games,,18,24,0,"200,000 .. 500,000",846,0,250,0,199,199,"1,99",0,0,,,
448580,448580,Dead End Road,DDD Wares,DDD Wares,,212,32,0,"20,000 .. 50,000",0,0,0,0,299,299,"2,99",0,1,,,
448610,448610,Draw Rider,17Studio,17Studio,,116,44,0,"50,000 .. 100,000",274,0,277,0,199,199,"1,99",0,1,,,
448710,448710,VirZOOM Arcade,VirZOOM,VirZOOM,,23,6,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,0,,,
450670,450670,Table Top Racing: World Tour,Playrise Digital Ltd.,Playrise Digital Ltd.,,473,144,0,"100,000 .. 200,000",111,0,139,0,399,399,"3,99",0,1,,,
451060,451060,Wincars Racer,DragonJam Studios,DragonJam Studios,,7,4,0,"0 .. 20,000",0,0,0,0,1199,1199,"11,99",0,0,,,
451660,451660,Trucker,Play Publishing,Play Publishing,,28,29,0,"0 .. 20,000",416,0,416,0,199,199,"1,99",0,0,,,
451990,451990,Cranks and Goggles,Play Native Entertainment,Play Native Entertainment,,131,39,0,"20,000 .. 50,000",38,0,38,0,199,199,"1,99",0,0,,,
454180,454180,CrazyCars3D,AneaGames,AneaGames,,141,70,0,"50,000 .. 100,000",234,0,243,0,299,299,"2,99",0,0,,,
454390,454390,Rally Copters,Depth First Games,Depth First Games,,3,0,0,"0 .. 20,000",0,0,0,0,699,699,"6,99",0,0,,,
455990,455990,Smash Pixel Racing,Jollyfish Games,Jollyfish Games,,7,2,0,"0 .. 20,000",0,0,0,0,299,299,"2,99",0,0,,,
456780,456780,DUCATI - 90th Anniversary,Milestone S.r.l.,  Milestone S.r.l.,,152,65,0,"20,000 .. 50,000",71,0,71,0,99,999,"9,99",90,5,,,
457210,457210,SEUM: Speedrunners from Hell,Pine Studio,Pine Studio,,2568,139,0,"100,000 .. 200,000",176,0,167,0,1499,1499,"14,99",0,13,,,
457330,457330,High Octane Drift,Cruderocks,Cruderocks,,3236,2618,0,"1,000,000 .. 2,000,000",85,0,22,0,0,0,0,0,14,,,
457710,457710,Road Madness,Faton,Faton,,140,314,0,"100,000 .. 200,000",270,0,274,0,0,0,0,0,0,,,
457810,457810,Sky to Fly: Soulless Leviathan,AIVIK LLC,Absolutist Ltd.,,57,17,0,"20,000 .. 50,000",218,0,218,0,399,399,"3,99",0,0,,,
458680,458680,Auto Age: Standoff,Phantom Compass,Phantom Compass,,73,35,0,"0 .. 20,000",239,0,261,0,0,0,0,0,0,,,
458770,458770,WRC 6 FIA World Rally Championship,KT Racing,Nacon,,546,311,0,"20,000 .. 50,000",147,0,188,0,149,1499,"14,99",90,15,,,
460920,460920,Steep,"Ubisoft Annecy, Ubisoft Montpellier, Ubisoft Kiev",Ubisoft,,18501,3842,0,"1,000,000 .. 2,000,000",587,66,324,69,2999,2999,"29,99",0,66,,,
461010,461010,Roll'd,MGP Studios,Forever Entertainment S. A.,,216,60,0,"50,000 .. 100,000",215,0,241,0,99,99,"0,99",0,6,,,
461210,461210,Riding Out,UnexEvo,UnexEvo,,67,104,0,"0 .. 20,000",630,0,630,0,1999,1999,"19,99",0,1,,,
461430,461430,EmergeNYC,FlipSwitch Games,FlipSwitch Games,,2260,1211,0,"100,000 .. 200,000",232,123,232,123,2499,2499,"24,99",0,40,,,
461640,461640,Sins Of The Demon RPG,Chandler Rounsley,Senpai Studios,,782,150,0,"200,000 .. 500,000",190,0,234,0,103,199,"1,99",48,1,,,
461680,461680,FPV Air Tracks,Flyleap Studios,Flyleap Studios,,64,129,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0,,,
461970,461970,Skyreach,Rainbow Goats Studio,Rainbow Goats Studio,,69,98,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,0,,,
462480,462480,Sweet Escape VR,"Reailty Smash, Inc.","Reality Smash, Inc.",,45,7,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,2,,,
463350,463350,Storm Of Spears RPG,Warfare Studios,Senpai Studios,,395,144,0,"100,000 .. 200,000",184,0,194,0,95,199,"1,99",52,1,,,
464610,464610,Led It Rain,Ataverti,Ninma Ltd,,19,13,0,"0 .. 20,000",0,0,0,0,1199,1199,"11,99",0,0,,,
464650,464650,Runbow,13AM Games,13AM Games,,75,13,0,"20,000 .. 50,000",282,0,282,0,1499,1499,"14,99",0,0,,,
465780,465780,New Retro Arcade: Neon,Digital Cybercherries,Digital Cybercherries,,470,119,0,"20,000 .. 50,000",189,0,189,0,1999,1999,"19,99",0,1,,,
466210,466210,Race & Destroy,AngryAngelGames,IceTorch Interactive,,4,12,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,0,,,
466980,466980,Can't Drive This,Pixel Maniacs,Pixel Maniacs,,281,55,0,"20,000 .. 50,000",0,0,0,0,1999,1999,"19,99",0,1,,,
467090,467090,A Game of Changes,Nuno Donato,Trinity Project,,32,28,0,"20,000 .. 50,000",220,0,232,0,49,99,"0,99",51,2,,,
468100,468100,Aqua Moto Racing Utopia,Zordix AB,Zordix AB,,72,30,0,"0 .. 20,000",0,0,0,0,1299,1299,"12,99",0,1,,,
468240,468240,VR Regatta - The Sailing Game,MarineVerse,MarineVerse,,139,21,0,"500,000 .. 1,000,000",100,0,52,0,2999,2999,"29,99",0,0,,,
468780,468780,The Concourse,"A &amp; B Game Studios, LLC","A &amp; B Game Studios, LLC",,18,3,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,0,,,
469550,469550,Bambino Rally 3,Play Publishing,Play Publishing,,31,20,0,"0 .. 20,000",0,0,0,0,199,199,"1,99",0,0,,,
470480,470480,Angel Express [Tokkyu Tenshi],"Easy Game Station, Starloop Studios S.L.",Rockin' Android,,30,8,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,1,,,
470590,470590,moto RKD dash SP,rkd.zone,rkd.zone,,47,19,0,"0 .. 20,000",223,0,223,0,299,299,"2,99",0,0,,,
471730,471730,Rocket Ski Racing,nocanwin,nocanwin,,16,7,0,"0 .. 20,000",130,0,130,0,299,299,"2,99",0,0,,,
473770,473770,BallisticNG,Neognosis,Neognosis,,2204,154,0,"200,000 .. 500,000",22,1,30,1,799,799,"7,99",0,16,,,
477770,477770,Ride 2,Milestone S.r.l.,Milestone S.r.l.,,2244,345,0,"100,000 .. 200,000",2082,0,2706,0,299,2999,"29,99",90,24,,,
483770,483770,Autobahn Police Simulator 2,Z-Software,Aerosoft GmbH,,625,462,0,"100,000 .. 200,000",524,0,644,0,1999,1999,"19,99",0,21,,,
485610,485610,Ball 3D: Soccer Online,Unusualsoft,Unusualsoft,,6314,1306,0,"500,000 .. 1,000,000",233,0,73,0,49,99,"0,99",51,136,,,
485790,485790,JOLT: Super Robot Racer,Cooply Solutions,Cooply Solutions,,8,4,0,"0 .. 20,000",180,0,180,0,199,199,"1,99",0,0,,,
486890,486890,Gear Gauntlet,Drop Dead Interactive,Drop Dead Interactive,,3,2,0,"0 .. 20,000",220,0,220,0,699,699,"6,99",0,0,,,
487330,487330,Totally Unbalanced,Isojumper,Axel Sonic,,116,27,0,"50,000 .. 100,000",199,0,223,0,0,0,0,0,0,,,
488210,488210,JDM Tuner Racing,JDM4iK,Droid Riot,,161,181,0,"200,000 .. 500,000",0,0,0,0,99,99,"0,99",0,59,,,
488350,488350,The Karters,Pixel Edge Games,Pixel Edge Games,,21,47,0,"0 .. 20,000",0,0,0,0,1999,1999,"19,99",0,0,,,
488480,488480,SpaceRoads,Wurd Industries,Wurd Industries,,10,7,0,"20,000 .. 50,000",256,273,256,273,299,299,"2,99",0,0,,,
488550,488550,Dream Car Builder,RoKo0 (Roman Konyukhov),RoKo0 (Roman Konyukhov),,818,65,0,"20,000 .. 50,000",99,0,99,0,999,999,"9,99",0,19,,,
488690,488690,MX Nitro: Unleashed,Saber Interactive,"Mad Dog Games, LLC",,91,18,0,"0 .. 20,000",120,0,120,0,999,999,"9,99",0,0,,,
489100,489100,MachRace,enko,full beast creative,,9,1,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,0,,,
489760,489760,Demon Truck,Triger Mountain,Adventurepro Games LLC,,35,7,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
490990,490990,Aiball,HFM Games,HFM Games,,73,65,0,"20,000 .. 50,000",220,0,220,0,199,199,"1,99",0,0,,,
491110,491110,Duckie Dash,Blue Mana,Blue Mana,,12,1,0,"0 .. 20,000",122,0,122,0,999,999,"9,99",0,0,,,
491280,491280,Drift Horizon Online,JDM4iK Games,SA Industry,,254,274,0,"50,000 .. 100,000",99,0,197,0,499,499,"4,99",0,186,,,
491520,491520,Zero-G VR,Linkus Studio,Linkus Studio,,98,43,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
491620,491620,Beeftacular,Retrific,Retrific,,77,20,0,"20,000 .. 50,000",135,0,135,0,299,299,"2,99",0,1,,,
493490,493490,City Car Driving,"Forward Development, Ltd.","Forward Global Group, Ltd.",,13852,3139,0,"500,000 .. 1,000,000",1931,36,479,39,2499,2499,"24,99",0,691,,,
493500,493500,Bank Limit : Advanced Battle Racing,"Tastee Beverage Studios, LLC","Tastee Beverage Studios, LLC",,1,8,0,"0 .. 20,000",0,0,0,0,2499,2499,"24,99",0,0,,,
494580,494580,STANDBY,Noclip,Noclip,,159,55,0,"20,000 .. 50,000",140,0,220,0,74,299,"2,99",75,0,,,
495290,495290,AccuRC 2,trasnatech,trasnatech,,341,41,0,"20,000 .. 50,000",0,0,0,0,4999,4999,"49,99",0,14,,,
495570,495570,ConflictCraft,"Cristian Manolachi, Atomic Fabrik","Cristian Manolachi, Atomic Fabrik",,402,78,0,"100,000 .. 200,000",271,0,300,0,49,499,"4,99",90,41,,,
496160,496160,Return Zero VR,Ground Control Studios,Ground Control Studios,,0,1,0,"0 .. 20,000",0,0,0,0,599,599,"5,99",0,0,,,
496320,496320,Running Gods,Midnight Games EIRL,Midnight Games EIRL,,18,6,0,"20,000 .. 50,000",133,0,133,0,499,499,"4,99",0,2,,,
496360,496360,RC Racing Off Road 2.0,magnussoft,magnussoft,,0,5,0,"0 .. 20,000",0,0,0,0,1299,1299,"12,99",0,0,,,
497180,497180,Street Legal Racing: Redline v2.3.1,"Invictus Games Ltd., ImageCode","Activision Value Inc., ImageCode",,2704,420,0,"200,000 .. 500,000",569,0,657,0,599,599,"5,99",0,36,,,
498570,498570,Extreme Forklifting 2,Devm Games,Devm Games,,161,29,0,"0 .. 20,000",0,0,0,0,199,199,"1,99",0,0,,,
499210,499210,Road Rage,Team 6,Maximum Games,,18,29,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,0,,,
499620,499620,Ultimate Booster Experience,GexagonVR,GexagonVR,,253,72,0,"20,000 .. 50,000",40,0,74,0,499,499,"4,99",0,5,,,
500110,500110,Glider Island,Joey Sipos,5D Realities,,29,5,0,"0 .. 20,000",0,0,0,0,799,799,"7,99",0,0,,,
500680,500680,Jockey Rush,Strategic Designs Ltd.,Strategic Designs Ltd.,,13,1,0,"0 .. 20,000",0,0,0,0,1999,1999,"19,99",0,0,,,
500750,500750,GI Racing 2.0,TGI Game Studio,The Game Institute,,35,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0,1,,,
501020,501020,Super Pixel Racers,"21c.Ducks Co., Ltd.","H2 Interactive Co., Ltd.",,75,28,0,"0 .. 20,000",0,0,0,0,1499,1499,"14,99",0,0,,,
501090,501090,"Design it, Drive it : Speedboats",Performance Simulations,Performance Simulations,,48,10,0,"0 .. 20,000",0,0,0,0,2499,2499,"24,99",0,1,,,
501220,501220,Space Ribbon - Slipstream to the Extreme,Onteca Ltd,"Applaud Productions, Onteca Ltd",,60,34,0,"0 .. 20,000",0,0,0,0,399,399,"3,99",0,0,,,
501850,501850,DCR: Drive.Crash.Repeat,Tarboosh Games,Tarboosh Games,,6,0,0,"0 .. 20,000",0,0,0,0,399,399,"3,99",0,0,,,
504460,504460,Team Racing League,Gamious,Gamious,,64,25,0,"20,000 .. 50,000",151,0,174,0,999,999,"9,99",0,0,,,
504500,504500,Hover Havoc,Canalside Studios,University of Huddersfield Enterprises Ltd,,4,3,0,"0 .. 20,000",125,0,125,0,399,399,"3,99",0,0,,,
504810,504810,MXGP2 - The Official Motocross Videogame Compact,Milestone S.r.l.,Milestone S.r.l.,,55,27,0,"20,000 .. 50,000",0,0,0,0,99,499,"4,99",80,1,,,
505120,505120,Valentino Rossi The Game Compact,Milestone S.r.l.,Milestone S.r.l.,,31,9,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,3,,,
505170,505170,Carmageddon: Max Damage,Stainless Games Ltd,THQ Nordic,,2125,631,0,"200,000 .. 500,000",807,0,525,0,1699,1699,"16,99",0,19,,,
506550,506550,RollerForce,Headtrip Games llc,Headtrip Games llc,,20,8,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
506590,506590,Sky Valley,Evgenii Gubanov,Evgenii Gubanov,,51,27,0,"0 .. 20,000",202,0,202,0,199,199,"1,99",0,0,,,
507030,507030,Bicyclism EP,Acid Cat,Acid Cat,,15,9,0,"0 .. 20,000",157,0,157,0,799,799,"7,99",0,0,,,
508450,508450,NASCAR Heat Evolution,Monster Games,Dusenberry Martin Racing,,163,139,0,"20,000 .. 50,000",0,0,0,0,999,999,"9,99",0,1,,,
508740,508740,Wheels of Aurelia,Santa Ragione,Santa Ragione,,85,74,0,"20,000 .. 50,000",275,0,275,0,374,1499,"14,99",75,0,,,
508930,508930,Mini Z Racers Turbo,Coolegion Studios,Strategy First,,6,9,0,"0 .. 20,000",280,0,280,0,99,499,"4,99",80,0,,,
508980,508980,Crashday Redline Edition,Moonbyte,2tainment GmbH,,1201,159,0,"50,000 .. 100,000",203,0,274,0,1199,1199,"11,99",0,7,,,
509130,509130,RC-AirSim - RC Model Airplane Flight Simulator,Fabricated Reality Software,Fabricated Reality Software,,25,8,0,"0 .. 20,000",0,0,0,0,699,699,"6,99",0,0,,,
509250,509250,TO THE TOP,Electric Hat Games LLC.,Electric Hat Games LLC.,,631,100,0,"100,000 .. 200,000",55,0,71,0,1999,1999,"19,99",0,4,,,
509420,509420,Riding Club Championships,Artplant,Artplant,,452,150,0,"100,000 .. 200,000",350,0,350,0,0,0,0,0,21,,,
509440,509440,God Simulator,Mateusz Kulis,Mateusz Kulis,,4,13,0,"0 .. 20,000",0,0,0,0,599,599,"5,99",0,0,,,
509820,509820,Super Grav,DemonStudios,DemonStudios,,13,1,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,0,,,
509850,509850,Bumper,Artur Rezende,PROATIV GAMES,,76,26,0,"20,000 .. 50,000",159,0,191,0,99,99,"0,99",0,1,,,
512750,512750,One Giant Leap,Sylvan Studios LLC,Sylvan Studios LLC,,13,0,0,"0 .. 20,000",0,0,0,0,399,399,"3,99",0,0,,,
513240,513240,Birdtual Reality,Artificient Games Inc.,Artificient Games Inc.,,3,4,0,"0 .. 20,000",0,0,0,0,599,599,"5,99",0,0,,,
513300,513300,Schacht,LAB132,"LabOne48, LAB132",,28,6,0,"0 .. 20,000",55,0,55,0,0,0,0,0,0,,,
513690,513690,Danger Zone 2,Three Fields Entertainment,Three Fields Entertainment,,46,34,0,"0 .. 20,000",0,0,0,0,1999,1999,"19,99",0,0,,,
513930,513930,J.U.R : Japan Underground Racing,JDM4iK,Droid Riot,,34,71,0,"50,000 .. 100,000",0,0,0,0,99,99,"0,99",0,1,,,
514370,514370,DragonBlast VR,VisionWard LLC,VisionWard LLC,,7,2,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
514460,514460,Cyberline Racing,MagicIndie,Plug In Digital,,66,43,0,"20,000 .. 50,000",121,0,152,0,51,99,"0,99",48,0,,,
514530,514530,Rally Racers,West Coast Games Ltd,West Coast Games Ltd,,3,0,0,"0 .. 20,000",0,0,0,0,1199,1199,"11,99",0,0,,,
514920,514920,Crash Wheels,Quiet River,Quiet River,,882,140,0,"100,000 .. 200,000",117,0,129,0,499,499,"4,99",0,23,,,
514970,514970,Drive Megapolis,npp_trainer,Back To Basics Gaming,,115,173,0,"200,000 .. 500,000",227,0,225,0,0,0,0,0,0,,,
515220,515220,F1 2017,"Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)","Codemasters, Feral Interactive (Mac), Feral Interactive (Linux), Electronic Arts",,5063,768,0,"200,000 .. 500,000",1361,23,930,23,0,0,0,0,113,,,
516580,516580,DYSTORIA,Tri-Coastal Games,Hound Picked Games,,48,3,0,"0 .. 20,000",0,0,0,0,1999,1999,"19,99",0,0,,,
516750,516750,My Summer Car,Amistech Games,Amistech Games,,40474,2694,0,"1,000,000 .. 2,000,000",3356,123,930,216,1499,1499,"14,99",0,1046,,,
517350,517350,Squareface,VAN CUBO,VAN CUBO,,58,16,0,"0 .. 20,000",125,0,125,0,499,499,"4,99",0,1,,,
517710,517710,Redout: Enhanced Edition,34BigThings srl,34BigThings srl,,3611,621,0,"50,000 .. 100,000",294,2,185,2,799,1999,"19,99",60,12,,,
520010,520010,Climbey,Brian Lindenhof,ShadowBrain Games,,1008,100,0,"20,000 .. 50,000",106,0,168,0,999,999,"9,99",0,2,,,
520380,520380,Camper Jumper Simulator,No-Brain Studio,SIG Publishing,,31,52,0,"0 .. 20,000",18,0,18,0,299,299,"2,99",0,0,,,
520810,520810,Metal Noise,Yumoon,Yumoon,,2,3,0,"0 .. 20,000",0,0,0,0,49,99,"0,99",51,0,,,
520860,520860,Impulse of War,Dmitry Medvedev,Dmitry Medvedev,,294,155,0,"100,000 .. 200,000",59,0,74,0,0,0,0,0,0,,,
520940,520940,MX vs ATV All Out,Rainbow Studios,THQ Nordic,,1026,278,0,"100,000 .. 200,000",797,0,859,0,3999,3999,"39,99",0,32,,,
520950,520950,DRIFT21,ECC GAMES S.A.,505 Games,,1298,446,0,"50,000 .. 100,000",289,74,291,74,2999,2999,"29,99",0,32,,,
521590,521590,Subterra,Warfare Studios,Senpai Studios,,69,35,0,"50,000 .. 100,000",203,0,243,0,54,499,"4,99",89,1,,,
523570,523570,Across Flash,Uborm,Uborm,,4,1,0,"0 .. 20,000",0,0,0,0,299,299,"2,99",0,0,,,
523780,523780,Emily is Away Too,Kyle Seeley,Kyle Seeley,,4758,322,0,"200,000 .. 500,000",253,0,272,0,499,499,"4,99",0,8,,,
523870,523870,Breaking Fast,Tale Studios,Tale Studios,,32,4,0,"0 .. 20,000",187,0,187,0,999,999,"9,99",0,0,,,
525350,525350,Thick Air,People Gotta Play,People Gotta Play,,11,13,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
525360,525360,Shio,Coconut Island Studio,Coconut Island Games,,1150,311,0,"100,000 .. 200,000",293,0,293,0,1199,1199,"11,99",0,2,,,
525760,525760,Awesome Obstacle Challenge,VRoximity LLC,VRoximity LLC,,8,2,0,"0 .. 20,000",0,0,0,0,799,799,"7,99",0,0,,,
525920,525920,Pro Cycling Manager 2017,Cyanide Studio,Focus Entertainment,,301,115,0,"100,000 .. 200,000",7397,0,7397,0,149,999,"9,99",85,19,,,
526920,526920,SQUAKE,On5,On5,,98,48,0,"20,000 .. 50,000",179,0,179,0,0,0,0,0,0,,,
527990,527990,Gladiator Trainer,Pilgrim Adventures,Senpai Studios,,162,66,0,"100,000 .. 200,000",213,0,269,0,113,199,"1,99",43,1,,,
528900,528900,Multirotor Sim 2,Vadim Silver,Vadim Silver,,5,6,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
530160,530160,Eve of Destruction - REDUX VIETNAM,Lotte|EoD,Agger Interactive,,39,20,0,"0 .. 20,000",58,0,58,0,999,999,"9,99",0,0,,,
532170,532170,WaveLand,rologfos,rologfos,,63,9,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,2,,,
533120,533120,VCB: Why City (Beta Version),KishMish Games,KishMish Games,,1926,425,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0,1,,,
535170,535170,Climbtime,Saluda Systems,Saluda Systems,,24,17,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,,
535280,535280,Retro Parking,BYCODEC TEKNOLOJI LTD,BYCODEC TEKNOLOJI LTD,,48,6,0,"0 .. 20,000",369,0,369,0,199,199,"1,99",0,0,,,
535850,535850,Micro Machines World Series,Codemasters,"Codemasters, Electronic Arts",,156,371,0,"50,000 .. 100,000",123,0,180,0,999,999,"9,99",0,1,,,
536670,536670,Fear Of Traffic,Flavio Rausa,Desenvolvedores,,2,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,,
537170,537170,4x4 Offroad Racing - Nitro,magnussoft,magnussoft,,1,3,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,0,,,
537340,537340,Guts and Glory,HakJak,tinyBuild,,1751,445,0,"200,000 .. 500,000",117,0,109,0,1499,1499,"14,99",0,8,,,
537660,537660,Brumm,eiloware,eiloware,,5,3,0,"0 .. 20,000",0,0,0,0,599,599,"5,99",0,0,,,
539560,539560,Vienna Automobile Society,Royal Polygon,Royal Polygon,,5,3,0,"0 .. 20,000",0,0,0,0,1499,1499,"14,99",0,0,,,
539640,539640,Racecar.io,"Kastriot Sulejmani, Brayden Myers",KasSanity,,183,136,0,"50,000 .. 100,000",22,0,27,0,0,0,0,0,0,,,
539720,539720,Razortron 2000,NukGames,NukGames,,1169,196,0,"200,000 .. 500,000",289,311,332,311,49,99,"0,99",51,52,,,
541380,541380,PhysDrive,Royal Deal Games,Royal Deal Games,,54,60,0,"100,000 .. 200,000",216,0,229,0,98,98,"0,98",0,14,,,
542570,542570,RunVR,Smoketree Studios,Smoketree Studios,,16,4,0,"0 .. 20,000",87,0,87,0,599,599,"5,99",0,0,,,
542780,542780,Drift GEAR Racing Free,Rock Crow,Rock Crow,,73,138,0,"50,000 .. 100,000",6,0,7,0,0,0,0,0,1,,,
542790,542790,RacetronicVR,Charles Cochrane,Charles Cochrane,,2,3,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,0,,,
544310,544310,Jumps,"Kiwiforge, Timothy Vincent","Kiwiforge, Timothy Vincent",,263,12,0,"20,000 .. 50,000",268,0,276,0,399,399,"3,99",0,0,,,
544370,544370,Dead Hand Drive,Steampunk Wizards,Steampunk Wizards,,0,1,0,"0 .. 20,000",0,0,0,0,399,399,"3,99",0,0,,,
546340,546340,"Dynamic Very, Very, Hard game!!",White Dog Games,SA Industry,,50,69,0,"50,000 .. 100,000",212,0,233,0,499,499,"4,99",0,0,,,
546610,546610,Acro Storm,Blue Comet Games,Blue Comet Games,,11,20,0,"0 .. 20,000",126,0,126,0,499,499,"4,99",0,0,,,
547360,547360,BREAK ARTS II,MercuryStudio,PLAYISM,,503,176,0,"100,000 .. 200,000",35,0,43,0,1499,1499,"14,99",0,6,,,
547410,547410,Peak Angle: Drift Online,Peak Angle Team,GuraShop,,546,330,0,"50,000 .. 100,000",108,0,108,0,1199,1199,"11,99",0,0,,,
548360,548360,VR RunningJoe,ELIOT,ELIOT,,10,4,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
548450,548450,Foreveracers,SuperSmashingGreat Games,SuperSmashingGreat Games,,26,6,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,,
548570,548570,RAGE 2,"id Software, Avalanche Studios",Bethesda Softworks,,8928,5596,0,"500,000 .. 1,000,000",1240,0,1274,0,3999,3999,"39,99",0,140,,,
549280,549280,Quiz Night Tonight!,Mardonpol Inc.,Mardonpol Inc.,,4,4,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,0,,,
550320,550320,art of rally,Funselektor Labs Inc.,Funselektor Labs Inc.,,3293,206,0,"100,000 .. 200,000",415,0,542,0,2499,2499,"24,99",0,37,,,
550600,550600,Sphere Complex,OC Game Studio,OC Game Studio,,0,3,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
550870,550870,Tricky Trail RC,Mika Spin Games,Mika Spin Games,,2,1,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
552100,552100,Brick Rigs,Lukas Rustemeyer,Lukas Rustemeyer,,24684,1947,0,"1,000,000 .. 2,000,000",1457,0,750,0,1499,1499,"14,99",0,1705,,,
552920,552920,Sailaway - The Sailing Simulator,Orbcreation,Orbcreation,,607,280,0,"20,000 .. 50,000",0,0,0,0,4500,4500,45,0,32,,,
553110,553110,Alpine Ski VR,Suchworks Ltd,Suchworks Ltd,,15,12,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
553290,553290,Drift King: Survival,Destiny.Games,Destiny.Games,,28,40,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
556230,556230,Off-Road Paradise: Trial 4x4,Ivanovich Games,Ivanovich Games,,60,35,0,"0 .. 20,000",159,0,159,0,1999,1999,"19,99",0,0,,,
