_key,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,divisão,discount,ccu,,,
856380,856380,Cartoonway : Mini Cars,Art Of Adventures,Art Of Adventures,,4,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,,
856650,856650,Pylon Racer,Johan Hammes,Johan Hammes,,6,3,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
857520,857520,Degrees,GiBar,RoBot,,23,27,0,"0 .. 20,000",0,0,0,0,199,199,"1,99",0,0,,,
857740,857740,Ludicrous Speed,Manic Machine,Manic Machine,,24,6,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,,
859090,859090,Turbo Tunnel,Tall James Games,Tall James Games,,131,17,0,"20,000 .. 50,000",4,0,4,0,0,0,0,0,2,,,
859660,859660,Discs of Steel Party,Wombatgames,Wombatgames,,3,0,0,"0 .. 20,000",0,0,0,0,399,399,"3,99",0,0,,,
859870,859870,Frqncy,Mitch Kuronya,Mitch Kuronya,,7,1,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
860000,860000,Cosmic collapse,REX PEX GAMES,REX PEX GAMES,,9,2,0,"200,000 .. 500,000",0,0,0,0,299,299,"2,99",0,0,,,
860530,860530,Babycar Driver,MCS,W.T.B.,,21,9,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
860960,860960,N1L (No1Lives),"Ken Henson, Tom Motz","Ken Henson, Tom Motz",,5,2,0,"50,000 .. 100,000",0,0,0,0,499,499,"4,99",0,0,,,
861550,861550,Neon Universe,SharF Co.,SharF Co.,,13,11,0,"0 .. 20,000",0,0,0,0,399,399,"3,99",0,0,,,
862130,862130,Rainy Day Racer,illegaldogs,illegaldogs,,26,0,0,"0 .. 20,000",0,0,0,0,399,399,"3,99",0,0,,,
862260,862260,Miami Cruise,MK Games,MK Games,,25,7,0,"0 .. 20,000",0,0,0,0,599,599,"5,99",0,0,,,
864010,864010,Space Force,Semi Sağlam,My Way Games,,13,10,0,"0 .. 20,000",0,0,0,0,399,399,"3,99",0,0,,,
864060,864060,Marble It Up!,"Blueteak, The Engine Company, Shapes and Lines, Arcturus Interactive","Alvios, Inc., Bad Habit Productions",,508,32,0,"50,000 .. 100,000",221,0,221,0,1999,1999,"19,99",0,12,,,
865310,865310,Dubstep Abasralsa,Dayn,Narko Games,,52,32,0,"0 .. 20,000",0,0,0,0,49,99,"0,99",51,0,,,
865990,865990,Highway Junkie,DEtH_MoroZ,DEtH_MoroZ,,4,1,0,"0 .. 20,000",0,0,0,0,199,199,"1,99",0,0,,,
866080,866080,FlyWarzz,Anarquico,Anarquico,,6,0,0,"0 .. 20,000",0,0,0,0,599,599,"5,99",0,0,,,
866260,866260,EreaDrone 2018,"EreaDrone, EreaStudio, Elouan Jorrand",EreaDrone,,17,32,0,"0 .. 20,000",0,0,0,0,0,0,0,0,1,,,
866450,866450,Light Rider,nP Studios,nonPareil Institute,,8,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,,
867550,867550,Range Ball,meokigame,meokigame,,23,8,0,"0 .. 20,000",0,0,0,0,49,99,"0,99",51,0,,,
867640,867640,Office Race,Rain Of Cubes,Rain Of Cubes,,10,3,0,"0 .. 20,000",0,0,0,0,599,599,"5,99",0,0,,,
867730,867730,Pixel Traffic: Highway Racing,For Kids,For Kids,,29,22,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
868500,868500,Qybe,Qrakhen,Qrakhen,,28,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,,
869290,869290,Don't Look Down,Catapult Games,Catapult Games,,20,3,0,"0 .. 20,000",0,0,0,0,1499,1499,"14,99",0,0,,,
869580,869580,Keep Running,Kayo Carvalho,Harris Pipocas,,1,0,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
870580,870580,ZOOMnBOOM,MooCow Games,MooCow Games,,4,4,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
871390,871390,Rock n' Rush: Battle Racing,WSM Game Studio,WSM Game Studio,,10,1,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
871550,871550,Chicken Rider,Red Dev Studio S.A.,Ultimate Games S.A.,,37,18,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,,
873270,873270,Rolled Out!,"Polarbyte Games, Skymap Games","Polarbyte Games, Skymap Games",,363,20,0,"20,000 .. 50,000",98,0,98,0,1999,1999,"19,99",0,3,,,
874130,874130,HUNTER BRICK BALL,meokigame,meokigame,,32,13,0,"0 .. 20,000",0,0,0,0,99,199,"1,99",50,0,,,
875320,875320,Exo Racing,Angry Angel Games,IceTorch Interactive,,0,1,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,0,,,
876140,876140,Police Air Transporter,Fury Games Production,Fury Games Production,,3,10,0,"0 .. 20,000",0,0,0,0,199,199,"1,99",0,0,,,
876170,876170,DDS (D.I.Y Drone Simulator),Juicy Lab,Juicy Lab,,0,3,0,"0 .. 20,000",0,0,0,0,1699,1699,"16,99",0,0,,,
876930,876930,Fancy Skiing 2: Online,哈视奇科技,哈视奇科技,,12,9,0,"0 .. 20,000",0,0,0,0,1199,1199,"11,99",0,0,,,
877610,877610,Cyber Lemur,NatureSim Games,NatureSim Games,,8,1,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
877730,877730,Deadly Silence,Electrical Eagle,Electrical Eagle,,4,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,,
877980,877980,Hunting fields of Jackals,squatnine,squatnine,,10,9,0,"0 .. 20,000",0,0,0,0,1799,1799,"17,99",0,0,,,
878110,878110,Fuel Renegades,"ESAT, Modular Souls",ESAT,,63,19,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,,
878120,878120,UniteStar,SweetApple,SteamWork,,1,3,0,"0 .. 20,000",0,0,0,0,199,199,"1,99",0,0,,,
878470,878470,70 Seconds Survival,"Tero Lunkka, Valkeala Software",Tero Lunkka,,10,16,0,"0 .. 20,000",0,0,0,0,199,199,"1,99",0,0,,,
880200,880200,J15 Jet Fighter VR (歼15舰载机),Magicvalley Studio,Magicvalley Studio,,20,20,0,"0 .. 20,000",0,0,0,0,699,999,"9,99",30,1,,,
880730,880730,Rocket Assault: Black City,Giovanni Elgert,Giovanni Elgert,,192,10,0,"0 .. 20,000",2,0,2,0,1199,1199,"11,99",0,1,,,
881130,881130,Synthwave Dream '85,LoneDev,LoneDev,,53,6,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
881230,881230,Top Down Racer,Neobite Games,Neobite Games,,17,10,0,"100,000 .. 200,000",0,0,0,0,599,599,"5,99",0,0,,,
882020,882020,Monster Energy Supercross - The Official Videogame 2,Milestone S.r.l.,Milestone S.r.l.,,454,87,0,"20,000 .. 50,000",168,0,168,0,2499,2499,"24,99",0,9,,,
882280,882280,Tinkr Garage,"Tinkr, Inc.","Tinkr, Inc.",,17,39,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0,,,
884590,884590,Garage Master 2018,Fury Games Production,Fury Games Production,,1,5,0,"0 .. 20,000",0,0,0,0,399,399,"3,99",0,0,,,
884610,884610,Road Rage Royale,Neural Oscillations Games,Neural Oscillations Games,,1,0,0,"0 .. 20,000",0,0,0,0,1799,1799,"17,99",0,0,,,
885290,885290,AceSpeeder3,RAINGRAPH,DLsite,,8,2,0,"0 .. 20,000",0,0,0,0,299,299,"2,99",0,0,,,
886290,886290,Starfield Wars - 沙罗曼蛇 3D,Beyond Games,Beyond Games,,2,5,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
886830,886830,ParkourMan,Fury Games Production,Fury Games Production,,2,1,0,"0 .. 20,000",0,0,0,0,199,199,"1,99",0,0,,,
887870,887870,Retro Racers 2,LoadUpGames.com,LoadUpGames.com,,1,1,0,"20,000 .. 50,000",0,0,0,0,99,99,"0,99",0,0,,,
888970,888970,MiniCar Race - 极品飞车2019 Mini,Beyond Games,Beyond Games,,7,10,0,"0 .. 20,000",0,0,0,0,299,299,"2,99",0,0,,,
889040,889040,FPV Air 2,Flyleap Studios,Flyleap Studios,,180,59,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,2,,,
891200,891200,Bike Dash Excite!,"KADOKAWA CORPORATION, Gotcha Gotcha Games",Gotcha Gotcha Games,,20,18,0,"20,000 .. 50,000",1,0,1,0,0,0,0,0,0,,,
891290,891290,Easy Racing,Adeeemmm,My Way Games,,4,4,0,"0 .. 20,000",0,0,0,0,50,299,"2,99",83,0,,,
891330,891330,Fast Dust,Binary Giants,Binary Giants,,5,5,0,"0 .. 20,000",0,0,0,0,687,1599,"15,99",57,0,,,
893030,893030,Music Racer,AbstractArt,AbstractArt,,3094,392,0,"200,000 .. 500,000",243,0,259,0,199,199,"1,99",0,5,,,
893170,893170,MYSTERY HOUSE : SECRET STEALTH,NK CREATIV TEAM,NK CREATIV TEAM,,0,1,0,"0 .. 20,000",0,0,0,0,299,299,"2,99",0,0,,,
893330,893330,Voxel Race,RewindApp,RewindApp,,45,41,0,"0 .. 20,000",0,0,0,0,49,99,"0,99",51,0,,,
894820,894820,Trumpy Wall,Tarkin Studios,Dikobraz Games,,1,1,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
895370,895370,DollKart,OKSoft,OKSoft,,5,2,0,"20,000 .. 50,000",0,0,0,0,299,299,"2,99",0,0,,,
896700,896700,Extreme Drifters,Burning Asphalt Group,Burning Asphalt Group,,14,15,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,,
896850,896850,Car Crash Online,Smartmove,Smartmove,,10,11,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
897400,897400,Driftpunk Racer,Art Of Adventures,Art Of Adventures,,3,10,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,,
897580,897580,Avem888,WaVR Tech AB,WaVR Tech AB,,1,0,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
897610,897610,Scrapland Remastered,MercurySteam,Mercury Steam Entertainment s.l.,,41,6,0,"0 .. 20,000",0,0,0,0,1999,1999,"19,99",0,1,,,
897940,897940,High Cats,Indie Glue,Indie Glue,,11,5,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
898170,898170,Grid Gunner,Studio Cypix,Studio Cypix,,1,1,0,"0 .. 20,000",0,0,0,0,199,199,"1,99",0,0,,,
899200,899200,Windstorm: An Unexpected Arrival,Aesir Interactive,Mindscape,,41,22,0,"0 .. 20,000",0,0,0,0,1499,1499,"14,99",0,3,,,
899390,899390,Xenon Racer,3DClouds,3DClouds,,377,197,0,"0 .. 20,000",0,0,0,0,1499,1499,"14,99",0,2,,,
903570,903570,Displacement Arcade Game Box,Displacement Studios,Displacement Studios,,0,1,0,"0 .. 20,000",0,0,0,0,299,299,"2,99",0,0,,,
903730,903730,AXIOM SOCCER,Earthbound Games Ltd.,Earthbound Games Ltd.,,263,128,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0,0,,,
904340,904340,Marbledrome: Crazy Stunt Balls,PalveGames,PalveGames,,2,1,0,"0 .. 20,000",0,0,0,0,299,299,"2,99",0,0,,,
905300,905300,Daytona Racing,Bullid Games,Bullid Games,,3,9,0,"50,000 .. 100,000",0,0,0,0,99,99,"0,99",0,0,,,
905330,905330,oOo: Ascension,Kenny Creanor,Extra Mile Studios,,17,2,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,0,,,
905390,905390,Drone Spektra,FAXCORPunlimited,FAXCORPunlimited,,2,1,0,"0 .. 20,000",0,0,0,0,599,599,"5,99",0,0,,,
905450,905450,NASCAR Heat 3,Monster Games,704 Games Company,,325,119,0,"20,000 .. 50,000",0,0,0,0,1299,1299,"12,99",0,6,,,
906020,906020,Strike Cars,Action Portal,Action Portal,,4,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,,
907040,907040,Simple Racing,Simple Racing,Simple Racing,,6,6,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
907190,907190,GRITS Racing,Muddy Desert,Muddy Desert,,4,0,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,0,,,
908050,908050,Summer Catchers,FaceIT,Noodlecake,,142,31,0,"0 .. 20,000",0,0,0,0,1199,1199,"11,99",0,3,,,
908180,908180,Space Maze,Redox Entertainment Inc,Redox Entertainment Inc,,15,2,0,"20,000 .. 50,000",0,0,0,0,799,799,"7,99",0,0,,,
908260,908260,Velocity G,Repixel8,Repixel8,,6,6,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
909270,909270,Flying Soul,Rafael Farias,Fiassink Games,,4,6,0,"0 .. 20,000",0,0,0,0,49,99,"0,99",51,0,,,
909500,909500,Hurricane chase(飓风追击),2AM(熬夜工作室),2AM(熬夜工作室),,2,3,0,"0 .. 20,000",0,0,0,0,299,299,"2,99",0,0,,,
911520,911520,One More Roll,PapayaDev,PapayaDev,,26,2,0,"0 .. 20,000",0,0,0,0,1199,1199,"11,99",0,0,,,
912600,912600,Speedway Challenge Career,Artur Berkowski Berobasket,Artur Berkowski Berobasket,,23,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,,
912660,912660,Welcome Above,Framefield GmbH,Framefield GmbH,,11,4,0,"0 .. 20,000",0,0,0,0,899,899,"8,99",0,0,,,
912790,912790,Meteor,Nidal alshawwaf,Nidal alshawwaf,,2,3,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
913280,913280,Pranky Cat,"FastGame, VICTORIA Games",FastGame,,35,9,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,0,,,
915020,915020,THE E BALL,URUS GAMES,URUS GAMES,,15,3,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
916180,916180,Doodle Derby,Studio Erikson,Headup,,54,20,0,"0 .. 20,000",0,0,0,0,599,599,"5,99",0,0,,,
920710,920710,Burndown,BigBro Games,BigBro Games,,9,11,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,,
921630,921630,音灵 INVAXION,Nanjing AQUATRAX,bilibili,,3420,2747,0,"500,000 .. 1,000,000",514,0,539,0,0,0,0,0,5,,,
923180,923180,The prophecy of statues,迷茫的菜鸟,迷茫的菜鸟,,1,8,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
924670,924670,Need for Spirit: Drink & Drive Simulator/醉驾模拟器,"Atomic Fabrik, Cristian Manolachi, Gamesforgames","Atomic Fabrik, Cristian Manolachi, Gamesforgames",,70,51,0,"0 .. 20,000",0,0,0,0,51,99,"0,99",48,0,,,
925550,925550,Cross Racing Championship Extreme,Invictus Games Ltd.,Invictus Games Ltd.,,52,6,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,2,,,
926860,926860,Bloody Rally Show,Kodo Linija,Kodo Linija,,200,18,0,"0 .. 20,000",0,0,0,0,1999,1999,"19,99",0,2,,,
927580,927580,Smoker The Car Game,(STCG) Smoker The Car Game,(STCG) Smoker The Car Game,,3,2,0,"0 .. 20,000",0,0,0,0,1099,1099,"10,99",0,0,,,
928600,928600,F1 2019,Codemasters,"Codemasters, Electronic Arts",,19965,2263,0,"500,000 .. 1,000,000",3313,1,1686,1,0,0,0,0,452,,,
929210,929210,CrazyDriving,Jim Dex,Jim Dex,,1,1,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
929280,929280,Tiska Buska,Time Stop dev,Time Stop Dev,,5,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,,
929510,929510,Type Fighter,Simon Harvey,Simon Harvey,,2,2,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
932730,932730,Formula XD,Nitroglycerin Ltd.,Nitroglycerin Ltd.,,5,3,0,"0 .. 20,000",0,0,0,0,1499,1499,"14,99",0,0,,,
933840,933840,World Enduro Rally,GraphicDNA,GraphicDNA,,3,2,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,1,,,
933920,933920,GIRLS VR UNCENSORED!!!,Eroticon VR,Eroticon VR,,3,2,0,"0 .. 20,000",0,0,0,0,1199,1199,"11,99",0,0,,,
934930,934930,RDS - The Official Drift Videogame,Drift Physics Crew,Drift Physics Crew,,868,218,0,"50,000 .. 100,000",563,0,829,0,1799,1799,"17,99",0,2,,,
934990,934990,Cute Girls VR,Tomimar,Tomimar,,13,7,0,"0 .. 20,000",0,0,0,0,899,899,"8,99",0,0,,,
935960,935960,Zuma Legend VR,Curious Studio,Curious Studio,,1,8,0,"0 .. 20,000",0,0,0,0,799,799,"7,99",0,0,,,
936270,936270,Cave Racer,SlicedGames,SlicedGames,,2,0,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
936620,936620,Petrolhead,"Petrolhead software, VDW Studios","Petrolhead software, VDW Studios",,21,13,0,"0 .. 20,000",0,0,0,0,1999,1999,"19,99",0,0,,,
936720,936720,Wrench,Missing Digit,Missing Digit,,822,75,0,"20,000 .. 50,000",145,0,145,0,2999,2999,"29,99",0,11,,,
936770,936770,Dead by Wheel: Battle Royal,meokigame,meokigame,,2,0,0,"0 .. 20,000",0,0,0,0,99,199,"1,99",50,0,,,
937520,937520,Critter Kart,James Roznick,James Roznick,,8,0,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
937970,937970,Running Girl,TonAme,TonAme,,9,16,0,"0 .. 20,000",0,0,0,0,179,999,"9,99",82,0,,,
938200,938200,Metric Racer,Virtex Edge Design,Virtex Edge Design,,6,8,0,"0 .. 20,000",0,0,0,0,1999,1999,"19,99",0,0,,,
938220,938220,TAPSONIC BOLD,NEOWIZ,NEOWIZ,,869,296,0,"100,000 .. 200,000",0,0,0,0,1999,1999,"19,99",0,1,,,
938280,938280,ROLL!,SAARSE,SAARSE,,7,1,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
938600,938600,Drift Stunt Racing 2019,FlagmanJeremy,FlagmanJeremy,,12,7,0,"0 .. 20,000",0,0,0,0,49,99,"0,99",51,0,,,
939450,939450,Forklift Simulator 2019,Blind Squirrel Games,Blind Squirrel Publishing,,48,24,0,"0 .. 20,000",0,0,0,0,1999,1999,"19,99",0,1,,,
939830,939830,WHEEL TRAVEL,TrailAscender,TrailAscender,,11,4,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,0,,,
940580,940580,FIA European Truck Racing Championship,N-RACING,Nacon,,165,79,0,"0 .. 20,000",8,0,8,0,749,2999,"29,99",75,4,,,
941890,941890,Mini Matches,It's Anecdotal,It's Anecdotal,,17,0,0,"0 .. 20,000",0,0,0,0,974,1499,"14,99",35,2,,,
942200,942200,Rocket Boots Mania,Contra Concept,Contra Concept,,54,0,0,"20,000 .. 50,000",0,0,0,0,1299,1299,"12,99",0,0,,,
942480,942480,Criminal Pursuit Force,Bleeding Edge Studio,Bleeding Edge Studio,,5,10,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
942760,942760,Burnout Drift,BoneCracker Games,"BoneCracker Games, Buğra Özdoğanlar",,10,9,0,"0 .. 20,000",0,0,0,0,299,299,"2,99",0,0,,,
943950,943950,Photo Finish,Jadefire Gaming,Jadefire Gaming,,5,0,0,"0 .. 20,000",0,0,0,0,599,599,"5,99",0,0,,,
944300,944300,Byte Driver,Vector Hat,Vector Hat,,12,0,0,"0 .. 20,000",0,0,0,0,799,799,"7,99",0,0,,,
947260,947260,Bibi Blocksberg  - Big Broom Race 3,Independent Arts Software,"familyplay, Markt+Technik Verlag GmbH",,7,2,0,"0 .. 20,000",0,0,0,0,1999,1999,"19,99",0,0,,,
947960,947960,Ribbon Racer,Tehawar,Tehawar,,2,0,0,"0 .. 20,000",0,0,0,0,399,399,"3,99",0,0,,,
949810,949810,Go Cabbies!GB,Sandbank Studios Ltd,Sandbank Studios Ltd,,6,5,0,"0 .. 20,000",0,0,0,0,899,899,"8,99",0,0,,,
950050,950050,Starlink: Battle for Atlas,Ubisoft Toronto,Ubisoft,,139,47,0,"20,000 .. 50,000",0,0,0,0,5999,5999,"59,99",0,1,,,
952040,952040,MUSYNX,I-Inferno,Zodiac Interactive,,3693,524,0,"200,000 .. 500,000",208,50,89,96,399,399,"3,99",0,75,,,
952240,952240,Dieselpunk Wars,"Image Power S.A., Roasted Games","Image Power S.A., PlayWay S.A., HeartBeat Games",,85,42,0,"0 .. 20,000",152,0,152,0,1499,1499,"14,99",0,1,,,
953250,953250,War Machines: Free to Play,Fun Games For Free,Fun Games For Free,,148,74,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,0,,,
953610,953610,HOT GIRLS VR,tomimar,tomimar,,8,9,0,"0 .. 20,000",0,0,0,0,1199,1199,"11,99",0,0,,,
954280,954280,3dSen VR,Geod Studio,Geod Studio,,137,9,0,"0 .. 20,000",0,0,0,0,1999,1999,"19,99",0,1,,,
955580,955580,Rise: Race The Future,VD-dev,VD-dev,,66,29,0,"0 .. 20,000",24,0,24,0,1599,1599,"15,99",0,0,,,
955890,955890,War Platform,"M.R.S., π studio","M.R.S., LUAN PLAY Studio",,1,8,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
957050,957050,Ultra Off-Road 2019: Alaska,IceTorch Interactive,IceTorch Interactive,,44,95,0,"0 .. 20,000",0,0,0,0,1999,1999,"19,99",0,0,,,
958300,958300,Cute Girls 可爱的女孩,Dance studio mix,Dance studio mix,,12,12,0,"0 .. 20,000",0,0,0,0,399,399,"3,99",0,0,,,
958400,958400,Project CARS 3,Slightly Mad Studios,BANDAI NAMCO Entertainment,,1648,1422,0,"200,000 .. 500,000",2701,0,3919,0,5999,5999,"59,99",0,85,,,
958850,958850,Let It Flow,DevAddict's Chat,DevAddict,,591,127,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,1,,,
960800,960800,Second World: Air War S,Fire Leaf Studio,Fire Leaf Studio,,1,0,0,"0 .. 20,000",0,0,0,0,699,699,"6,99",0,0,,,
963050,963050,Toy Road Constructor,Art Of Adventures,Art Of Adventures,,0,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,,
964230,964230,FUTURE GPX CYBER FORMULA SIN VIER,PROJECT YNP,PROJECT YNP,,69,21,0,"0 .. 20,000",190,0,190,0,2999,2999,"29,99",0,0,,,
964570,964570,DCL - The Game,"Drone Champions AG, Climax Studios","Drone Champions League, THQ Nordic",,533,125,0,"20,000 .. 50,000",172,0,327,0,2999,2999,"29,99",0,18,,,
965000,965000,DriftKing 2D,LolindirLink,LolindirLink,,8,4,0,"0 .. 20,000",0,0,0,0,369,369,"3,69",0,0,,,
965340,965340,,2nd Studio,2nd Studio,,54,7,0,"0 .. 20,000",0,0,0,0,199,199,"1,99",0,0,,,
966580,966580,Zquirrels Jump,"Artists Entertainment, Nutty Wizards",Artists Entertainment,,30,11,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,,
970680,970680,Snowballed: Crazy Downhill,Arcane Bay Labs,Arcane Bay Labs,,0,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,,
970730,970730,Ball Out,Forceight,Forceight,,36,5,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
970840,970840,OVERPASS,Zordix Racing,Nacon,,64,81,0,"0 .. 20,000",321,0,321,0,1049,2999,"29,99",65,4,,,
970940,970940,The Unicorn Princess,Caipirinha Games,Toplitz Productions,,19,14,0,"0 .. 20,000",0,0,0,0,1999,1999,"19,99",0,1,,,
971030,971030,SkateBIRD,Glass Bottom Games,Glass Bottom Games,,398,70,0,"20,000 .. 50,000",68,0,68,0,1999,1999,"19,99",0,3,,,
973100,973100,Super Realistic Autocross,"Doonamai, LLC","Doonamai, LLC",,11,0,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,0,,,
974670,974670,DREAM GIRLS VR,tomimar,tomimar,,5,5,0,"0 .. 20,000",0,0,0,0,1199,1199,"11,99",0,0,,,
975800,975800,CosmoDrive: Zero,Diamond Cats Studio,Diamond Cats Studio,,18,4,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
976120,976120,WARPZONE DRIFTER,Walter Machado,Walter Machado,,73,20,0,"0 .. 20,000",0,0,0,0,49,499,"4,99",90,0,,,
976700,976700,Size Matters,Mazen Games,GrabTheGames,,307,41,0,"20,000 .. 50,000",195,0,195,0,999,999,"9,99",0,0,,,
976850,976850,Trafic Road Rush,crimsonearthgames,crimsonearthgames,,35,10,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
977180,977180,Burnt Rubber,Fishbowl Interactive,Fishbowl Interactive,,8,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,,
977270,977270,RCRacer VR,games.Sharbit,games.Sharbit,,2,0,0,"0 .. 20,000",0,0,0,0,799,799,"7,99",0,0,,,
978440,978440,Mining Rail,WS net,WS net,,7,0,0,"0 .. 20,000",0,0,0,0,1299,1299,"12,99",0,0,,,
978490,978490,Yo My Yo!,StepUnique,StepUnique,,2,1,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
978960,978960,Starters Orders 7 Horse Racing,Strategic Designs Ltd.,Strategic Designs Ltd.,,77,28,0,"0 .. 20,000",0,0,0,0,3499,3499,"34,99",0,39,,,
981130,981130,Lucky Skiing,哈视奇科技,哈视奇科技,,1,2,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,0,,,
981140,981140,混乱使者,迷茫的菜鸟,迷茫的菜鸟,,7,8,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
982020,982020,Eurobi Racing,Nyanko Gaming,Nyanko Gaming,,2,0,0,"0 .. 20,000",0,0,0,0,199,199,"1,99",0,0,,,
983160,983160,Junk on Wheels,Infravision Inc.,Infravision Inc.,,5,5,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,0,,,
984780,984780,MotoGP19,Milestone S.r.l.,Milestone S.r.l.,,1286,164,0,"100,000 .. 200,000",143,0,143,0,2499,2499,"24,99",0,20,,,
987020,987020,DRONE The Game,Five Studios Interactive,Five Studios Interactive,,865,425,0,"50,000 .. 100,000",164,0,237,0,1999,1999,"19,99",0,0,,,
987330,987330,Street Outlaws: The List,Team6 Games,GameMill Entertainment,,26,29,0,"0 .. 20,000",0,0,0,0,1999,1999,"19,99",0,1,,,
987620,987620,Ski Drive: Biathlon,Art Of Adventures,Art Of Adventures,,2,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,,
988240,988240,Urban Trial Playground,"Tate Multimedia, Teyon",Tate Multimedia,,60,29,0,"20,000 .. 50,000",0,0,0,0,139,699,"6,99",80,0,,,
989000,989000,Ruthless Water,贪婪龙,贪婪龙,,1,4,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,0,,,
989400,989400,Wild Ride,Devil Kitty Games,Devil Kitty Games,,1,0,0,"0 .. 20,000",0,0,0,0,199,199,"1,99",0,0,,,
989770,989770,Biker Garage: Mechanic Simulator,BeardedBrothers.games,BeardedBrothers.games,,289,113,0,"0 .. 20,000",0,0,0,0,874,2499,"24,99",65,3,,,
989780,989780,Paradise City VR,AlinoVR,AlinoVR,,4,16,0,"0 .. 20,000",0,0,0,0,1499,1499,"14,99",0,0,,,
990110,990110,87 Aftermath: A Rolling Ball Game,Goober Games,Goober Games,,2,1,0,"20,000 .. 50,000",0,0,0,0,999,999,"9,99",0,0,,,
991230,991230,Highway of death,Laush Dmitriy Sergeevich,Laush Studio,,22,11,0,"0 .. 20,000",0,0,0,0,199,199,"1,99",0,0,,,
991660,991660,Voxel Sword,SAT-BOX,SAT-BOX,,4,1,0,"0 .. 20,000",0,0,0,0,159,799,"7,99",80,0,,,
