_key,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,divisão,initialprice,discount,ccu,,
432100,432100,Negligee,Dharker Studio,Dharker Studios Ltd,,564,141,0,"100,000 .. 200,000",186,0,186,0,1499,"14,99",1499,0,2,,
432130,432130,Break Chance Memento,Cyanide Tea,Cyanide Tea,,27,4,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0,,
432180,432180,Discouraged Workers TEEN,YGGDRASIL STUDIO,YGGDRASIL STUDIO,,48,22,0,"0 .. 20,000",0,0,0,0,124,"4,99",499,75,0,,
432490,432490,ATOM GRRRL!!,Cosmillica,Sekai Project,,14,9,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
434370,434370,Buried: An Interactive Story,Bromoco Games,Bromoco Games,,140,7,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,1,,
434600,434600,Blue Bird,Deadline Soft,Deadline Soft,,29,24,0,"0 .. 20,000",0,0,0,0,1299,"12,99",1299,0,0,,
435000,435000,The Whisperer in Darkness,Nat Quayle Nelson,Nat Quayle Nelson,,31,7,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0,,
435260,435260,Planet Stronghold: Colonial Defense,Winter Wolves,Winter Wolves,,29,6,0,"0 .. 20,000",1,0,1,0,1999,"19,99",1999,0,0,,
435300,435300,We Know the Devil,"Pillow Fight, Worst Girls Games",Pillow Fight,,679,45,0,"0 .. 20,000",147,0,147,0,666,"6,66",666,0,2,,
435360,435360,Campus Notes - forget me not.,4th cluster,Dogenzaka Lab,,59,7,0,"0 .. 20,000",0,0,0,0,1199,"11,99",1199,0,0,,
436160,436160,The Panic Room,GameXP.com,GameXP.com,,230,179,0,"100,000 .. 200,000",18,0,36,0,0,0,0,0,22,,
436680,436680,A More Beautiful World - A Kinetic Visual Novel,Afterthought Studios,Sekai Project,,1,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
437160,437160,The Lion's Song: Episode 1 - Silence,Mi'pu'mi Games GmbH,Mi'pu'mi Games GmbH,,1917,143,0,"200,000 .. 500,000",111,0,103,0,0,0,0,0,2,,
437630,437630,State of Mind,Daedalic Entertainment,Daedalic Entertainment,,1441,369,0,"200,000 .. 500,000",105,441,75,441,1999,"19,99",1999,0,3,,
437720,437720,Blossoms Bloom Brightest,Reine Works,Reine Works,,102,51,0,"20,000 .. 50,000",25,0,25,0,0,0,0,0,0,,
438130,438130,Root Double -Before Crime * After Days- Xtend Edition,"Yeti, Regista",Sekai Project,,362,34,0,"20,000 .. 50,000",399,0,458,0,3499,"34,99",3499,0,4,,
438940,438940,XBlaze Lost: Memories,Arc System Works,Aksys Games,,25,8,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,1,,
439550,439550,'n Verlore Verstand,"Skobbejak Games, Skermunkel","Skermunkel, Skobbejak Games",,43,66,0,"50,000 .. 100,000",274,0,281,0,1499,"14,99",1499,0,0,,
439940,439940,Lucid9: Inciting Incident,Fallen Snow Studios,Sekai Project,,909,98,0,"100,000 .. 200,000",4,0,7,0,0,0,0,0,1,,
440100,440100,Fall of Gyes,Black Cloud Studios,Black Cloud Studios,,10,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
440640,440640,Sweet F. Cake,Texic, Bear in the Night,,433,51,0,"20,000 .. 50,000",338,0,338,0,995,"9,95",995,0,3,,
442890,442890,Magic Potion Explorer,ARTIFACTS,PLAYISM,,47,41,0,"0 .. 20,000",111,0,111,0,999,"9,99",999,0,0,,
443330,443330,Malus Code,"M2 Co.,LTD",Dogenzaka Lab,,72,28,0,"0 .. 20,000",0,0,0,0,1299,"12,99",1299,0,0,,
443380,443380,Tokyo Babel,propeller,MangaGamer,,67,8,0,"0 .. 20,000",0,0,0,0,3499,"34,99",3499,0,0,,
443810,443810,This Is the Police,Weappy Studio,THQ Nordic,,7759,1592,0,"500,000 .. 1,000,000",755,182,345,212,1499,"14,99",1499,0,75,,
443980,443980,Burokku Girls,Silver Cow Studio,Silver Cow Studio,,36,18,0,"0 .. 20,000",0,0,0,0,899,"8,99",899,0,0,,
444140,444140,Sonicomi,Nitroplus,JAST USA,,467,50,0,"20,000 .. 50,000",10,0,10,0,3499,"34,99",3499,0,0,,
444170,444170,Unhack 2,InvertMouse,InvertMouse,,69,4,0,"0 .. 20,000",0,0,0,0,599,"5,99",599,0,0,,
444350,444350,HACK_IT,Dan_D,Dan_D,,36,108,0,"20,000 .. 50,000",0,0,0,0,1399,"13,99",1399,0,0,,
445130,445130,The Average Everyday Adventures of Samantha Browne,Lemonsucker Games,Lemonsucker Games,,815,194,0,"100,000 .. 200,000",5,0,5,0,0,0,0,0,1,,
445230,445230,Lost girl`s [diary],SmoleVN,SmoleVN,,833,186,0,"50,000 .. 100,000",21,0,25,0,0,0,0,0,0,,
445420,445420,Aselia the Eternal -The Spirit of Eternity Sword-,Xuse,JAST USA,,52,13,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0,,
445430,445430,Seinarukana -The Spirit of Eternity Sword 2-,Xuse,JAST USA,,26,3,0,"0 .. 20,000",0,0,0,0,2999,"29,99",2999,0,3,,
445670,445670,The Stargazers,Lupiesoft,MangaGamer,,7,8,0,"0 .. 20,000",0,0,0,0,1299,"12,99",1299,0,0,,
445800,445800,Love Language Japanese,Papurika.moe,Initiative Media,,131,27,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,1,,
446310,446310,Sabres of Infinity,Hosted Games,Hosted Games,,119,7,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,2,,
446530,446530,One Last Crane,Blissful Work's,Sekai Project,,3,2,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,2,,
446600,446600,Magi Trials,Dharker Studio,Dharker Studios Ltd,,94,21,0,"0 .. 20,000",0,0,0,0,1299,"12,99",1299,0,0,,
446610,446610,Bunny Bounce,Dharker Studio,Dharker Studios Ltd,,39,36,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
446990,446990,The Huntsman: Winter's Curse,Desert Owl Games LLC,Desert Owl Games LLC,,206,77,0,"100,000 .. 200,000",51,0,51,0,0,0,0,0,0,,
447120,447120,Where the Water Tastes Like Wine,"Dim Bulb Games, Serenity Forge",Good Shepherd Entertainment,,884,218,0,"50,000 .. 100,000",159,0,165,0,1999,"19,99",1999,0,10,,
447170,447170,"Destiny's Princess: A War Story, A Love Story",Dogenzaka Lab,Dogenzaka Lab,,192,60,0,"20,000 .. 50,000",0,0,0,0,1599,"15,99",1599,0,1,,
447180,447180,My Secret Pets!,Dogenzaka Lab,Dogenzaka Lab,,84,40,0,"0 .. 20,000",0,0,0,0,1599,"15,99",1599,0,0,,
447190,447190,Pub Encounter,Dogenzaka Lab,Dogenzaka Lab,,198,29,0,"0 .. 20,000",0,0,0,0,1799,"17,99",1799,0,2,,
447200,447200,The Men of Yoshiwara: Ohgiya,Dogenzaka Lab,Dogenzaka Lab,,172,27,0,"0 .. 20,000",0,0,0,0,1599,"15,99",1599,0,2,,
447530,447530,VA-11 Hall-A: Cyberpunk Bartender Action,Sukeban Games,"Ysbryd Games, AGM PLAYISM",,28635,675,0,"500,000 .. 1,000,000",577,88,409,115,1499,"14,99",1499,0,135,,
447570,447570,Regeria Hope Episode 1,Golden Game Barn,Golden Game Barn,,291,57,0,"50,000 .. 100,000",33,0,40,0,0,0,0,0,0,,
448690,448690,Lionessy Story,"Maltakreuz, Goodsir",Maltakreuz,,38,29,0,"0 .. 20,000",612,0,612,0,499,"4,99",499,0,1,,
448780,448780,Sixtieth Kilometer,Talentplace,KishMish Games,,1153,343,0,"100,000 .. 200,000",295,0,308,0,99,"0,99",99,0,2,,
449020,449020,The Bottom of the Well,Red Nettle Studio,Red Nettle Studio,,443,76,0,"50,000 .. 100,000",30,0,45,0,0,0,0,0,0,,
449100,449100,City of the Shroud,Abyssal Arts Ltd.,Abyssal Arts Ltd.,,19,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
449150,449150,PataNoir,Simon Christiansen,SiChris Productions,,11,2,0,"0 .. 20,000",0,0,0,0,699,"6,99",699,0,0,,
449250,449250,A Little Lily Princess,Hanabira,Hanako Games,,253,18,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0,,
449340,449340,Serafina's Crown,Woodsy Studio,Thesis Games,,36,12,0,"20,000 .. 50,000",247,0,247,0,799,"7,99",799,0,0,,
449530,449530,Grand Pigeon's Duty,WolfgangIs,WolfgangIs,,445,132,0,"0 .. 20,000",300,0,278,0,399,"3,99",399,0,1,,
449540,449540,There's Poop In My Soup,K Bros Games,K Bros Games,,3743,496,0,"200,000 .. 500,000",258,0,298,0,99,"0,99",99,0,5,,
451570,451570,Demetrios - The BIG Cynical Adventure,COWCAT,COWCAT,,278,52,0,"20,000 .. 50,000",336,0,336,0,199,"9,99",999,80,1,,
451640,451640,C14 Dating,Winter Wolves,Winter Wolves,,47,5,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,0,,
451760,451760,Highway Blossoms,"Studio Élan, Studio Coattails","Sekai Project, Studio Élan",,2281,117,0,"20,000 .. 50,000",234,0,246,0,779,"12,99",1299,40,2,,
451780,451780,Trillion: God of Destruction,"IDEA FACTORY, COMPILE HEART, PREAPP PARTNERS",Idea Factory International,,296,143,0,"50,000 .. 100,000",562,0,562,0,999,"9,99",999,0,1,,
452440,452440,Flowers -Le volume sur printemps-,Innocent Grey,JAST USA,,1320,51,0,"20,000 .. 50,000",2101,0,3397,0,1999,"19,99",1999,0,14,,
453340,453340,Hustle Cat,Date Nighto,Date Nighto,,1065,79,0,"50,000 .. 100,000",603,0,603,0,1999,"19,99",1999,0,3,,
453850,453850,Dear RED - Extended,Lee Sang,Sometimes You,,228,111,0,"200,000 .. 500,000",244,0,256,0,299,"2,99",299,0,4,,
454170,454170,XorceD - Sashiro's Laedrum,Xorcerox,Xorcerox,,17,0,0,"0 .. 20,000",0,0,0,0,1299,"12,99",1299,0,0,,
454230,454230,SLG Remix,1812 Productions (PC Port),1812 Productions,,12,27,0,"0 .. 20,000",160,0,160,0,299,"2,99",299,0,0,,
454690,454690,Cyber City 2157: The Visual Novel,Harotobira,Sometimes You,,117,96,0,"200,000 .. 500,000",356,0,341,0,499,"4,99",499,0,1,,
455310,455310,Bloody Chronicles - New Cycle of Death Visual Novel,Igrasil Development Team,Igrasil Studio,,81,19,0,"0 .. 20,000",0,0,0,0,2499,"24,99",2499,0,0,,
455490,455490,"Don't Die Dateless, Dummy!",cupholder,cupholder,,42,25,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0,,
455970,455970,Nokori,Heartomics,Heartomics,,23,27,0,"50,000 .. 100,000",178,0,178,0,49,"0,99",99,51,0,,
456760,456760,A dragon girl looks up at the endless sky,DebonosuWorks Inc.,DebonosuWorks Inc.,,35,5,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
457370,457370,Alexa's Wild Night,Dharker Studio,Dharker Studios Ltd,,36,10,0,"0 .. 20,000",0,0,0,0,499,"9,99",999,50,0,,
457490,457490,"Forgotten, Not Lost - A Kinetic Novel",Afterthought Studios,Afterthought Studios,,196,26,0,"50,000 .. 100,000",316,0,319,0,199,"1,99",199,0,0,,
457530,457530,My Lady,Michaela Laws,Michaela Laws,,120,30,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0,,
457660,457660,Andromedum,Imbanova Entertainment Inc.,Imbanova Entertainment Inc.,,11,5,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0,,
457680,457680,OPUS: The Day We Found Earth,SIGONO INC.,SIGONO INC.,,1012,154,0,"100,000 .. 200,000",151,0,159,0,899,"8,99",899,0,7,,
458060,458060,Drusilla Dreams,Seraphim Creations,Seraphim Creations,,27,23,0,"20,000 .. 50,000",0,0,0,0,99,"0,99",99,0,0,,
458380,458380,Gahkthun of the Golden Lightning Steam Edition,Liar-soft,MangaGamer,,74,6,0,"0 .. 20,000",0,0,0,0,3999,"39,99",3999,0,0,,
458470,458470,Grim Legends 3: The Dark City,Artifex Mundi,Artifex Mundi,,601,48,0,"50,000 .. 100,000",160,0,160,0,999,"9,99",999,0,8,,
458730,458730,Conception II: Children of the Seven Stars,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",,495,107,0,"20,000 .. 50,000",115,0,134,0,1999,"19,99",1999,0,5,,
458760,458760,Palinurus,Watercress,Watercress,,239,9,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
459130,459130,Love in the Glen,Sapphire Dragon Productions,Sapphire Dragon Productions,,37,23,0,"20,000 .. 50,000",212,0,259,0,599,"5,99",599,0,0,,
459550,459550,Catch Canvas,"Unwonted Studios, Razzart Visual",Aegon Games Ltd,,68,25,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
459820,459820,Crush Crush,Sad Panda Studios,Sad Panda Studios,,19180,1987,0,"1,000,000 .. 2,000,000",1150,16,350,16,0,0,0,0,1425,,
459940,459940,Deer Man,"Red Mount Media, Antarsoft",Red Mount Media,,228,94,0,"20,000 .. 50,000",0,0,0,0,99,"0,99",99,0,0,,
460120,460120,Megadimension Neptunia VII,"Idea Factory, Compile Heart",Idea Factory International,,2895,153,0,"200,000 .. 500,000",748,0,870,0,1999,"19,99",1999,0,13,,
460150,460150,One Last Chance,Last Lotus,Last Lotus,,55,25,0,"20,000 .. 50,000",319,0,439,0,399,"3,99",399,0,0,,
460160,460160,The Leisure of Grisaia,Frontwing,Frontwing USA,,257,22,0,"20,000 .. 50,000",107,0,107,0,299,"2,99",299,0,0,,
460430,460430,The Letter - Horror Visual Novel,Yangyang Mobile,Yangyang Mobile,,1033,141,0,"50,000 .. 100,000",273,0,273,0,1999,"19,99",1999,0,10,,
460960,460960,The Deed: Dynasty,Pilgrim Adventures,"GrabTheGames, WhisperGames",,384,50,0,"50,000 .. 100,000",319,0,402,0,299,"2,99",299,0,0,,
461700,461700,Seduce Me 2: The Demon War,Michaela Laws,Michaela Laws,,344,27,0,"20,000 .. 50,000",315,0,315,0,999,"9,99",999,0,3,,
461810,461810,CAFE 0 ~The Sleeping Beast~,ROSEVERTE MYSTERY,ROSEVERTE,,40,7,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,0,,
462770,462770,Pyre,Supergiant Games,Supergiant Games,,7094,733,0,"500,000 .. 1,000,000",424,0,308,0,1999,"19,99",1999,0,26,,
462990,462990,Tomoyo After ~It's a Wonderful Life~ English Edition,VisualArts/Key,VisualArts,,464,37,0,"20,000 .. 50,000",1134,0,1134,0,1999,"19,99",1999,0,1,,
463020,463020,Wander No More,Zetsubou,Unwonted Studios,,131,21,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0,,
463110,463110,Farnham Fables,Ethrea Dreams,Sometimes You,,260,106,0,"100,000 .. 200,000",221,0,231,0,99,"0,99",99,0,0,,
463390,463390,One Thousand Lies,Keinart Lobre,Keinart Lobre,,905,102,0,"50,000 .. 100,000",35,0,41,0,0,0,0,0,1,,
464080,464080,Kyoto Colorful Days,InterOne Inc.,Dogenzaka Lab,,139,24,0,"20,000 .. 50,000",139,0,148,0,999,"9,99",999,0,1,,
464240,464240,Detective Hunt - Crownston City PD,pixepob,pixepob,,14,9,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0,,
464490,464490,The Afterglow of Grisaia,Frontwing,Frontwing USA,,92,3,0,"0 .. 20,000",0,0,0,0,899,"8,99",899,0,0,,
464500,464500,The Melody of Grisaia,Frontwing,Frontwing USA,,70,3,0,"0 .. 20,000",25,0,25,0,899,"8,99",899,0,0,,
464780,464780,ChuSingura46+1 S,"インレ, Inre",NextNinja,,836,127,0,"200,000 .. 500,000",37,0,56,0,0,0,0,0,4,,
465180,465180,One Day in London,Owl Studio,Owl Studio,,78,8,0,"0 .. 20,000",150,0,150,0,999,"9,99",999,0,1,,
465510,465510,Sinful Eden,Dualhaze,Dualhaze,,14,21,0,"0 .. 20,000",0,0,0,0,699,"6,99",699,0,0,,
465520,465520,PRICE,YETU GAME,YETU GAME,,4623,272,0,"200,000 .. 500,000",47,0,46,0,0,0,0,0,1,,
466500,466500,35MM,Носков Сергей,Носков Сергей,,2757,1108,0,"200,000 .. 500,000",213,0,185,0,899,"8,99",899,0,3,,
466810,466810,Soulslayer～灭魂·误佳期～,开水工作室,NVLMaker,,486,23,0,"20,000 .. 50,000",0,0,0,0,999,"9,99",999,0,0,,
466920,466920,Mugen Souls Z,Idea Factory,Ghostlight LTD,,67,16,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,1,,
470220,470220,UNO,Ubisoft Entertainment,Ubisoft Entertainment,,29835,10739,0,"2,000,000 .. 5,000,000",461,74,242,54,999,"9,99",999,0,418,,
472680,472680,Elisa: The Innkeeper - Prequel,Neoclassic Games,Neoclassic Games,,569,162,0,"100,000 .. 200,000",16,0,22,0,0,0,0,0,3,,
472870,472870,Higurashi When They Cry Hou - Ch.3 Tatarigoroshi,07th Expansion,MangaGamer,,551,12,0,"20,000 .. 50,000",205,0,273,0,799,"7,99",799,0,11,,
473460,473460,Memory Oblivion Box,DreaMory,NVLMaker,,827,62,0,"20,000 .. 50,000",0,0,0,0,999,"9,99",999,0,4,,
474980,474980,Cat President ~A More Purrfect Union~,"Oh, a Rock! Studios","Oh, a Rock! Studios",,119,10,0,"0 .. 20,000",0,0,0,0,899,"8,99",899,0,0,,
475490,475490,Major\Minor - Complete Edition,Klace,Klace,,427,124,0,"50,000 .. 100,000",685,0,821,0,0,0,0,0,0,,
476410,476410,One Small Fire At A Time,Kidalang,Culture Select,,53,4,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
476420,476420,Heart of Crown PC,"illuCalab, FLIPFLOPs, Japanime Digital","Culture Select, MangaGamer",,417,100,0,"0 .. 20,000",0,0,0,0,2499,"24,99",2499,0,9,,
476650,476650,The Silver Case,"GRASSHOPPER MANUFACTURE INC., PLAYISM",GRASSHOPPER MANUFACTURE INC.,,479,73,0,"20,000 .. 50,000",133,70,218,70,1999,"19,99",1999,0,6,,
477180,477180,Shard Games,Novation Games,Novation Games,,32,56,0,"20,000 .. 50,000",310,0,320,0,799,"7,99",799,0,0,,
477740,477740,Zero Escape: The Nonary Games,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",,3591,203,0,"100,000 .. 200,000",1559,49,2252,49,2999,"29,99",2999,0,160,,
481950,481950,Emily: Displaced,Bossa Studios,War Child Gaming,,6,0,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0,,
482450,482450,Nitroplus Blasterz: Heroines Infinite Duel,EXAMU,"XSEED Games, Marvelous USA, Inc., Marvelous",,659,71,0,"50,000 .. 100,000",396,0,521,0,1999,"19,99",1999,0,1,,
482990,482990,Heirs And Graces,Winter Wolves,Winter Wolves,,63,6,0,"0 .. 20,000",0,0,0,0,999,"19,99",1999,50,0,,
483960,483960,Purino Party,Frontwing,Frontwing USA,,183,90,0,"20,000 .. 50,000",0,0,0,0,1199,"11,99",1199,0,0,,
485040,485040,Nurse Love Addiction,KOGADO STUDIO,Komodo,,651,49,0,"0 .. 20,000",299,0,377,0,3999,"39,99",3999,0,1,,
485340,485340,The Orchard of Stray Sheep,Namaage,Sekai Project,,31,12,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
485350,485350,Winter Novel,DeXP,DeXP,,429,88,0,"20,000 .. 50,000",230,0,233,0,499,"4,99",499,0,7,,
485800,485800,Runeous: Part One,Novel Tea Games,Lost Fables,,80,25,0,"20,000 .. 50,000",1,0,1,0,0,0,0,0,0,,
485860,485860,Impossible Quest,Axel Sonic,Axel Sonic,,210,80,0,"20,000 .. 50,000",68,0,132,0,199,"1,99",199,0,36,,
486230,486230,Con Amore,Team Taju,Wronghut,,9,4,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0,,
486690,486690,Pastelia Stories,Maru Project Develop Team,Maru Project Develop Team,,520,276,0,"20,000 .. 50,000",1465,0,1465,0,999,"9,99",999,0,1,,
487180,487180,The Lords of the Earth Flame,Rhino Games,Rhino Games,,178,80,0,"100,000 .. 200,000",232,0,245,0,999,"9,99",999,0,0,,
487430,487430,KARAKARA,calme,Sekai Project,,1619,160,0,"50,000 .. 100,000",539,0,402,0,999,"9,99",999,0,3,,
488660,488660,Just Deserts,Vifth Floor,Sekai Project,,240,81,0,"0 .. 20,000",279,0,319,0,999,"9,99",999,0,2,,
490160,490160,Time Tenshi 2,Silver Cow Studio,Silver Cow Studio,,38,7,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
490220,490220,Prismata,Lunarch Studios,Lunarch Studios,,921,193,0,"1,000,000 .. 2,000,000",522,0,448,0,0,0,0,0,12,,
490390,490390,神明的一天世界(God's One Day World),灰烬天国,灰烬天国,,611,102,0,"0 .. 20,000",251,0,314,0,499,"9,99",999,50,0,,
490690,490690,The Barbarian and the Subterranean Caves,NLB project,NLB project,,42,14,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0,,
490890,490890,Ne no Kami: The Two Princess Knights of Kyoto,Kuro Irodoru Yomiji,Sekai Project,,129,17,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,2,,
491420,491420,the 9th day:第九日,Lingtan Studio,Lingtan Studio,,290,23,0,"0 .. 20,000",413,0,413,0,899,"8,99",899,0,0,,
491950,491950,Orwell: Keeping an Eye On You,Osmotic Studios,Osmotic Studios,,12441,1195,0,"1,000,000 .. 2,000,000",263,154,253,154,999,"9,99",999,0,132,,
492080,492080,Vision of Aurora Borealis,Purin Productions,Purin Productions,,32,9,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0,,
492280,492280,The Agency: Chapter 1,Sapphire Dragon Productions,Sapphire Dragon Productions,,30,13,0,"20,000 .. 50,000",0,0,0,0,299,"2,99",299,0,0,,
492630,492630,Bear With Me - Episode One,Exordium Games,Exordium Games,,799,112,0,"100,000 .. 200,000",148,0,148,0,0,0,0,0,2,,
493450,493450,Wild Romance,Norn,Cherry Kiss Games,,64,55,0,"20,000 .. 50,000",90,0,90,0,899,"8,99",899,0,0,,
494090,494090,Dungeon Girl,Inu to Neko,Fruitbat Factory,,21,17,0,"20,000 .. 50,000",0,0,0,0,1199,"11,99",1199,0,0,,
494100,494100,ENIGMA:,Uzumeya,Fruitbat Factory,,105,3,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0,,
494170,494170,Miniature Garden,Muzintou,Fruitbat Factory,,55,15,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,0,,
494440,494440,The Amazing Shinsengumi: Heroes in Love,Dogenzaka Lab,Dogenzaka Lab,,58,41,0,"0 .. 20,000",0,0,0,0,1599,"15,99",1599,0,0,,
494450,494450,Office lovers,Dogenzaka Lab,Dogenzaka Lab,,49,57,0,"0 .. 20,000",0,0,0,0,1599,"15,99",1599,0,0,,
494460,494460,Dangerous Relationship,Dogenzaka Lab,Dogenzaka Lab,,39,34,0,"0 .. 20,000",7,0,7,0,1599,"15,99",1599,0,0,,
494470,494470,My Butler,Dogenzaka Lab,Dogenzaka Lab,,44,39,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,3,,
495480,495480,Visual Novel Maker,Degica,Degica,,247,124,0,"20,000 .. 50,000",2649,0,2649,0,5999,"59,99",5999,0,14,,
495990,495990,True Love ～Confide to the Maple～,SP-time,SP-time,,1140,182,0,"20,000 .. 50,000",234,0,334,0,1199,"11,99",1199,0,3,,
496260,496260,Corona Blossom Vol.1 Gift From the Galaxy,Frontwing,Frontwing USA,,272,10,0,"20,000 .. 50,000",0,0,0,0,999,"9,99",999,0,1,,
496350,496350,Supipara - Chapter 1 Spring Has Come!,minori,MangaGamer,,221,3,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,1,,
496630,496630,Empty Horizons,ebi-hime,ebi-hime,,71,11,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0,,
496810,496810,MegaTagmension Blanc + Neptune VS Zombies (Neptunia),"IDEA FACTORY, COMPILE HEART, TAMSOFT",Idea Factory International,,1185,162,0,"100,000 .. 200,000",611,0,759,0,1499,"14,99",1499,0,1,,
496890,496890,Replica,Somi,"Somi, Zero Rock Entertainment",,2756,426,0,"100,000 .. 200,000",142,0,123,0,299,"2,99",299,0,5,,
498240,498240,Batman - The Telltale Series,Telltale,Telltale,,10006,1994,0,"500,000 .. 1,000,000",530,0,520,0,1499,"14,99",1499,0,49,,
498300,498300,Of Love And Sorrow,Niels Bauer Games,Niels Bauer Games,,9,10,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0,,
499910,499910,SHINRAI - Broken Beyond Despair,Gosatsu Visual Novels,Gosatsu Visual Novels,,98,8,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,1,,
501300,501300,What Remains of Edith Finch,Giant Sparrow,Annapurna Interactive,,25793,1208,0,"500,000 .. 1,000,000",159,316,145,316,1999,"19,99",1999,0,51,,
502120,502120,Anicon - Animal Complex - Cat's Path,Zeiva Inc,Zeiva Inc,,27,4,0,"0 .. 20,000",0,0,0,0,799,"7,99",799,0,0,,
502300,502300,Heartomics: Lost Count,Heartomics,Heartomics,98,27,18,51,"0 .. 20,000",0,0,0,0,99,"1,99",199,50,0,,
502600,502600,The Multidimensional Underwear Drawer,KamiyaSoft,BirchTreeGames,,11,4,0,"0 .. 20,000",0,0,0,0,2499,"24,99",2499,0,0,,
502800,502800,SENRAN KAGURA ESTIVAL VERSUS,Tamsoft,"XSEED Games, Marvelous USA, Inc., Marvelous",,4502,243,0,"100,000 .. 200,000",837,0,395,0,2999,"29,99",2999,0,30,,
502990,502990,Kisaragi no Hougyoku,"Waiting for you guys, Infinitemangastudios",Infinitemangastudios,,1,2,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0,,
503160,503160,Angels & Demigods - SciFi VR Visual Novel,7 Keys Studios,7 Keys Studios,,57,41,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0,,
503290,503290,Maraiyum: Rise of the Setting Sun,Humdrum Software LLC,Humdrum Software LLC,,4,3,0,"0 .. 20,000",0,0,0,0,599,"5,99",599,0,0,,
503300,503300,Super Star,Dream Works,Paradise Project,,3212,911,0,"200,000 .. 500,000",138,0,94,0,0,0,0,0,3,,
503460,503460,Security Hole,AnRaEl,AnRaEl,,129,10,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,1,,
503820,503820,A Detective's Novel,Amaterasu Software,Amaterasu Software,,581,272,0,"500,000 .. 1,000,000",265,2,270,2,51,"0,99",99,48,16,,
503980,503980,Detective Hank and the Golden Sneeze,Obsessive Science Games,Obsessive Science Games,,11,3,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0,,
504390,504390,Along the Edge,Nova-box,Nova-box,,308,28,0,"20,000 .. 50,000",167,0,167,0,1299,"12,99",1299,0,1,,
504660,504660,Tears Revolude,WorldWideSoftware,KEMCO,,6,7,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
505070,505070,Secrets of Me,Dogenzaka Lab,Dogenzaka Lab,,34,9,0,"0 .. 20,000",0,0,0,0,1599,"15,99",1599,0,0,,
505080,505080,Gakuen Club,OperaHouse Corporation,Dogenzaka Lab,,37,20,0,"0 .. 20,000",0,0,0,0,2999,"29,99",2999,0,1,,
505090,505090,The Charming Empire,OperaHouse Corporation,Dogenzaka Lab,,43,26,0,"0 .. 20,000",0,0,0,0,2999,"29,99",2999,0,0,,
508230,508230,Anime Studio Simulator,Visualnoveler,Visualnoveler,,48,22,0,"0 .. 20,000",296,0,298,0,799,"7,99",799,0,0,,
