_key,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,divisão,initialprice,discount,ccu,,
1508220,1508220,Broken Thorns: West Gate,"Stick Productions, Xeroyd",Stick Productions,,4,0,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0,,
1508270,1508270,Doctor Who: The Lonely Assassins,Kaigan Games OÜ,"Maze Theory, Another Indie",,494,61,0,"50,000 .. 100,000",0,0,0,0,599,"5,99",599,0,1,,
1508530,1508530,Epiphany City,"Cameron Ladjevardi, David Elliot",Big Shield Games,,140,8,0,"0 .. 20,000",0,0,0,0,799,"9,99",999,20,0,,
1508570,1508570,Summer~Life in the Countryside~,Dieselmine,Dieselmine,,279,101,0,"0 .. 20,000",0,0,0,0,1899,"18,99",1899,0,5,,
1508680,1508680,Love n War: Warlord by Chance,Reborn Entertainment,Reborn Entertainment,,954,130,0,"50,000 .. 100,000",167,0,198,0,299,"2,99",299,0,14,,
1508920,1508920,Coffee flavor of love 咖啡甜恋,"P.G.制作组, V.P. TEAM",33ParadoX&igstore,,147,3,0,"0 .. 20,000",0,0,0,0,239,"3,99",399,40,2,,
1509590,1509590,Fujiwara Bittersweet,MagicBenchVN,MagicBenchVN,,263,27,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,5,,
1509830,1509830,Superstorm Melon Date,A. Hagen,A. Hagen,,56,5,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0,,
1510030,1510030,Knights College,KAIJYU-09,KAIJYU-09,,1321,34,0,"50,000 .. 100,000",581,0,581,0,2499,"24,99",2499,0,23,,
1510370,1510370,MADE VR : Interactive Movie - 01. Run away!,JOONSPICTURES,JOONSPICTURES,,1,8,0,"0 .. 20,000",0,0,0,0,1599,"15,99",1599,0,0,,
1510410,1510410,Inkslinger,Gateway,Gateway,,21,2,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0,,
1510930,1510930,CYBER EMOJI TALE 2099,MICROCHELIK5000,MICROCHELIK5000,,114,14,0,"50,000 .. 100,000",0,0,0,0,99,"0,99",99,0,0,,
1512240,1512240,记得我,七彩绘色游戏,七彩绘色游戏,,100,17,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,1,,
1513120,1513120,The Zodiac Trial,Themisian,Themisian,,87,2,0,"50,000 .. 100,000",0,0,0,0,1499,"14,99",1499,0,0,,
1513390,1513390,夏日的回忆,Shao Lei,Shao Lei,,1,0,0,"20,000 .. 50,000",0,0,0,0,1099,"10,99",1099,0,0,,
1513530,1513530,Phucker in the Ashes,"GZ Storm, Lazrool","GZ Storm, Lazrool",,19,0,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0,,
1513640,1513640,FEEET,Ian Whitesel,Ian Whitesel,,6,0,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0,,
1513690,1513690,Elly,Remy WIlliams,Remy Williams,,5,1,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0,,
1514360,1514360,Laid-Back Camp - Virtual - Lake Motosu,"Gemdrops, Inc.","Gemdrops, Inc., Clouded Leopard Entertainment Inc.",,245,71,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,1,,
1514370,1514370,Laid-Back Camp - Virtual - Fumoto Campsite,"Gemdrops, Inc.","Gemdrops, Inc., Clouded Leopard Entertainment Inc.",,97,11,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,0,,
1514730,1514730,The Dream of Shadowlands Episode 2,Catalina Zavaleta,Catalina Zavaleta,,2,0,0,"20,000 .. 50,000",0,0,0,0,399,"3,99",399,0,0,,
1515890,1515890,TAISHO x ALICE episode 3,Primula,pencil,,180,6,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,10,,
1517960,1517960,Rebirth:Beware of Mr.Wang,DSGame,DSGame,,1312,642,0,"50,000 .. 100,000",139,0,175,0,899,"8,99",899,0,15,,
1518300,1518300,Two Guys One Cabin,TopSkyGames,TopSkyGames,,43,18,0,"20,000 .. 50,000",0,0,0,0,99,"0,99",99,0,0,,
1518430,1518430,Eiyu*Senki Gold – A New Conquest,Tenco,"JAST USA, Kagura Games (Chinese Localization)",,234,45,0,"20,000 .. 50,000",0,0,0,0,3499,"34,99",3499,0,17,,
1518770,1518770,Re: LieF ~ Shin'ainaru Anata e~,RASK,HIKARI FIELD,,479,18,0,"20,000 .. 50,000",390,0,779,0,3499,"34,99",3499,0,5,,
1519590,1519590,Sentimental Trickster: Yaoi BL Gay Visual Novel,"Y Press Games, Lovenuts",Y Press Games,,54,1,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,1,,
1519730,1519730,Wildfire - Ticket to Rock,Visual Saga,Visual Saga,,5,0,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
1520390,1520390,Hotel Paris,Bruni Multimedia,Bruni Multimedia,,1,2,0,"0 .. 20,000",0,0,0,0,129,"12,99",1299,90,0,,
1520570,1520570,DreamCatcher: Reflections Volume 1,Skelebun Studios,Skelebun Studios,,3,0,0,"20,000 .. 50,000",0,0,0,0,499,"4,99",499,0,0,,
1520830,1520830,Casual Commando,Enaayah Software Development and Services Private Limited,Enaayah Software Development and Services Private Limited,,4,0,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0,,
1520880,1520880,The Last Bastion,Voidpeak Games,Voidpeak Games,,3,0,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0,,
1521190,1521190,Love in the distance,Level-Buster Studio,Level-Buster Studio,,222,112,0,"20,000 .. 50,000",0,0,0,0,249,"2,49",249,0,1,,
1521490,1521490,My Dream Sport Dating Simulator,"Curse Box Studios, Curse Box Alt",Curse Box Studios,,8,3,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
1522770,1522770,The Sych story,Svyatoslav Burobin,Svyatoslav Burobin,,41,3,0,"20,000 .. 50,000",0,0,0,0,99,"0,99",99,0,0,,
1523150,1523150,Ascension: Transition and Silver,SulMatul,SulMatul,,40,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
1523390,1523390,Fantasy Tavern Sextet -Vol.3 Postlude Days-,"iMel, qureate",qureate,,143,16,0,"0 .. 20,000",3,0,3,0,1299,"12,99",1299,0,0,,
1523790,1523790,Hope's Journey: A Therapeutic Experience,Organic Apps,Organic Apps,,11,1,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0,,
1524250,1524250,Survivor Dieland,Randumb Studios,Randumb Studios,,203,9,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0,,
1524650,1524650,Sakura Forest Girls,Winged Cloud,Winged Cloud,,31,4,0,"0 .. 20,000",0,0,0,0,299,"9,99",999,70,1,,
1524710,1524710,Dark Flowers,Dawnwing House,RMking,,23,2,0,"0 .. 20,000",0,0,0,0,49,"0,99",99,51,0,,
1524930,1524930,To Be With You,Illus Seed Games,Illus Seed Games,,20,0,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0,,
1525060,1525060,UNPLUGGED,omidjm,omidjm,,11,0,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
1525420,1525420,Heads Will Roll,1917 Studios,1917 Studios,,94,23,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,4,,
1526330,1526330,Lilith Was Dead,Heat Wave Games,Heat Wave Games,,9,1,0,"20,000 .. 50,000",0,0,0,0,299,"2,99",299,0,0,,
1526750,1526750,Remember When,Arrow Games,Arrow Games,,29,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
1527090,1527090,Cat's Menace,CGCFSS,CGCFSS,,7,4,0,"50,000 .. 100,000",0,0,0,0,49,"1,99",199,75,0,,
1528130,1528130,Suicide Countdown: 7 Days,致意,致意,,720,124,0,"100,000 .. 200,000",128,0,128,0,179,"2,99",299,40,2,,
1529810,1529810,Psycholonials,Andrew Hussie,The Silence Mill Inc.,,522,64,0,"0 .. 20,000",436,0,436,0,299,"2,99",299,0,1,,
1530140,1530140,Aventura Copilului Albastru și Urât,Codrin Bradea,Codrin Bradea,,2135,13,0,"50,000 .. 100,000",0,0,0,0,199,"1,99",199,0,1,,
1532510,1532510,Purrfect Apawcalypse: Love at Furst Bite,"Denny Truong, Andy Schneider",90% Studios,,284,3,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,3,,
1533420,1533420,Neon White,Angel Matrix,Annapurna Interactive,,4634,79,0,"50,000 .. 100,000",783,465,1044,482,2499,"24,99",2499,0,1065,,
1533720,1533720,Over The Phone,Ramify Games,Ramify Games,,56,8,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
1534270,1534270,Bard Harder!,Shark and Pelican Games,Shark and Pelican Games,,66,1,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0,,
1534550,1534550,Sovietpunk: Chapter one,Hot Chill,Hot Chill,,106,26,0,"20,000 .. 50,000",0,0,0,0,99,"0,99",99,0,0,,
1534630,1534630,The Sound of Fireworks: The Haiku,thatdiesel,thatdiesel,,5,0,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0,,
1535290,1535290,Venus: Improbable Dream,Borealis,Borealis,,14,0,0,"0 .. 20,000",0,0,0,0,1299,"12,99",1299,0,0,,
1536420,1536420,Clip maker,Games For Pleasure,Games For Pleasure,,65,26,0,"0 .. 20,000",0,0,0,0,0,0,0,0,2,,
1536720,1536720,Deep Sea Valentine,KigyoDev,KigyoDev,,16,1,0,"20,000 .. 50,000",0,0,0,0,499,"4,99",499,0,0,,
1536870,1536870,High Smileson,Robohamster,Robohamster,,11,1,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0,,
1537010,1537010,Player City,Leandro César Menzen,Menzen Produções,,1,0,0,"0 .. 20,000",0,0,0,0,2499,"24,99",2499,0,0,,
1538370,1538370,奇迹之旅,"HANYUBO, HANYUBO","HANYUBO, HANYUBO",,1,0,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0,,
1538480,1538480,Redeliver,Nyfarious,Nyfarious,,6,0,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0,,
1538680,1538680,Blake: The Visual Novel,Ori Mees,LegendOri Productions,,35,1,0,"0 .. 20,000",0,0,0,0,799,"7,99",799,0,0,,
1539780,1539780,Winning Love by Daylight,Cutlass Boardgames,Cutlass Boardgames,,113,13,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,2,,
1540220,1540220,Sugar * Style,Smee,NekoNyan Ltd.,,171,4,0,"0 .. 20,000",0,0,0,0,2999,"29,99",2999,0,7,,
1540830,1540830,Conspiracy Girls,House of Delaroux,House of Delaroux,,7,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
1542710,1542710,Dreams of an Exile,Male Doll,Male Doll,,13,1,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,2,,
1543460,1543460,The Sin,Baba Nura,"Baba Nura, Feodosiy",,109,12,0,"50,000 .. 100,000",0,0,0,0,499,"4,99",499,0,0,,
1543810,1543810,Darker : Episode I,Brothar Studios,Brothar Studios,,1,3,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0,,
1543970,1543970,Heart of Enya,Team Bapy,Team Bapy,,31,4,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0,,
1544470,1544470,Princess Tier:Part 1,Black Dot Studio,Black Dot Studio,,6,1,0,"20,000 .. 50,000",0,0,0,0,299,"2,99",299,0,0,,
1544580,1544580,Would you like to run an idol café?,StarlightTree Games,Winged Cloud,,20,6,0,"0 .. 20,000",0,0,0,0,299,"9,99",999,70,0,,
1545570,1545570,Wolf Adventures,Schizo Cat,Schizo Cat,,19,0,0,"0 .. 20,000",0,0,0,0,899,"8,99",899,0,0,,
1546010,1546010,Fallen girl - Black rose and the fire of desire,BoRoBoRoGame,OTAKU Plan,,761,292,0,"50,000 .. 100,000",87,0,107,0,1499,"14,99",1499,0,6,,
1546100,1546100,A Musical Story,Glee-Cheese Studio,Digerati,,77,9,0,"0 .. 20,000",0,0,0,0,1199,"14,99",1499,20,0,,
1546190,1546190,Life is sad,b40,b40,,1,7,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0,,
1546910,1546910,Sophistry - Love & Despair,2 Cubs Studio,2 Cubs Studio,,5,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
1546920,1546920,Overboard!,inkle Ltd,inkle Ltd,,286,25,0,"50,000 .. 100,000",168,0,191,0,1499,"14,99",1499,0,3,,
1547290,1547290,"Nina Aquila: Legal Eagle, Season One",Tanuki-sama Studios,Tanuki-sama Studios,,58,1,0,"0 .. 20,000",0,0,0,0,899,"8,99",899,0,1,,
1547410,1547410,DnD Adventure: Wizard's Choice,CCS,Delight Games,,17,0,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,7,,
1547580,1547580,Welcome To... Chichester 2 - Part II : No Extra Regrets For The Future,Triority Interactive Novels,Triority Interactive Novels,,6,0,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
1547930,1547930,Romeo Must Live,Little Black Book Entertainment,Little Black Book Entertainment,,2,1,0,"0 .. 20,000",0,0,0,0,699,"6,99",699,0,0,,
1548820,1548820,Happy Puzzle,HappyGames,HappyGames,,254,35,0,"0 .. 20,000",232,0,232,0,199,"1,99",199,0,2,,
1549160,1549160,Childhood Friends,OrcSoft,Sekai Project,,14,5,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,0,,
1549200,1549200,Anachronism\>,Easy~ Interactive Software,Easy~ Interactive Software,,19,9,0,"20,000 .. 50,000",0,0,0,0,99,"0,99",99,0,0,,
1549420,1549420,メンヘラフレシア　フラワリングアビス,CHARON,PGN Games,,24,1,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,0,,
1550510,1550510,Creepy Tale 2,Creepy Brothers,Creepy Brothers,,565,82,0,"20,000 .. 50,000",215,0,215,0,499,"9,99",999,50,36,,
1550660,1550660,Oakrot - it's literally a book,louis morel,louis morel,,15,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
1551010,1551010,Starlight Shores,Delphinium Interactive,Delphinium Interactive,,19,2,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0,,
1553740,1553740,Cat’s Princess - visual novel / Otome,Feather,Feather,,10,1,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0,,
1554080,1554080,The Stonks Market,Vagabond Dog,Vagabond Dog,,25,4,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0,,
1554750,1554750,Occultism Limbo: The ritual of little nightmares,Trigger the Monster,Cooking and Publishing,,2,1,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0,,
1554780,1554780,Trekking and Camping | 远足与露营,Hont,Hont,,14,3,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0,,
1555110,1555110,Chasing Tails ~A Promise in the Snow~,"the last evil wizard, FCD Games",FCD Games,,531,29,0,"20,000 .. 50,000",151,0,151,0,511,"7,99",799,36,5,,
1555130,1555130,Where Wind Becomes Quiet,Mike T.,Mike T.,,18,13,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
1555160,1555160,Frog story,FieldODD,kovalevviktor,,9,9,0,"0 .. 20,000",0,0,0,0,49,"0,99",99,51,0,,
1556610,1556610,A Conversation With Mister Rabbit,Sigyaad Team,Sigyaad Team,,19,5,0,"20,000 .. 50,000",0,0,0,0,199,"1,99",199,0,0,,
1557700,1557700,The World After,Burning Sunset,Burning Sunset,,38,12,0,"0 .. 20,000",0,0,0,0,899,"11,99",1199,25,0,,
1557780,1557780,Help Me!,UnicON,UnicON,,217,60,0,"0 .. 20,000",264,0,457,0,1799,"17,99",1799,0,1,,
1558510,1558510,MECHANICA: A Ballad of the Rabbit and Mercury,Loser/s,OTAKU Plan,,513,17,0,"20,000 .. 50,000",126,0,126,0,1999,"19,99",1999,0,2,,
1558630,1558630,Limitless Bit,Inu to Neko,Starship Studio,,13,2,0,"0 .. 20,000",0,0,0,0,699,"6,99",699,0,6,,
1558900,1558900,Pandemic Love,Red Skald,Red Skald,,185,11,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0,,
1559430,1559430,Purrfect Apawcalypse: Purrgatory Furever,"Denny Truong, Andy Schneider",90% Studios,,104,1,0,"0 .. 20,000",0,0,0,0,599,"5,99",599,0,0,,
1559760,1559760,Island Diary,watakubi,Sekai Project,,54,1,0,"0 .. 20,000",0,0,0,0,1699,"16,99",1699,0,0,,
1559840,1559840,只是一座楼,虾狐乱动画,虾狐乱动画,,12,0,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0,,
1559920,1559920,The Game For Skippers,Octillion Entertainment,Octillion Entertainment,,14,1,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0,,
1560400,1560400,重叠·前夜谭：猫与少女,顽童计划,顽童计划,,3,0,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0,,
1560560,1560560,村庄-The Village,橙光游戏,橙光游戏,,5,6,0,"100,000 .. 200,000",0,0,0,0,629,"8,99",899,30,0,,
1560590,1560590,Reality's Reverse Side,CupcakeTime Team,Phoenix_co,,10,3,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0,,
1560770,1560770,Tower of Waifus 2,Galart,Mature Games,,150,37,0,"0 .. 20,000",296,0,567,0,199,"1,99",199,0,1,,
1561870,1561870,FALCO AXE,FALCO Software,kovalevviktor,,18,3,0,"20,000 .. 50,000",0,0,0,0,49,"0,99",99,51,0,,
1562470,1562470,Rurizakura,CANDY VIOLET,Mikantea,,12,5,0,"0 .. 20,000",0,0,0,0,1799,"17,99",1799,0,0,,
1562870,1562870,Mind Rite,Albino Studio,Albino Studio,,19,5,0,"0 .. 20,000",0,0,0,0,699,"6,99",699,0,0,,
1563150,1563150,Cataplexy,Bite The Rock,Diada Novels,,20,4,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0,,
1563530,1563530,Dracula Frames,Caio Flavio,Caio Flavio,,24,1,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0,,
1563700,1563700,当火车鸣笛三秒,蒐藏馆工作室,MedusasGame,,242,43,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,2,,
1563850,1563850,DIY MY LADY,William at Oxford,William at Oxford,,104,48,0,"0 .. 20,000",0,0,0,0,449,"8,99",899,50,0,,
1563950,1563950,머준이의 사건파일 ~쌍둥이 저택의 비밀~,"Sandbox Network, Inc.","Sandbox Network, Inc.",,29,4,0,"50,000 .. 100,000",0,0,0,0,1599,"15,99",1599,0,0,,
1564590,1564590,Easy Quiz,Octillion Entertainment,Octillion Entertainment,,9,2,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0,,
1564710,1564710,The Reason Why Raeliana Ended up at the Duke's Mansion,SHIFT UP Corp.,SHIFT UP Corp.,,14,2,0,"0 .. 20,000",0,0,0,0,1199,"11,99",1199,0,0,,
1564720,1564720,先民的遗迹Relics of ancestors,Clock in dream,Clock in dream,,4,1,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0,,
1565680,1565680,The Dark Prophecy,Start Warp,Meridian4,,23,7,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
1566390,1566390,Seed of the Dead: Sweet Home,TeamKRAMA,Eroge Japan,,1676,347,0,"50,000 .. 100,000",587,0,587,0,2999,"29,99",2999,0,27,,
1566560,1566560,Ritual,Valera Entertainment,Valera Entertainment,,7,6,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0,,
1566910,1566910,Riddle Girl,SYNERGY,LOVE SYNERGY,,15,5,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0,,
1567800,1567800,星空列车与白的旅行,しらたまこ,"inc.ZOFE, Syawase Works China",,1232,11,0,"0 .. 20,000",132,0,132,0,1999,"19,99",1999,0,11,,
1568650,1568650,*NEW* SCUFFED EPIC VISUAL NOVEL,"Chris Shanaz, Scuffed Development",shanaz game studios,,33,2,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0,,
1568880,1568880,秘封フラグメント,シカクゲームズ,Phoenixx Inc.,,92,4,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,1,,
1568920,1568920,Clean Slate,Mariano Jar,Time Ajar,,12,1,0,"20,000 .. 50,000",0,0,0,0,499,"4,99",499,0,0,,
1571090,1571090,Beast Crimes,"Link Häggman, My Häggman",Link Häggman,,20,2,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0,,
1572810,1572810,МЕМОЛОГИЯ,Boom Games,Boom Games,,200,34,0,"0 .. 20,000",0,0,0,0,49,"0,99",99,51,0,,
1572990,1572990,Twilight Town: A Cyberpunk Day In Life,Sigyaad Team,Sigyaad Team,,66,8,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0,,
1574270,1574270,Sucker for Love: First Date,Akabaka,DreadXP,,1510,18,0,"50,000 .. 100,000",107,0,107,0,999,"9,99",999,0,16,,
1575320,1575320,Curiosity,NonStandardCode,NonStandardCode,,1,0,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0,,
1575540,1575540,Symbiotic Love - Yuri Visual Novel,White Dew Games,Kikai Digital,,10,4,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
1575650,1575650,Love Decision,Mikołaj Spychał,Mikołaj Spychał,,9,2,0,"0 .. 20,000",0,0,0,0,1099,"10,99",1099,0,0,,
1576130,1576130,IdolDays,"iMel, qureate",qureate,,77,12,0,"0 .. 20,000",0,0,0,0,1299,"12,99",1299,0,0,,
1576230,1576230,An Un-epic story: The adventure of Enki and Tiny Freddie,Xand arts,Xand arts,,22,2,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0,,
1576550,1576550,Otaku Club,玫瑰工作室,玫瑰工作室,,8,4,0,"0 .. 20,000",0,0,0,0,2499,"24,99",2499,0,0,,
1578270,1578270,Love Notes,Winter Wolves,Winter Wolves,,3,4,0,"0 .. 20,000",0,0,0,0,1599,"19,99",1999,20,1,,
1578330,1578330,Doki Doki Ragnarok,BrutalHack,BrutalHack,,15,1,0,"0 .. 20,000",0,0,0,0,1299,"12,99",1299,0,2,,
1578860,1578860,Billionaire Lovers,Ayacat Games,Ayacat Games,,2459,102,0,"100,000 .. 200,000",209,0,209,0,299,"2,99",299,0,9,,
1578950,1578950,Lady in Mystery,nolsoft,nolsoft,,98,3,0,"0 .. 20,000",0,0,0,0,2499,"24,99",2499,0,4,,
1579300,1579300,Birb Café,Birbgames,Birbgames,,9,0,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,1,,
1579450,1579450,DVOREC,Amyvar Production,Amyvar Production,,1,1,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0,,
1579720,1579720,Sol Dorado Heist,Megalixir Games,Megalixir Games,,8,4,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0,,
1579800,1579800,Hundreds of Mysteries:Wendy's Home2,KKK,QZQ Studio,,2,2,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0,,
1580340,1580340,Aventura Pisicului Pierdut,"Dragut Stefan, Aurora Boreala",Dragut Stefan,,17,0,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0,,
1580670,1580670,Ghost or Trick,"Soltoria, APOLLOSOFT",APOLLOSOFT,,3,1,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
1581210,1581210,Sword Princess Amaltea - The Visual Novel,Senpai Media Group,Natalia Batista,,2,1,0,"0 .. 20,000",0,0,0,0,2499,"24,99",2499,0,0,,
1581600,1581600,Reconnect,HFOTA,HFOTA,,2,1,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0,,
1583000,1583000,Theofil,Sons of welder,"Golden Eggs Studio, Glob Games Studio",,4,2,0,"20,000 .. 50,000",0,0,0,0,299,"2,99",299,0,0,,
1584140,1584140,Employee：mika,Studio Six,Studio Six,,6,1,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0,,
1585250,1585250,The Space Between,Christoph Frey,Christoph Frey,,19,5,0,"0 .. 20,000",0,0,0,0,599,"5,99",599,0,0,,
1585450,1585450,Furry Shakespeare: To Date Or Not To Date Spooky Cat Girls?,Stegalosaurus Game Development,Stegalosaurus Game Development,,1,0,0,"0 .. 20,000",0,0,0,0,899,"8,99",899,0,0,,
1585460,1585460,Furry Shakespeare: Oops! All Dragons!,Stegalosaurus Game Development,Stegalosaurus Game Development,,1,0,0,"0 .. 20,000",0,0,0,0,899,"8,99",899,0,0,,
1585570,1585570,Workplace Rhapsody,YooGame,YooGame,,501,70,0,"0 .. 20,000",381,56,381,56,999,"9,99",999,0,17,,
1585700,1585700,Trap Genesis,No Strike,Eroge Japan,,233,8,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,4,,
1586120,1586120,Becoming,Atelier Becoming,ODBear Studios,,3,3,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0,,
1586820,1586820,The List,Dan Trimble,Dan Trimble,,56,11,0,"50,000 .. 100,000",0,0,0,0,599,"5,99",599,0,1,,
1586880,1586880,Essays on Empathy,Deconstructeam,Devolver Digital,,79,17,0,"20,000 .. 50,000",0,0,0,0,1299,"12,99",1299,0,1,,
1586960,1586960,Cute Bite,Hanako Games,Hanako Games,,65,6,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,2,,
1587090,1587090,The Journey - Episode 1: Whatever This Is,Randumb Studios,Randumb Studios,,249,4,0,"0 .. 20,000",0,0,0,0,159,"1,99",199,20,0,,
1587390,1587390,Network,NetGames,NetGames,,1,4,0,"20,000 .. 50,000",0,0,0,0,299,"2,99",299,0,0,,
1587970,1587970,ArcticBoy: The Interactive Story,TopSkyGames,TopSkyGames,,63,21,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0,,
1590000,1590000,Tales of the Black Death,Doubleton Game Studio,Doubleton Game Studio,,7,1,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
1590500,1590500,Before Began 开始之前,TSW_Han,TSW,,4,0,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0,,
1590970,1590970,Woebegone Woods,Woebegone Interactive LLC,Woebegone Interactive LLC,,2,0,0,"20,000 .. 50,000",0,0,0,0,499,"4,99",499,0,0,,
1591470,1591470,I Am The Prosecutor: No Evidence? No Problem!,Sigyaad Team,Sigyaad Team,,27,4,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0,,
1591490,1591490,Distant Memoraĵo,SukeraSparo,MangaGamer,,105,0,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,1,,
1591910,1591910,The Hurt in Secret,"Soaker / 大貍, MaouCat Studio / 魔王貓工作室, MuGeNeon / 無限",Acrossbeavers Studio／翻滾海貍工作室,,17,4,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0,,
1592550,1592550,My Sweet Ants!,玫瑰工作室,玫瑰工作室,,12,3,0,"0 .. 20,000",0,0,0,0,2499,"24,99",2499,0,0,,
1592640,1592640,Sakura Alien,Winged Cloud,Winged Cloud,,7,2,0,"0 .. 20,000",0,0,0,0,549,"9,99",999,45,0,,
1592970,1592970,Colorado Cocoa Club,Double Peach Productions,Little Black Book Entertainment,,9,5,0,"0 .. 20,000",0,0,0,0,699,"6,99",699,0,0,,
1593790,1593790,iF Visual Novel Game Maker,iFAction Studio,iFAction Studio,,26,6,0,"0 .. 20,000",0,0,0,0,2499,"24,99",2499,0,5,,
1594120,1594120,Dangerous! TOO SWEET!!,"D!Gi productions, RUzura Interactive",D!Gi productions,,34,4,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0,,
