_key,appid,name,developer,publisher,score_rank,soma,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,divisão,initialprice,discount,ccu,,
608110,608110,Null Vector,Optical Override,Optical Override,,262,254,8,0,"20,000 .. 50,000",364,0,592,0,499,"4,99",499,0,0,,
609490,609490,Minit,"JW, Kitty, Jukio, Dom",Devolver Digital,,2021,1827,194,0,"100,000 .. 200,000",157,0,154,0,999,"9,99",999,0,4,,
610130,610130,UltraGoodness,Rasul Mono,Rasul Mono,,206,155,51,0,"20,000 .. 50,000",247,0,252,0,999,"9,99",999,0,0,,
610310,610310,Star Story: The Horizon Escape,EvilCoGames,EvilCoGames,,178,149,29,0,"0 .. 20,000",151,0,151,0,1499,"14,99",1499,0,0,,
610960,610960,红石遗迹 - Red Obsidian Remnant,Red Obsidian Studio,"Beijing New Era Network Technology Co., Ltd.",,808,682,126,0,"50,000 .. 100,000",489,0,739,0,899,"8,99",899,0,1,,
612160,612160,Splinter Zone,MOKKOGRAD,MOKKOGRAD,,22,21,1,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0,,
614460,614460,Amber Tail Adventure,Xyak-Xyak,Xyak-Xyak,,59,37,22,0,"100,000 .. 200,000",240,0,248,0,99,"0,99",99,0,0,,
615010,615010,Runic Rampage - Action RPG,Electrocosmos,Electrocosmos,,184,161,23,0,"0 .. 20,000",150,0,150,0,499,"4,99",499,0,0,,
615120,615120,COMPOUND,Bevan McKechnie,Bevan McKechnie,,1144,1119,25,0,"50,000 .. 100,000",33,0,33,0,1999,"19,99",1999,0,8,,
616000,616000,Riptale,Super God,Super God,,104,93,11,0,"0 .. 20,000",216,0,216,0,599,"5,99",599,0,0,,
616640,616640,B-12,Brantisky Interactive,Brantisky Interactive,,15,12,3,0,"0 .. 20,000",179,0,179,0,0,0,0,0,0,,
616680,616680,Monster Showdown,Virtual Uppercut Studios,Virtual Uppercut Studios,,28,23,5,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0,,
619280,619280,Gloom,Hunchback Studio,Hunchback Studio,,541,449,92,0,"20,000 .. 50,000",119,0,125,0,999,"9,99",999,0,0,,
619780,619780,The Swords of Ditto: Mormo's Curse,onebitbeyond,Devolver Digital,,2103,1308,795,0,"100,000 .. 200,000",86,0,108,0,1499,"14,99",1499,0,8,,
620130,620130,Chaos Town,QuickSave,SA Industry,,22,19,3,0,"20,000 .. 50,000",309,0,352,0,49,"4,99",499,90,1,,
620330,620330,Scrapper,Ghostbolt Games,Ghostbolt Games,,5,4,1,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
620900,620900,Witchinour,mahojigoku,mahojigoku,,55,52,3,0,"0 .. 20,000",0,0,0,0,599,"5,99",599,0,4,,
622370,622370,Freaky Awesome,Mandragora,Mandragora,,221,123,98,0,"20,000 .. 50,000",311,0,311,0,999,"9,99",999,0,0,,
624690,624690,NEXT JUMP: Shmup Tactics,Post Mortem Pixels,Post Mortem Pixels,,75,59,16,0,"50,000 .. 100,000",275,0,275,0,499,"4,99",499,0,1,,
628290,628290,All Walls Must Fall - A Tech-Noir Tactics Game,inbetweengames,inbetweengames,,237,172,65,0,"20,000 .. 50,000",158,0,158,0,999,"9,99",999,0,0,,
630720,630720,Mana Spark,"BEHEMUTT, Kishimoto Studios",BEHEMUTT,,547,436,111,0,"20,000 .. 50,000",123,0,123,0,1199,"11,99",1199,0,2,,
632170,632170,Spartan Fist,Glass Bottom Games,Glass Bottom Games,,46,29,17,0,"0 .. 20,000",154,0,154,0,1499,"14,99",1499,0,0,,
632360,632360,Risk of Rain 2,Hopoo Games,Gearbox Publishing,,202157,195026,7131,0,"5,000,000 .. 10,000,000",2914,294,1367,248,2499,"24,99",2499,0,9486,,
633130,633130,Nongünz,Brainwash Gang,"Shanghai ThinkingBear Network Technology Co.,Ltd",,415,252,163,0,"20,000 .. 50,000",92,0,102,0,0,0,0,0,0,,
635200,635200,Distrust: Polar Survival,Cheerdealers,Alawar Premium,,2073,1518,555,0,"200,000 .. 500,000",348,0,552,0,1199,"11,99",1199,0,7,,
636320,636320,Depth of Extinction,HOF Studios,HOF Studios,,184,137,47,0,"0 .. 20,000",182,0,182,0,1499,"14,99",1499,0,2,,
637050,637050,Spire of Sorcery,Charlie Oscar Lima Tango Interactive Entertainment,Charlie Oscar Lima Tango Interactive Entertainment,,106,62,44,0,"50,000 .. 100,000",0,0,0,0,2000,20,2000,0,1,,
637880,637880,I wanna be The Cat,Nemega,,,159,149,10,0,"0 .. 20,000",923,0,1050,0,699,"6,99",699,0,0,,
638060,638060,Majestic Trials,Alpha Strike Games Limited,Alpha Strike Games Limited,,8,7,1,0,"50,000 .. 100,000",0,0,0,0,1499,"14,99",1499,0,0,,
638130,638130,Sweet Surrender VR,Salmi Games,Salmi Games,,72,62,10,0,"0 .. 20,000",0,0,0,0,2499,"24,99",2499,0,0,,
638990,638990,UNDYING,Vanimals,"Skystone Games Inc., Vanimals",,692,609,83,0,"200,000 .. 500,000",0,0,0,0,1699,"19,99",1999,15,15,,
640340,640340,Serious Sam: Tormental,"Gungrounds (Macanga Games j.d.o.o.), Croteam",Devolver Digital,,160,132,28,0,"0 .. 20,000",1,0,1,0,1199,"11,99",1199,0,1,,
640970,640970,In Game Adventure: Legend of Monsters,Moraes Game Studio,Moraes Game Studio,,124,94,30,0,"0 .. 20,000",100,0,198,0,0,0,0,0,0,,
645200,645200,Lethal Running,voodoosoft,voodoosoft,,11,9,2,0,"0 .. 20,000",0,0,0,0,1799,"17,99",1799,0,0,,
645240,645240,Costumenaut,Yaida,PsychoFlux Entertainment,,6,6,0,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0,,
646270,646270,60 Parsecs!,Robot Gentleman,Robot Gentleman,,2384,2056,328,0,"200,000 .. 500,000",317,0,423,0,999,"9,99",999,0,24,,
646570,646570,Slay the Spire,Mega Crit Games,Mega Crit Games,,112241,109893,2348,0,"2,000,000 .. 5,000,000",4729,241,1776,208,2499,"24,99",2499,0,8722,,
650940,650940,Rogue Empire: Dungeon Crawler RPG,Portal Entertainment,Portal Entertainment,,331,293,38,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,7,,
651670,651670,Star Renegades,"Massive Damage, Inc.",Raw Fury,,2042,1751,291,0,"200,000 .. 500,000",595,0,665,0,999,"24,99",2499,60,98,,
652050,652050,The Labyrinth,Alexander Spillman,Alexander Spillman,,26,23,3,0,"20,000 .. 50,000",298,0,298,0,499,"4,99",499,0,0,,
652360,652360,BFF or Die,ASA Studio,ASA Studio,,49,36,13,0,"20,000 .. 50,000",0,0,0,0,499,"4,99",499,0,0,,
653210,653210,Prisoner,Polovey Alexander,Polovey Alexander,,37,22,15,0,"0 .. 20,000",178,0,178,0,299,"2,99",299,0,0,,
654660,654660,Pharmakon - Tactical Puzzle,Visumeca Games,Visumeca Games,,25,14,11,0,"20,000 .. 50,000",0,0,0,0,399,"3,99",399,0,0,,
655380,655380,Dig Dog,"Rusty Moyher, Matt Grimm",Wild Rooster,,75,59,16,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0,,
655740,655740,Tallowmere 2: Curse of the Kittens,Chris McFarland,"Chris McFarland, Lightning Games, THE BALANCE",,279,248,31,0,"20,000 .. 50,000",748,0,922,0,999,"9,99",999,0,3,,
656350,656350,UnderMine,Thorium,Thorium,,7340,6831,509,0,"200,000 .. 500,000",1012,0,1022,0,1999,"19,99",1999,0,212,,
656700,656700,RICO,Ground Shatter,Rising Star Games,,396,273,123,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,1,,
657000,657000,Rising Hell,Tahoe Games,"Toge Productions, Neon Doctrine",,241,224,17,0,"0 .. 20,000",461,0,461,0,999,"9,99",999,0,2,,
657090,657090,Robothorium,Goblinz Studio,"Goblinz Publishing, Whisper Games",,345,247,98,0,"20,000 .. 50,000",385,0,501,0,1499,"14,99",1499,0,3,,
657690,657690,The Caribbean Sail,Victorian Clambake,Victorian Clambake,,385,364,21,0,"20,000 .. 50,000",327,0,327,0,1499,"14,99",1499,0,1,,
659110,659110,Vicious Attack Llama Apocalypse,RogueCode (PTY) LTD,RogueCode (PTY) LTD,,66,51,15,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0,,
663300,663300,Enlightenment,LizardKing,LizardKing,,455,298,157,0,"20,000 .. 50,000",0,0,0,0,1199,"11,99",1199,0,0,,
664510,664510,Infernal Racket,Game Soup LLC,Game Soup LLC,,18,12,6,0,"0 .. 20,000",0,0,0,0,799,"7,99",799,0,0,,
665560,665560,Skyward,Whiley Koyote,Whiley Koyote,,6,3,3,0,"0 .. 20,000",0,0,0,0,1399,"13,99",1399,0,1,,
666820,666820,Skirmish Line,The Snarktopus,The Snarktopus,,323,289,34,0,"20,000 .. 50,000",0,0,0,0,999,"9,99",999,0,1,,
667170,667170,Undead Souls,Rootify,Rootify,,11,1,10,0,"0 .. 20,000",147,0,147,0,1999,"19,99",1999,0,0,,
667550,667550,PION,Oliver Chime,Sokpop Collective,,23,21,2,0,"0 .. 20,000",161,0,161,0,1999,"19,99",1999,0,0,,
671470,671470,CARSTEROIDS,bkdove studios,bkdove studios,,5,5,0,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0,,
674930,674930,Boyfriend Dungeon,Kitfox Games,Kitfox Games,,1492,1363,129,0,"50,000 .. 100,000",0,0,0,0,1999,"19,99",1999,0,13,,
677120,677120,Heroes of Hammerwatch,Crackshell,"Crackshell, Surefire.Games",,7331,6494,837,0,"500,000 .. 1,000,000",1260,3,671,3,1199,"11,99",1199,0,294,,
678870,678870,EatWell,Spiez,Spiez,,21,21,0,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0,,
680030,680030,Gone Viral,Skullbot Games,"Akupara Games, Surefire.Games",,60,50,10,0,"0 .. 20,000",64,0,64,0,1999,"19,99",1999,0,0,,
680330,680330,Elium - Prison Escape,Lone Artisan Games,Lone Artisan Games,,43,30,13,0,"0 .. 20,000",0,0,0,0,1199,"11,99",1199,0,0,,
681110,681110,Eagle Island Twist,Pixelnicks,Screenwave Media,,202,162,40,0,"0 .. 20,000",178,0,178,0,1299,"12,99",1299,0,0,,
681280,681280,Descenders,RageSquid,No More Robots,,11292,10632,660,0,"200,000 .. 500,000",952,10,1023,10,2499,"24,99",2499,0,222,,
681730,681730,Nowhere Prophet,Sharkbomb Studios,No More Robots,,899,665,234,0,"50,000 .. 100,000",325,0,368,0,2499,"24,99",2499,0,9,,
682790,682790,Escape the Omnochronom!,Keith Burgun Games,Keith Burgun Games,,13,6,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
685400,685400,Skelly Selest,Anthony Case,Caiysware,,248,235,13,0,"20,000 .. 50,000",311,0,311,0,499,"4,99",499,0,0,,
686090,686090,Bloodlines of Prima,Amazastrophic,Amazastrophic,,68,34,34,0,"0 .. 20,000",210,0,210,0,0,0,0,0,0,,
686360,686360,Dungeons & Treasure VR,SDC Ventures,SDC Ventures,,66,51,15,0,"0 .. 20,000",165,0,165,0,1999,"19,99",1999,0,1,,
686770,686770,The Wind and Wilting Blossom,Picklefeet Games,Picklefeet Games,,157,151,6,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,3,,
688120,688120,TOXICANT,Cosmocat,Cosmocat,,12,10,2,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
688130,688130,Pogostuck: Rage With Your Friends,Hendrik Felix Pohl,Hendrik Felix Pohl,,4319,3644,675,0,"200,000 .. 500,000",273,0,290,0,699,"6,99",699,0,79,,
688420,688420,Bad North: Jotunn Edition,"Plausible Concept, Oskar Stålberg",Raw Fury,,6538,6023,515,0,"500,000 .. 1,000,000",270,156,284,156,449,"14,99",1499,70,209,,
689300,689300,Monsteria,Sharkbird,Sharkbird,,5,5,0,0,"100,000 .. 200,000",178,0,178,0,799,"7,99",799,0,0,,
689700,689700,Mad Crown,S-Game,S-Game,,147,118,29,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,1,,
690040,690040,SUPERHOT: MIND CONTROL DELETE,SUPERHOT Team,SUPERHOT Team,,9012,7698,1314,0,"500,000 .. 1,000,000",197,0,139,0,2499,"24,99",2499,0,89,,
690560,690560,I Am Overburdened,Magic Item Tech,Magic Item Tech,,146,128,18,0,"20,000 .. 50,000",0,0,0,0,499,"4,99",499,0,0,,
692890,692890,Roboquest,RyseUp Studios,RyseUp Studios,,3514,3317,197,0,"200,000 .. 500,000",303,193,500,193,1999,"19,99",1999,0,54,,
693750,693750,Galactic Crew,Benjamin Rommel Games,Benjamin Rommel Games,,145,78,67,0,"0 .. 20,000",179,0,179,0,0,0,0,0,0,,
693800,693800,Loco Parentis / 孤女咒怨,Fair Games Studio,"Sad Horse studio, Pleasant Rain Ltd",,443,245,198,0,"20,000 .. 50,000",342,0,342,0,1499,"14,99",1499,0,0,,
697900,697900,Bounty Below,William Cheek,William Cheek,,104,88,16,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,16,,
698110,698110,Reficul VR,MAG Studios,MAG Studios,,28,18,10,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,0,,
698260,698260,Star Shelter,Overflow,Overflow,,389,310,79,0,"50,000 .. 100,000",149,0,175,0,1999,"19,99",1999,0,1,,
698640,698640,Deep Sky Derelicts,Snowhound Games,1C Entertainment,,2179,1650,529,0,"50,000 .. 100,000",237,0,238,0,1999,"19,99",1999,0,26,,
698870,698870,Metaverse Keeper / 元能失控,Sparks Games,Sparks Games,,747,605,142,0,"100,000 .. 200,000",116,0,116,0,1499,"14,99",1499,0,12,,
699330,699330,The Iron Oath,Curious Panda Games,Humble Games,,313,264,49,0,"50,000 .. 100,000",4,0,4,0,1999,"19,99",1999,0,31,,
699920,699920,Despotism 3k,Konfa Games,Konfa Games,,779,652,127,0,"50,000 .. 100,000",127,0,104,0,799,"7,99",799,0,9,,
701470,701470,TTV2,Walter Machado,Walter Machado,,154,138,16,0,"20,000 .. 50,000",0,0,0,0,499,"4,99",499,0,1,,
701740,701740,Modest Kind,Vedanta Team,Vedanta Team,,18,11,7,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0,,
704840,704840,The Walking Vegetables,Still Running,"Merge Games, Tagstar Games",,168,155,13,0,"0 .. 20,000",59,0,59,0,999,"9,99",999,0,0,,
704950,704950,Scarlett's Dungeon,Johnny Ginard,Johnny Ginard,,40,30,10,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0,,
705100,705100,Marshmallow Melee,TriHelix LLC,TriHelix LLC,,81,66,15,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0,,
708970,708970,GOD STARFIGHTER,Nerd Commando Game Studios,Nerd Commando Game Studios,,35,29,6,0,"0 .. 20,000",0,0,0,0,799,"7,99",799,0,0,,
709490,709490,Mutiny Island,Elushis,Elushis Music & Gaming,,18,9,9,0,"20,000 .. 50,000",0,0,0,0,799,"7,99",799,0,0,,
711810,711810,Never Split the Party,Legend Studio,Legend Studio,,4093,3135,958,0,"500,000 .. 1,000,000",100,0,60,0,0,0,0,0,38,,
712190,712190,Genesis Alpha One Deluxe Edition,Radiation Blue,Team17 Digital Ltd,,1951,1337,614,0,"100,000 .. 200,000",131,0,212,0,599,"29,99",2999,80,38,,
714240,714240,SWARMRIDER OMEGA,Walter Machado,Walter Machado,,86,69,17,0,"50,000 .. 100,000",179,0,179,0,49,"0,99",99,51,0,,
717200,717200,KEEPER- the hunter of insects,Danilo Valeite,DVL GAMES,,4,4,0,0,"20,000 .. 50,000",0,0,0,0,99,"0,99",99,0,0,,
718590,718590,Dark Devotion,Hibernian Workshop,"The Arcade Crew, Maple Whispering Limited",,1966,1508,458,0,"50,000 .. 100,000",247,0,310,0,1999,"19,99",1999,0,9,,
718670,718670,Cultist Simulator,Weather Factory,Weather Factory,,8485,6653,1832,0,"500,000 .. 1,000,000",482,142,282,142,1999,"19,99",1999,0,332,,
719180,719180,Revulsion,Russell Meakim,Russell Meakim,,74,59,15,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0,,
719520,719520,Spectro,Borrowed Light Studios,Borrowed Light Studios,,61,53,8,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0,,
719800,719800,Last Encounter,Exordium Games,Exordium Games,,41,30,11,0,"0 .. 20,000",124,0,124,0,1499,"14,99",1499,0,0,,
721990,721990,Dead Spawn,YZee Games,YZee Games,,3,1,2,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0,,
722560,722560,RAD,Double Fine Productions,BANDAI NAMCO Entertainment America Inc.,,793,600,193,0,"50,000 .. 100,000",265,0,249,0,1999,"19,99",1999,0,5,,
725040,725040,Ebony Spire: Heresy,Bearded Giant Games,Bearded Giant Games,,46,32,14,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0,,
725120,725120,ADIOS Amigos: A Space Physics Odyssey,Cosmic Picnic,Cosmic Picnic,,86,79,7,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0,,
726110,726110,Overcrowd: A Commute 'Em Up,SquarePlay Games,SquarePlay Games,,1368,1150,218,0,"50,000 .. 100,000",733,0,1180,0,1999,"19,99",1999,0,14,,
726450,726450,Hero's Descent,Dan Marchand,Dan Marchand,,2,2,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
727130,727130,Between the Stars,Isolated Games,"Isolated Games, Poysky Productions, WhisperGames",,1667,1342,325,0,"50,000 .. 100,000",275,0,261,0,2999,"29,99",2999,0,29,,
727830,727830,Reformers,RMking,RMking,,31,31,0,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
730860,730860,Amoeba Battle: Microscopic RTS Action,Grab Games,Grab Games,,39,35,4,0,"20,000 .. 50,000",0,0,0,0,1499,"14,99",1499,0,0,,
731420,731420,Roguebreaker,The World Outside,The World Outside,,35,30,5,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0,,
732370,732370,Juicy Realm,SpaceCan,XD,,3275,2884,391,0,"500,000 .. 1,000,000",723,0,821,0,999,"9,99",999,0,23,,
736240,736240,The Revolt: Awakening,Siberius Studio,Siberius Studio,,19,19,0,0,"0 .. 20,000",0,0,0,0,1199,"11,99",1199,0,0,,
737660,737660,The Deepest House,Mr. Thee,Mr. Thee,,2,2,0,0,"0 .. 20,000",0,0,0,0,799,"7,99",799,0,0,,
738760,738760,the Line,Marginal act,Marginal act,,39,24,15,0,"0 .. 20,000",127,0,127,0,399,"3,99",399,0,0,,
739220,739220,Ark Noir,Amamori Lab,PLAYISM,,36,25,11,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
740080,740080,Deadly Days,Pixelsplit,"Assemble Entertainment, WhisperGames",,952,828,124,0,"100,000 .. 200,000",113,0,149,0,299,"11,99",1199,75,53,,
742530,742530,Roguemance,Lucas Molina,Lucas Molina,,44,32,12,0,"0 .. 20,000",0,0,0,0,699,"6,99",699,0,0,,
744610,744610,TAD: That Alien Dude,"Modern Aeon, Anderson Evans",Modern Aeon,,5,1,4,0,"100,000 .. 200,000",0,0,0,0,499,"4,99",499,0,0,,
745000,745000,Card Crawl,Arnold Rauers,Arnold Rauers,,155,114,41,0,"20,000 .. 50,000",0,0,0,0,299,"2,99",299,0,0,,
745680,745680,Lovehammer 400 000: The Buttlerian Crusade,Nerd Commando Game Studios,Nerd Commando Game Studios,,4,2,2,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0,,
751670,751670,Cloud Chasers - Journey of Hope,Blindflug Studios AG,Blindflug Studios AG,,11,10,1,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0,,
751820,751820,Black Future '88,SUPERSCARYSNAKES,"Good Shepherd Entertainment, Surefire.Games",,571,432,139,0,"20,000 .. 50,000",91,0,109,0,1999,"19,99",1999,0,2,,
751940,751940,Flight of the Athena,A To Play Ltd,A To Play Ltd,,3,3,0,0,"0 .. 20,000",0,0,0,0,799,"7,99",799,0,0,,
753420,753420,Dungreed,TEAM HORAY,TEAM HORAY,,7373,6799,574,0,"200,000 .. 500,000",1795,0,1232,0,999,"9,99",999,0,332,,
754340,754340,Paper Dungeons Crawler,Stephane Valverde,Agent Mega,,41,30,11,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
756490,756490,Next Hero,LINE Games Corporation,LINE Games Corporation,,47,29,18,0,"0 .. 20,000",108,0,108,0,999,"9,99",999,0,0,,
757320,757320,Atomicrops,Bird Bath Games,Raw Fury,,1055,974,81,0,"100,000 .. 200,000",56,0,59,0,599,"14,99",1499,60,214,,
759160,759160,Dungeons & Vampires,Angry games,Angry games,,44,21,23,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0,,
761570,761570,Beard & Axe,Dwarfaparte,Dwarfaparte,,3,2,1,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
763320,763320,Advanced Mechanized Spacecraft,Chadams Studios,Chadams Studios,,8,7,1,0,"0 .. 20,000",188,0,188,0,1299,"12,99",1299,0,0,,
763340,763340,Brave Hand,Heart Shaped Games LLC,Heart Shaped Games LLC,,27,22,5,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0,,
763890,763890,Wildermyth,Worldwalker Games LLC,"Worldwalker Games LLC, WhisperGames",,12552,11953,599,0,"200,000 .. 500,000",608,0,584,0,2499,"24,99",2499,0,603,,
766630,766630,Dust and Salt,Prime Games,Prime Games,,65,55,10,0,"0 .. 20,000",0,0,0,0,799,"7,99",799,0,0,,
769560,769560,月圆之夜 (Night of Full Moon),Giant Games,Giant Games,,6505,5729,776,0,"200,000 .. 500,000",296,77,335,77,0,0,0,0,298,,
770100,770100,One Deck Dungeon,Handelabra Games Inc.,Handelabra Games Inc.,,616,488,128,0,"0 .. 20,000",284,0,284,0,999,"9,99",999,0,11,,
772090,772090,Once upon a Dungeon,Koto Games,Koto Games,,39,35,4,0,"0 .. 20,000",228,0,228,0,499,"4,99",499,0,0,,
772230,772230,跳跃2/LeapII,ChiHeBang Studio,ChiHeBang Studio,,14,14,0,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0,,
773540,773540,Boss Crushers,Space Horse,Space Horse,,69,44,25,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0,,
777410,777410,EarthNight,Cleaversoft,Cleaversoft,,81,62,19,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0,,
778410,778410,Dead Ground,Shotx,Shotx,,102,60,42,0,"0 .. 20,000",128,0,128,0,499,"4,99",499,0,0,,
778640,778640,Super Bit Adventure: Paragons of Life,ZiomatrixX,3rd Pinnacle Games,,22,20,2,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0,,
779590,779590,Scavenger SV-4,Deric Ruhl,HoroArch,,312,279,33,0,"50,000 .. 100,000",0,0,0,0,1499,"14,99",1499,0,2,,
781890,781890,Darkness Restricted,Remi George,Remi George,,9,9,0,0,"0 .. 20,000",0,0,0,0,599,"5,99",599,0,0,,
782570,782570,无尽之路,掌烛文化,掌烛文化,,463,348,115,0,"20,000 .. 50,000",269,0,269,0,999,"9,99",999,0,8,,
783450,783450,HYPERGUN,NVYVE® Studios,NVYVE® Studios,,68,40,28,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
787780,787780,In memory of TITAN,"Valhalla Universe, Inc.",XR Studio LLC,,36,12,24,0,"0 .. 20,000",121,0,121,0,1499,"14,99",1499,0,0,,
787810,787810,Rogue Heroes: Ruins of Tasos,Heliocentric Studios,Team17 Digital,,1836,1469,367,0,"100,000 .. 200,000",626,0,695,0,1999,"19,99",1999,0,66,,
788000,788000,RogueVerse,FoumartGames,FoumartGames,,5,5,0,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
788100,788100,Neon Abyss,Veewo Games,"Team17, Yooreka Studio (China)",,17500,15552,1948,0,"1,000,000 .. 2,000,000",1562,43,808,51,1999,"19,99",1999,0,874,,
788930,788930,Razerwire:Nanowars,Hammer and Ravens,Hammer&amp,Ravens,81,,81,7,0,"20,000 .. 50,000",179,0,179,0,"1,99",199,199,0,0,
790030,790030,Hexer,Dave,Dave,,1,1,0,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0,,
790060,790060,The Void Rains Upon Her Heart,Veyeral Games,The Hidden Levels,,431,431,0,0,"0 .. 20,000",213,0,213,0,1299,"12,99",1299,0,7,,
793680,793680,Fission Superstar X,Turbo Pelvis 3000 inc.,Turbo Pelvis 3000 inc.,,134,116,18,0,"0 .. 20,000",5,0,5,0,1499,"14,99",1499,0,1,,
793820,793820,Coffee Crawl,Vectorinox,Vectorinox,,12,9,3,0,"0 .. 20,000",191,0,191,0,499,"4,99",499,0,0,,
794350,794350,No Captain Allowed!,9heads Game Studios,9heads Game Studios,,20,14,6,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0,,
794760,794760,ABYSS CRAWLERS plus　迷宮クロウラ＋,YANEURAGAMES,YANEURAGAMES,,73,67,6,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0,,
794780,794780,Pathogen-病原体,折翼的红领巾,折翼的红领巾,,22,17,5,0,"0 .. 20,000",0,0,0,0,699,"6,99",699,0,0,,
798240,798240,CRYEP,"IMLBE, Dnovel",IMLBE,,27,23,4,0,"0 .. 20,000",178,0,178,0,1299,"12,99",1299,0,0,,
798490,798490,Othercide,Lightbulb Crew,Focus Entertainment,,3260,2712,548,0,"100,000 .. 200,000",110,0,122,0,2999,"29,99",2999,0,75,,
799340,799340,Battle for Gaming,Free Time Dev,Free Time Dev,,1,0,1,0,"20,000 .. 50,000",0,0,0,0,699,"6,99",699,0,0,,
799870,799870,Neko Dungeon | 喵酱迷城 | 喵醬迷城 | ねこダンジョン,TK Studio,TK Studio,,47,27,20,0,"20,000 .. 50,000",0,0,0,0,799,"7,99",799,0,0,,
800550,800550,DarkDIRE: The Advanced Set,CounterParry,CounterParry,,10,8,2,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0,,
801210,801210,Spellsword Cards: Demontide,One Up Plus Entertainment,One Up Plus Entertainment,,72,48,24,0,"0 .. 20,000",0,0,0,0,599,"5,99",599,0,1,,
801290,801290,Diabolic,MyDreamForever,Red twice potato,,329,283,46,0,"20,000 .. 50,000",132,0,238,0,399,"3,99",399,0,0,,
803850,803850,Pixelpunk XL,Mykhail Konokh,Mykhail Konokh,,47,34,13,0,"0 .. 20,000",179,0,179,0,399,"3,99",399,0,0,,
805920,805920,Seek Etyliv,Rokas,Rokas,,52,42,10,0,"0 .. 20,000",0,0,0,0,519,"5,19",519,0,0,,
807120,807120,Iratus: Lord of the Dead,Unfrozen,Daedalic Entertainment,,6000,5183,817,0,"200,000 .. 500,000",401,0,435,0,2999,"29,99",2999,0,86,,
808010,808010,Critadel,Pixelian Studio,"Nicalis, Inc.",,170,145,25,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,3,,
809310,809310,Sipho,All Parts Connected,All Parts Connected,,134,116,18,0,"0 .. 20,000",0,0,0,0,1399,"13,99",1399,0,5,,
810000,810000,Manaya,Wurrad,Wurrad,,14,13,1,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0,,
812040,812040,Shortest Trip to Earth,Interactive Fate,Iceberg Interactive,,1246,966,280,0,"50,000 .. 100,000",526,1020,770,1020,2499,"24,99",2499,0,10,,
812190,812190,Miasma Caves,Windy Games,Windy Games,,15,13,2,0,"20,000 .. 50,000",0,0,0,0,1999,"19,99",1999,0,0,,
813480,813480,General Horse and the Package of Doom,"Studio spektar, Porcupine Parkour",Studio spektar,,45,43,2,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
