_key,appid,name,developer,publisher,soma,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,,,
450670,450670,Table Top Racing: World Tour,Playrise Digital Ltd.,Playrise Digital Ltd.,617,473,144,0,"100,000 .. 200,000",111,0,139,0,399,399,0,1,,,
335070,335070,VRC PRO,Virtual Racing Industries Ltd.,Virtual Racing Industries Ltd.,608,512,96,0,"20,000 .. 50,000",176,0,176,0,2249,4499,50,27,,,
611350,611350,Evil Tag,HFM Games,HFM Games,608,409,199,0,"20,000 .. 50,000",77,0,137,0,99,99,0,21,,,
1318940,1318940,Forkdrift,Endless Suffering,Endless Suffering,603,499,104,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0,,,
509420,509420,Riding Club Championships,Artplant,Artplant,602,452,150,0,"100,000 .. 200,000",350,0,350,0,0,0,0,21,,,
397500,397500,Labyronia RPG 2,Labyrinthine,Senpai Studios,600,450,150,0,"200,000 .. 500,000",172,0,199,0,77,299,74,5,,,
359350,359350,Defunct,Freshly Squeezed,SOEDESCO,597,490,107,0,"100,000 .. 200,000",131,0,147,0,999,999,0,0,,,
661290,661290,Arizona Derby,Falcon Interactive,Falcon Interactive,595,452,143,0,"0 .. 20,000",0,0,0,0,1899,1899,0,0,,,
200230,200230,Off-Road Drive,1C-Avalon,Fulqrum Publishing,593,375,218,0,"50,000 .. 100,000",62,0,77,0,499,499,0,2,,,
351150,351150,DRAGON: A Game About a Dragon,Games With Dragons In,IPBuilders,593,404,189,0,"50,000 .. 100,000",151,0,188,0,499,499,0,0,,,
465780,465780,New Retro Arcade: Neon,Digital Cybercherries,Digital Cybercherries,589,470,119,0,"20,000 .. 50,000",189,0,189,0,1999,1999,0,1,,,
294660,294660,Putt-Putt Saves The Zoo,Humongous Entertainment,"Humongous Entertainment, Nightdive Studios",581,559,22,0,"20,000 .. 50,000",221,0,221,0,699,699,0,20,,,
899390,899390,Xenon Racer,3DClouds,3DClouds,574,377,197,0,"0 .. 20,000",0,0,0,0,1499,1499,0,2,,,
1396890,1396890,Boss of this gym,IndieGameMamaDev,IndieGameMama,573,544,29,0,"20,000 .. 50,000",0,0,0,0,99,99,0,0,,,
1259800,1259800,MXGP 2020 - The Official Motocross Videogame,Milestone S.r.l.,Milestone S.r.l.,568,449,119,0,"0 .. 20,000",3175,592,3175,592,3999,3999,0,18,,,
400800,400800,MXGP2 - The Official Motocross Videogame,Milestone S.r.l.,Milestone S.r.l.,566,419,147,0,"20,000 .. 50,000",628,0,628,0,1499,1499,0,4,,,
749250,749250,7th Sector,Носков Сергей,Носков Сергей,563,430,133,0,"100,000 .. 200,000",206,0,206,0,1299,1299,0,0,,,
273840,273840,Stock Car Extreme,Reiza Studios,Reiza Studios,550,480,70,0,"20,000 .. 50,000",135,0,258,0,1499,1499,0,1,,,
1037190,1037190,Shipped,Majorariatto,Majorariatto,550,536,14,0,"20,000 .. 50,000",132,0,132,0,599,599,0,1,,,
289760,289760,ROCKETSROCKETSROCKETS,"Radial Games Corp, Loren Bednar, Dr. Kimberly Voll, Lindsay Jorgensen",Radial Games Corp,549,417,132,0,"200,000 .. 500,000",325,0,366,0,699,699,0,1,,,
1304340,1304340,Monster Energy Supercross - The Official Videogame 4,Milestone S.r.l.,Milestone S.r.l.,548,349,199,0,"20,000 .. 50,000",0,0,0,0,3999,3999,0,25,,,
1106140,1106140,The Drift Challenge,Vencious Games,Vencious Games,544,445,99,0,"20,000 .. 50,000",50,0,88,0,599,599,0,0,,,
1184480,1184480,Inertial Drift,Level 91 Entertainment,PQube,543,499,44,0,"0 .. 20,000",25,0,25,0,1999,1999,0,3,,,
590590,590590,Remnants of Naezith,Tolga Ay,Tolga Ay,542,480,62,0,"50,000 .. 100,000",120,0,181,0,999,999,0,2,,,
1439300,1439300,NASCAR 21: Ignition,Motorsport Games,Motorsport Games,542,119,423,0,"0 .. 20,000",0,0,0,0,4499,4499,0,13,,,
882020,882020,Monster Energy Supercross - The Official Videogame 2,Milestone S.r.l.,Milestone S.r.l.,541,454,87,0,"20,000 .. 50,000",168,0,168,0,2499,2499,0,9,,,
416080,416080,The Odyssey: Winds of Athena,Liquid Dragon Studios,Senpai Studios,540,344,196,0,"100,000 .. 200,000",194,0,192,0,114,499,77,5,,,
864060,864060,Marble It Up!,"Blueteak, The Engine Company, Shapes and Lines, Arcturus Interactive","Alvios, Inc., Bad Habit Productions",540,508,32,0,"50,000 .. 100,000",221,0,221,0,1999,1999,0,12,,,
207020,207020,Bang Bang Racing,Digital Reality Software & Playbox,HandyGames,539,440,99,0,"50,000 .. 100,000",0,0,0,0,999,999,0,0,,,
463350,463350,Storm Of Spears RPG,Warfare Studios,Senpai Studios,539,395,144,0,"100,000 .. 200,000",184,0,194,0,95,199,52,1,,,
35320,35320,Insane 2,Targem Games,Game Factory Interactive,538,447,91,0,"50,000 .. 100,000",39,0,39,0,1499,1499,0,3,,,
633110,633110,FAST BEAT LOOP RACER GT | 環狀賽車GT,"SAINT-FUN INTERNATIONAL CO., LTD.",UFO Interactive Games,538,359,179,0,"50,000 .. 100,000",98,0,98,0,999,999,0,0,,,
1453850,1453850,Pro Cycling Manager 2021,Cyanide Studio,Nacon,537,414,123,0,"20,000 .. 50,000",571,0,1070,0,1599,3999,60,600,,,
295930,295930,Swipecart,Micro Factory Games,Micro Factory Games,533,243,290,0,"50,000 .. 100,000",159,0,177,0,299,299,0,0,,,
491280,491280,Drift Horizon Online,JDM4iK Games,SA Industry,528,254,274,0,"50,000 .. 100,000",99,0,197,0,499,499,0,186,,,
535850,535850,Micro Machines World Series,Codemasters,"Codemasters, Electronic Arts",527,156,371,0,"50,000 .. 100,000",123,0,180,0,999,999,0,1,,,
623880,623880,World of Speed,"Saber Interactive, Redemption Ark",Mad Dog Games LLC,526,321,205,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,,,
243360,243360,TrackMania² Valley,Nadeo,Ubisoft,525,423,102,0,"100,000 .. 200,000",14,0,10,0,1999,1999,0,5,,,
851110,851110,Idle Racing GO: Clicker Tycoon,T-Bull,T-Bull,525,277,248,0,"100,000 .. 200,000",0,0,0,0,0,0,0,11,,,
1026110,1026110,Racing Classics: Drag Race Simulator,T-Bull,T-Bull,521,395,126,0,"100,000 .. 200,000",0,0,0,0,0,0,0,1,,,
1065260,1065260,GENSOU Skydrift,illuCalab,Phoenixx Inc.,519,466,53,0,"20,000 .. 50,000",120,0,120,0,2399,2399,0,1,,,
33620,33620,Crash Time 3,Synetic,Kalypso Media Digital,509,419,90,0,"20,000 .. 50,000",232,0,236,0,599,599,0,5,,,
703840,703840,Animal Super Squad,DoubleMoose Games,DoubleMoose Games,508,428,80,0,"50,000 .. 100,000",300,0,300,0,999,999,0,1,,,
1367530,1367530,Rekt: Crash Test,Little Chicken Game Company,No Gravity Games,508,431,77,0,"100,000 .. 200,000",0,0,0,0,0,0,0,2,,,
301760,301760,Disney•Pixar Cars 2: The Video Game,Avalanche Software,Disney,507,359,148,0,"500,000 .. 1,000,000",62,0,62,0,1999,1999,0,10,,,
256390,256390,MotoGP14,Milestone S.r.l.,"Plug In Digital, Milestone S.r.l.",506,267,239,0,"20,000 .. 50,000",194,0,194,0,599,599,0,1,,,
1415140,1415140,Kandidatos Kart,Shaikonina Games,Shaikonina Games,504,452,52,0,"0 .. 20,000",0,0,0,0,54,99,45,0,,,
565860,565860,Tomato Way,Vladislav Castillo Gonzalez,Vladislav Castillo Gonzalez,498,393,105,0,"200,000 .. 500,000",235,0,238,0,399,399,0,0,,,
1491340,1491340,Marble World,Vector Interactive,Vector Interactive,496,455,41,0,"20,000 .. 50,000",0,0,0,0,1199,1199,0,34,,,
787790,787790,Epic Roller Coasters,B4T Games,B4T Games,493,302,191,0,"200,000 .. 500,000",25,0,25,0,0,0,0,11,,,
1278060,1278060,Orqa FPV.SkyDive,"ORQA, INC.","ORQA, INC.",493,391,102,0,"100,000 .. 200,000",0,0,0,0,0,0,0,46,,,
1290170,1290170,Titan Chaser,Stas Shostak,Stas Shostak,493,409,84,0,"0 .. 20,000",0,0,0,0,499,499,0,1,,,
1710580,1710580,MotoGP22,Milestone S.r.l.,Milestone S.r.l.,493,372,121,0,"20,000 .. 50,000",0,0,0,0,4999,4999,0,172,,,
358270,358270,Death Rally (Classic),Remedy,3D Realms (Apogee Software),492,446,46,0,"100,000 .. 200,000",11,0,11,0,0,0,0,10,,,
561610,561610,MotoGP17,Milestone S.r.l.,Milestone S.r.l.,489,383,106,0,"20,000 .. 50,000",120,0,165,0,1999,1999,0,5,,,
495570,495570,ConflictCraft,"Cristian Manolachi, Atomic Fabrik","Cristian Manolachi, Atomic Fabrik",480,402,78,0,"100,000 .. 200,000",271,0,300,0,49,499,90,41,,,
1799930,1799930,Redout 2,34BigThings srl,Saber Interactive,478,361,117,0,"50,000 .. 100,000",1328,720,1328,720,2999,2999,0,46,,,
46370,46370,Rig n Roll,SoftLab-NSK,Fulqrum Publishing,476,269,207,0,"50,000 .. 100,000",47,0,82,0,499,499,0,2,,,
589760,589760,Revhead,Creative Pudding Hungary Llc.,Creative Pudding Hungary Llc.,476,411,65,0,"0 .. 20,000",865,87,1436,87,1999,1999,0,8,,,
1342790,1342790,GangV | VR & PC Battle Royale,raptor lab,raptor lab,472,321,151,0,"20,000 .. 50,000",56,0,56,0,1499,1499,0,1,,,
11230,11230,Gumboy Tournament,"CINEMAX, s.r.o.","CINEMAX, s.r.o.",470,331,139,0,"50,000 .. 100,000",4,0,6,0,149,299,50,0,,,
329460,329460,JumpJet Rex,TreeFortress Games,TreeFortress Games,469,413,56,0,"50,000 .. 100,000",14,0,18,0,999,999,0,1,,,
971030,971030,SkateBIRD,Glass Bottom Games,Glass Bottom Games,468,398,70,0,"20,000 .. 50,000",68,0,68,0,1999,1999,0,3,,,
1116550,1116550,Elon Simulator 2019,SRS Games,SRS Games,467,394,73,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,,,
394540,394540,Spaceport Hope,team BitClub,"team BitClub , Sunken Treasure Games",465,357,108,0,"100,000 .. 200,000",267,0,260,0,199,199,0,0,,,
359220,359220,MX vs. ATV Unleashed,Rainbow Studios,THQ Nordic,459,334,125,0,"20,000 .. 50,000",26,0,26,0,999,999,0,5,,,
392040,392040,War Blade,Tvr Games,Tvr Games,459,253,206,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,,,
415740,415740,OmniBus,"Buddy Cops, LLC",Devolver Digital,457,371,86,0,"20,000 .. 50,000",266,0,266,0,499,499,0,1,,,
111100,111100,Snuggle Truck,Owlchemy Labs,Owlchemy Labs,456,372,84,0,"50,000 .. 100,000",168,0,249,0,499,499,0,1,,,
257790,257790,Riptide GP2,Vector Unit,Vector Unit,456,409,47,0,"20,000 .. 50,000",183,0,297,0,699,699,0,1,,,
1070820,1070820,RealFlight 9.5S,"Horizon Hobby, LLC","Horizon Hobby, LLC",456,370,86,0,"0 .. 20,000",0,0,0,0,6999,6999,0,347,,,
295710,295710,Darkwind: War on Wheels,Psychic Software,Psychic Software,455,225,230,0,"100,000 .. 200,000",128,0,191,0,0,0,0,10,,,
457710,457710,Road Madness,Faton,Faton,454,140,314,0,"100,000 .. 200,000",270,0,274,0,0,0,0,0,,,
1383960,1383960,Nickelodeon Kart Racers 2: Grand Prix,Bamtang Games,GameMill Entertainment,451,359,92,0,"0 .. 20,000",0,0,0,0,1999,1999,0,6,,,
267940,267940,Glacier 3: The Meltdown,Team 6 Studios,Funbox Media Ltd,450,122,328,0,"50,000 .. 100,000",9,0,9,0,74,299,75,0,,,
1329600,1329600,Karting,RewindApp,RewindApp,450,394,56,0,"20,000 .. 50,000",1,0,1,0,49,199,75,2,,,
520860,520860,Impulse of War,Dmitry Medvedev,Dmitry Medvedev,449,294,155,0,"100,000 .. 200,000",59,0,74,0,0,0,0,0,,,
794860,794860,eSail Sailing Simulator,eSail Ltd.,CDIS,448,421,27,0,"0 .. 20,000",0,0,0,0,3499,3499,0,16,,,
668170,668170,Incline,Homewreckers Studio,Homewreckers Studio,447,226,221,0,"100,000 .. 200,000",6,0,9,0,0,0,0,0,,,
905450,905450,NASCAR Heat 3,Monster Games,704 Games Company,444,325,119,0,"20,000 .. 50,000",0,0,0,0,1299,1299,0,6,,,
281280,281280,Mashed,Supersonic Software,Strategy First,443,348,95,0,"50,000 .. 100,000",1,0,1,0,99,499,80,0,,,
12520,12520,18 Wheels of Steel: American Long Haul,SCS Software,Cosmi Valusoft,442,318,124,0,"50,000 .. 100,000",903,0,1792,0,999,999,0,3,,,
1302110,1302110,Inertial Drift: Sunset Prologue,Level 91 Entertainment,PQube,442,373,69,0,"50,000 .. 100,000",49,0,49,0,0,0,0,5,,,
1205970,1205970,MX vs ATV Legends,Rainbow Studios,THQ Nordic,436,238,198,0,"0 .. 20,000",0,0,0,0,3999,3999,0,87,,,
1424910,1424910,KEO,Redcatpig Studio,Digital Matters Publishing,435,222,213,0,"0 .. 20,000",0,0,0,0,999,999,0,2,,,
1490860,1490860,Til Nord,Moose Attack Studios,Breda University of Applied Sciences,432,362,70,0,"20,000 .. 50,000",0,0,0,0,0,0,0,2,,,
363460,363460,Spermination,Phr00t's Software,Phr00t's Software,427,367,60,0,"20,000 .. 50,000",132,0,151,0,199,199,0,0,,,
442210,442210,Switchcars,Altfuture,Altfuture,427,387,40,0,"20,000 .. 50,000",295,0,295,0,899,899,0,1,,,
1019940,1019940,Race for Tuning,A. Strazhev,A. Strazhev,426,299,127,0,"20,000 .. 50,000",178,0,315,0,124,499,75,0,,,
808080,808080,Ultimate Racing 2D,Applimazing,Applimazing,422,379,43,0,"0 .. 20,000",68,0,68,0,79,799,90,4,,,
429700,429700,Squirbs,Team Indev,Team Indev,420,277,143,0,"50,000 .. 100,000",209,0,190,0,99,99,0,11,,,
343740,343740,InMind VR,Luden.io,Luden.io,416,327,89,0,"200,000 .. 500,000",8,0,12,0,0,0,0,0,,,
525920,525920,Pro Cycling Manager 2017,Cyanide Studio,Focus Entertainment,416,301,115,0,"100,000 .. 200,000",7397,0,7397,0,149,999,85,19,,,
839930,839930,My Car,RewindApp,RewindApp,415,283,132,0,"50,000 .. 100,000",24,0,24,0,99,99,0,0,,,
308580,308580,Orborun,Tiny Lab Productions,Digerati,409,314,95,0,"100,000 .. 200,000",44,0,62,0,599,599,0,1,,,
284930,284930,Speed Kills,"Holy Warp, Black Wing Foundation",Holy Warp,406,200,206,0,"100,000 .. 200,000",204,0,295,0,499,499,0,0,,,
1266980,1266980,Madrun,Tianyu Cao,Tianyu Cao,404,377,27,0,"0 .. 20,000",0,0,0,0,0,0,0,6,,,
989770,989770,Biker Garage: Mechanic Simulator,BeardedBrothers.games,BeardedBrothers.games,402,289,113,0,"0 .. 20,000",0,0,0,0,874,2499,65,3,,,
1232710,1232710,Rustler: Prologue,Jutsu Games,Games Operators,396,309,87,0,"50,000 .. 100,000",35,0,35,0,0,0,0,0,,,
1440670,1440670,Zeepkist,Steelpan Interactive,Steelpan Interactive,396,384,12,0,"20,000 .. 50,000",630,0,630,0,1199,1199,0,65,,,
1714590,1714590,Buck Up And Drive!,Fábio Fontes,Fábio Fontes,396,370,26,0,"20,000 .. 50,000",119,0,119,0,799,799,0,12,,,
1815440,1815440,Chinese Driving Test Simulator,Lawliet,Lawliet,396,279,117,0,"20,000 .. 50,000",15,0,15,0,99,99,0,2,,,
438430,438430,Valentino Rossi The Game,Milestone S.r.l.,Milestone S.r.l.,395,322,73,0,"20,000 .. 50,000",1431,0,1431,0,224,1499,85,7,,,
370870,370870,Dark Future: Blood Red States,Auroch Digital,Auroch Digital,394,251,143,0,"20,000 .. 50,000",389,0,494,0,749,2499,70,3,,,
280910,280910,T.E.C. 3001,Phoenix Game Studio,BulkyPix,391,350,41,0,"20,000 .. 50,000",116,0,116,0,0,0,0,0,,,
903730,903730,AXIOM SOCCER,Earthbound Games Ltd.,Earthbound Games Ltd.,391,263,128,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0,,,
1048830,1048830,Horse Riding Tales,Foxie Games,App Business Ventures LLC,391,235,156,0,"100,000 .. 200,000",0,0,0,0,0,0,0,6,,,
1397650,1397650,Jetborne Racing,"Boundless Dynamics, LLC","Boundless Dynamics, LLC",391,359,32,0,"20,000 .. 50,000",0,0,0,0,999,999,0,1,,,
1151050,1151050,Golf Gang,Lazy Monday Games,Curve Games,389,357,32,0,"0 .. 20,000",175,0,190,0,999,999,0,33,,,
346630,346630,Plazma Being,Felix Wunderlich,Felix Wunderlich,388,296,92,0,"100,000 .. 200,000",205,0,227,0,499,499,0,0,,,
639130,639130,Ultrawings,"Bit Planet Games, LLC","Bit Planet Games, LLC",388,344,44,0,"0 .. 20,000",33,0,62,0,1499,1499,0,0,,,
759530,759530,Struckd - 3D Game Creator,Struckd AG,Struckd AG,387,205,182,0,"100,000 .. 200,000",6,0,8,0,0,0,0,0,,,
323670,323670,Super Indie Karts,One Legged Seagull,One Legged Seagull,386,320,66,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,1,,,
1114430,1114430,Ballex,Mushreb Games,Mushreb Games,384,343,41,0,"20,000 .. 50,000",89,0,89,0,399,399,0,3,,,
873270,873270,Rolled Out!,"Polarbyte Games, Skymap Games","Polarbyte Games, Skymap Games",383,363,20,0,"20,000 .. 50,000",98,0,98,0,1999,1999,0,3,,,
425410,425410,Road to Ballhalla,Torched Hill,tinyBuild,382,337,45,0,"20,000 .. 50,000",10,0,12,0,1499,1499,0,0,,,
495290,495290,AccuRC 2,trasnatech,trasnatech,382,341,41,0,"20,000 .. 50,000",0,0,0,0,4999,4999,0,14,,,
1433570,1433570,Car Detailing Simulator,"Games Incubator, GameFormatic S.A.","Games Incubator, PlayWay S.A.",382,299,83,0,"0 .. 20,000",597,0,597,0,1599,1599,0,29,,,
331650,331650,Carmageddon TDR 2000,Torus Games,THQ Nordic,381,282,99,0,"50,000 .. 100,000",20,0,36,0,499,499,0,4,,,
1037480,1037480,Classic Racers,Vision Reelle,Vision Reelle,381,338,43,0,"20,000 .. 50,000",0,0,0,0,0,0,0,4,,,
116100,116100,Super Toy Cars,Eclipse Games,Eclipse Games,379,217,162,0,"20,000 .. 50,000",95,0,122,0,999,999,0,1,,,
242110,242110,Joe Danger 2: The Movie,Hello Games,Hello Games,378,225,153,0,"100,000 .. 200,000",78,0,90,0,1499,1499,0,0,,,
297760,297760,Qvadriga,Turnopia,Slitherine Ltd.,378,316,62,0,"50,000 .. 100,000",598,0,598,0,1999,1999,0,2,,,
300260,300260,Planetoid Pioneers,Data Realms,Data Realms,378,245,133,0,"0 .. 20,000",273,0,273,0,1999,1999,0,0,,,
1222040,1222040,Offroad Mania,Active Games,Active Games,378,357,21,0,"20,000 .. 50,000",160,0,160,0,389,499,22,1,,,
405610,405610,Flight of the Paladin,Grizzly Wolf Games LLC,Grizzly Wolf Games LLC,375,193,182,0,"100,000 .. 200,000",210,0,196,0,199,199,0,0,,,
306350,306350,Slipstream 5000,"Gremlin Interactive, The Software Refinery",Funbox Media Ltd,374,282,92,0,"200,000 .. 500,000",209,0,224,0,74,299,75,8,,,
670900,670900,NASCAR Heat 2,Monster Games,704 Games Company,374,245,129,0,"20,000 .. 50,000",591,0,1097,0,1299,1299,0,3,,,
327010,327010,Motorama,251 Games,KISS ltd,370,129,241,0,"50,000 .. 100,000",28,0,43,0,1999,1999,0,0,,,
1251460,1251460,Tanuki Sunset,Rewind Games,Rewind Games,365,345,20,0,"0 .. 20,000",0,0,0,0,1499,1499,0,1,,,
1307090,1307090,Barro Racing,SC Jogos,SC Jogos,365,291,74,0,"50,000 .. 100,000",190,0,309,0,499,499,0,36,,,
1477630,1477630,Swing Dunk,BucketPlay.inc,BucketPlay.inc,364,271,93,0,"100,000 .. 200,000",0,0,0,0,0,0,0,16,,,
3010,3010,Xpand Rally,Techland,Techland,363,291,72,0,"20,000 .. 50,000",69,0,69,0,99,499,80,2,,,
289460,289460,RC Cars,Creat Studio,Fulqrum Publishing,360,271,89,0,"50,000 .. 100,000",0,0,0,0,299,299,0,1,,,
392000,392000,TRON RUN/r,Sanzaru Games Inc.,Disney,352,280,72,0,"20,000 .. 50,000",158,0,158,0,1999,1999,0,3,,,
313830,313830,See No Evil,Gabriel Priske,Noetic,351,237,114,0,"100,000 .. 200,000",106,0,118,0,99,99,0,0,,,
976700,976700,Size Matters,Mazen Games,GrabTheGames,348,307,41,0,"20,000 .. 50,000",195,0,195,0,999,999,0,0,,,
715670,715670,DashPanel,PyrofrogStudos,PyrofrogStudos,343,281,62,0,"100,000 .. 200,000",608,112,413,112,0,0,0,96,,,
488210,488210,JDM Tuner Racing,JDM4iK,Droid Riot,342,161,181,0,"200,000 .. 500,000",0,0,0,0,99,99,0,59,,,
1381440,1381440,80's OVERDRIVE,Insane Code,Insane Code,337,258,79,0,"0 .. 20,000",0,0,0,0,999,999,0,2,,,
466980,466980,Can't Drive This,Pixel Maniacs,Pixel Maniacs,336,281,55,0,"20,000 .. 50,000",0,0,0,0,1999,1999,0,1,,,
348030,348030,Trackday Manager,Arctic Hazard Game Studio a/s,Arctic Hazard Game Studio a/s,327,184,143,0,"50,000 .. 100,000",6290,0,6290,0,0,0,0,0,,,
1020800,1020800,CAR TUNE: Project,Vertices Software,Vertices Software,327,267,60,0,"0 .. 20,000",427,0,427,0,1399,1399,0,10,,,
499620,499620,Ultimate Booster Experience,GexagonVR,GexagonVR,325,253,72,0,"20,000 .. 50,000",40,0,74,0,499,499,0,5,,,
691730,691730,FPV Drone Simulator,DreamEscape,DreamEscape,322,215,107,0,"100,000 .. 200,000",6,0,7,0,0,0,0,3,,,
1230800,1230800,Beach Buggy Racing 2: Island Adventure,Vector Unit,Vector Unit,322,300,22,0,"0 .. 20,000",0,0,0,0,1999,1999,0,8,,,
539640,539640,Racecar.io,"Kastriot Sulejmani, Brayden Myers",KasSanity,319,183,136,0,"50,000 .. 100,000",22,0,27,0,0,0,0,0,,,
324760,324760,Monster Truck Destruction,ODD Games,ODD Games,317,147,170,0,"20,000 .. 50,000",0,0,0,0,499,499,0,1,,,
623090,623090,BAJA: Edge of Control HD,"2XL Games, Blitworks",THQ Nordic,317,249,68,0,"0 .. 20,000",225,0,361,0,2999,2999,0,2,,,
824280,824280,Monster Jam Steel Titans,Rainbow Studios,THQ Nordic,310,210,100,0,"20,000 .. 50,000",234,0,336,0,1999,1999,0,4,,,
611180,611180,Super Street: The Game,"Rebel Games, Team6 Game Studios",Lion Castle Entertainment,309,148,161,0,"20,000 .. 50,000",0,0,0,0,499,2499,80,3,,,
224040,224040,LocoCycle,Twisted Pixel Games,Xbox Game Studios,306,242,64,0,"20,000 .. 50,000",0,0,0,0,999,999,0,1,,,
46520,46520,Wasteland Angel,"Octane Games, Meridian4",Meridian4,304,176,128,0,"50,000 .. 100,000",23,0,29,0,124,499,75,0,,,
725780,725780,Play With Me: Escape Room,Airem,Airem,304,203,101,0,"0 .. 20,000",9,0,9,0,59,299,80,15,,,
508450,508450,NASCAR Heat Evolution,Monster Games,Dusenberry Martin Racing,302,163,139,0,"20,000 .. 50,000",0,0,0,0,999,999,0,1,,,
612370,612370,PAKO 2,Tree Men Games,Tree Men Games,302,286,16,0,"20,000 .. 50,000",0,0,0,0,599,599,0,1,,,
444880,444880,Death Stair,Fun Sponge Games,Missing Link Games,294,201,93,0,"20,000 .. 50,000",123,0,123,0,399,399,0,0,,,
803830,803830,The Snowboard Game,Let it roll AB,Let it roll AB,294,247,47,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0,,,
355400,355400,Diesel Guns,LLC Intenzibne,LLC Intenzibne,291,209,82,0,"0 .. 20,000",22,0,22,0,799,799,0,0,,,
45410,45410,Ignite,Nemesys Games,Nemesys Games,290,166,124,0,"20,000 .. 50,000",33,0,33,0,999,999,0,0,,,
211970,211970,Test Drive: Ferrari Racing Legends,Slightly Mad Studios,Evolved Games,288,167,121,0,"20,000 .. 50,000",5,0,5,0,1999,1999,0,0,,,
514970,514970,Drive Megapolis,npp_trainer,Back To Basics Gaming,288,115,173,0,"200,000 .. 500,000",227,0,225,0,0,0,0,0,,,
611800,611800,Jidousha Shakai,NIKSTE,NIKSTE,288,153,135,0,"0 .. 20,000",0,0,0,0,0,0,0,0,,,
1490130,1490130,CrashMetal - Cyberpunk,JDM4iK Games,SA Industry,287,183,104,0,"20,000 .. 50,000",0,0,0,0,74,499,85,30,,,
44690,44690,GT Legends,SimBin Studios AB,SimBin,285,256,29,0,"50,000 .. 100,000",3,0,2,0,799,799,0,0,,,
415600,415600,Kart Racing Pro,PiBoSo,PiBoSo,282,241,41,0,"0 .. 20,000",0,0,0,0,3999,3999,0,19,,,
461010,461010,Roll'd,MGP Studios,Forever Entertainment S. A.,276,216,60,0,"50,000 .. 100,000",215,0,241,0,99,99,0,6,,,
559960,559960,Power Hover,Oddrok,Oddrok,276,254,22,0,"20,000 .. 50,000",122,0,144,0,399,399,0,9,,,
544310,544310,Jumps,"Kiwiforge, Timothy Vincent","Kiwiforge, Timothy Vincent",275,263,12,0,"20,000 .. 50,000",268,0,276,0,399,399,0,0,,,
377290,377290,Biodrone Battle,Bit Juggler,Bit Juggler,273,140,133,0,"100,000 .. 200,000",200,0,247,0,199,199,0,1,,,
742460,742460,Marble Skies,[untitledDev],[untitledDev],271,236,35,0,"0 .. 20,000",288,0,314,0,249,999,75,1,,,
746940,746940,Nippon Marathon,Onion Soup Interactive,PQube,270,248,22,0,"0 .. 20,000",113,0,113,0,1499,1499,0,1,,,
1668080,1668080,Flåklypa Grand Prix,"Ravn Studio, Rock Pocket Games, Invictus Games",Zordix Publishing,269,140,129,0,"0 .. 20,000",242,0,249,0,3499,3499,0,9,,,
332260,332260,Disney•Pixar Cars Mater-National Championship,Rainbow Studios,"THQ, Disney",268,246,22,0,"20,000 .. 50,000",0,0,0,0,1999,1999,0,3,,,
256070,256070,Truck Racer,Kylotonn Entertainment,"Plug In Digital, Nacon",266,203,63,0,"20,000 .. 50,000",6,0,6,0,249,999,75,1,,,
844050,844050,Desert Child,Oscar Brittain,Akupara Games,266,149,117,0,"0 .. 20,000",411,0,437,0,1199,1199,0,1,,,
1267540,1267540,WRC 9 FIA World Rally Championship,KT Racing,Nacon,264,204,60,0,"0 .. 20,000",931,177,1663,177,1199,2999,60,31,,,
406940,406940,Dub Dash,Incodra,Headup Games,263,189,74,0,"20,000 .. 50,000",0,0,0,0,499,499,0,1,,,
577460,577460,Zoop! - Hunter's Grimm,Warfare Studios,Senpai Studios,263,150,113,0,"200,000 .. 500,000",155,0,193,0,51,199,74,19,,,
3050,3050,Xpand Rally Xtreme,Techland,Techland,261,195,66,0,"20,000 .. 50,000",0,0,0,0,99,499,80,2,,,
396030,396030,InCell VR,Luden.io,Luden.io,261,176,85,0,"100,000 .. 200,000",12,0,12,0,0,0,0,0,,,
362610,362610,High On Racing,SilentFuture,SilentFuture,260,124,136,0,"200,000 .. 500,000",336,0,358,0,499,499,0,0,,,
600720,600720,Trackmania² Lagoon,Nadeo,Ubisoft,260,164,96,0,"20,000 .. 50,000",10,0,19,0,1999,1999,0,4,,,
332250,332250,The Next Penelope,Aurelien Regard,Plug In Digital,258,184,74,0,"20,000 .. 50,000",132,0,132,0,259,1299,80,0,,,
734550,734550,Wheel Riders Online OBT,Raum Studio,Raum Studio,257,66,191,0,"50,000 .. 100,000",12,0,12,0,0,0,0,0,,,
396360,396360,LocoSoccer,Startreming,Senpai Studios,256,165,91,0,"100,000 .. 200,000",261,0,271,0,51,99,48,33,,,
8790,8790,GTR 2 FIA GT Racing Game,SimBin Studios AB,SimBin,255,236,19,0,"50,000 .. 100,000",84,0,84,0,799,799,0,1,,,
