_key,appid,name,developer,publisher,soma,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,,,
336630,336630,Crash And Burn Racing,Lunagames,Libredia,45,29,16,0,"0 .. 20,000",0,0,0,0,299,299,0,0,,,
409410,409410,Clumsy Moose Season,Enrick Lambert,Enrick Lambert,45,27,18,0,"0 .. 20,000",2,0,2,0,0,0,0,0,,,
436400,436400,Heroes of the Seven Seas VR,"Mirage Interactive, 北京魔视互动科技有限公司","Mirage Interactive, 北京魔视互动科技有限公司",45,33,12,0,"0 .. 20,000",0,0,0,0,699,699,0,0,,,
702510,702510,Mille Bornes,Payoff Technologies,Asmodee Digital,45,19,26,0,"0 .. 20,000",0,0,0,0,0,0,0,1,,,
726600,726600,Drift Zone,Awesome Industries,Awesome Industries,45,22,23,0,"0 .. 20,000",0,0,0,0,699,699,0,0,,,
874130,874130,HUNTER BRICK BALL,meokigame,meokigame,45,32,13,0,"0 .. 20,000",0,0,0,0,99,199,50,0,,,
976850,976850,Trafic Road Rush,crimsonearthgames,crimsonearthgames,45,35,10,0,"0 .. 20,000",0,0,0,0,99,99,0,0,,,
1004510,1004510,DownStream: VR Whitewater Kayaking,JumpStick,JumpStick,45,41,4,0,"0 .. 20,000",0,0,0,0,1899,1899,0,0,,,
1014590,1014590,Time To Parkour,Frutgames,Frutgames,45,28,17,0,"0 .. 20,000",0,0,0,0,99,99,0,0,,,
1020600,1020600,Extreme Truck Simulator,A Nostru,My Way Games,45,25,20,0,"0 .. 20,000",0,0,0,0,49,499,90,0,,,
1344800,1344800,Twin-Turbo Supercharged Nitro-Fueled Papamobile,Microtaur,Microtaur,45,36,9,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,,,
1566490,1566490,LONER,LTZinc,Big Black Bear,45,28,17,0,"0 .. 20,000",0,0,0,0,99,99,0,0,,,
348160,348160,RUMP! - It's a Jump and Rump!,Dedication Labs,Dedication Labs,44,40,4,0,"0 .. 20,000",0,0,0,0,999,999,0,0,,,
369570,369570,Spectra,Gateway Interactive,Mastertronic,44,32,12,0,"0 .. 20,000",0,0,0,0,749,749,0,0,,,
913280,913280,Pranky Cat,"FastGame, VICTORIA Games",FastGame,44,35,9,0,"0 .. 20,000",0,0,0,0,999,999,0,0,,,
1178430,1178430,Summer Games Heroes,Olivier Monaret,Olivier Monaret,44,28,16,0,"20,000 .. 50,000",0,0,0,0,0,0,0,1,,,
1214570,1214570,DriftOn,SPokDev,SPokDev,44,42,2,0,"0 .. 20,000",0,0,0,0,299,299,0,0,,,
1330570,1330570,RUN! GRANDPA! RUN!,Egutidze,My Way Games,44,38,6,0,"0 .. 20,000",0,0,0,0,49,499,90,0,,,
357010,357010,The Collider 2,Shortbreak Studios s.c.,Shortbreak Studios s.c.,43,32,11,0,"0 .. 20,000",0,0,0,0,0,0,0,0,,,
376120,376120,Assault Corps 2,AOS GAME,AOS GAME,43,15,28,0,"0 .. 20,000",0,0,0,0,299,299,0,0,,,
425310,425310,Ghostbusters,FireForge Games,Activision,43,20,23,0,"0 .. 20,000",0,0,0,0,0,0,0,0,,,
716940,716940,Grape Jelly,Primitive Studio,Droid Riot,43,27,16,0,"0 .. 20,000",0,0,0,0,199,199,0,0,,,
837430,837430,Flying Aces - Navy Pilot Simulator,TAS Systems Corp,TAS Systems Corp,43,19,24,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0,,,
1098200,1098200,Vaporwave Drift,Meng Games,Meng Games,43,25,18,0,"0 .. 20,000",0,0,0,0,799,799,0,0,,,
1140070,1140070,Tractor Cargo Driving Simulator,Boogygames Studios,Boogygames Studios,43,38,5,0,"0 .. 20,000",0,0,0,0,199,199,0,1,,,
1221590,1221590,Formula Car Racing Simulator,Enaayah Software Development and Services Private Limited,Enaayah Software Development and Services Private Limited,43,33,10,0,"0 .. 20,000",0,0,0,0,99,99,0,0,,,
1542100,1542100,Wheelie King Online,Kimmo Halonen,Kimble Games,43,35,8,0,"0 .. 20,000",0,0,0,0,0,0,0,5,,,
438310,438310,SCORE,TecEh! Studios,Kodari Games,42,16,26,0,"0 .. 20,000",0,0,0,0,174,499,65,0,,,
447920,447920,Drift (Over) Drive,Retraissance,New Reality Games,42,18,24,0,"200,000 .. 500,000",846,0,250,0,199,199,0,0,,,
489760,489760,Demon Truck,Triger Mountain,Adventurepro Games LLC,42,35,7,0,"0 .. 20,000",0,0,0,0,499,499,0,0,,,
500750,500750,GI Racing 2.0,TGI Game Studio,The Game Institute,42,35,7,0,"0 .. 20,000",0,0,0,0,0,0,0,1,,,
831530,831530,SRC: Sprint Robot Championship,RageQuit Studios,RageQuit Studios,42,37,5,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0,,,
1151200,1151200,Just Drift It !,Vencious Games,Vencious Games,42,26,16,0,"0 .. 20,000",0,0,0,0,199,199,0,0,,,
1571950,1571950,Slick Racing Game,SaltyTea-M,SaltyTea-M,42,28,14,0,"0 .. 20,000",0,0,0,0,1299,1299,0,6,,,
1857140,1857140,RetroDrift: Retrowave Online Road,PlatSTUDIO,PlatSTUDIO,42,34,8,0,"0 .. 20,000",0,0,0,0,49,199,75,0,,,
326470,326470,Space Warp,Mind Crew,Mind Crew,41,29,12,0,"0 .. 20,000",22,0,22,0,499,499,0,0,,,
535170,535170,Climbtime,Saluda Systems,Saluda Systems,41,24,17,0,"0 .. 20,000",0,0,0,0,0,0,0,0,,,
833030,833030,Hypertrain,Funcraft Games,Funcraft Games,41,30,11,0,"0 .. 20,000",0,0,0,0,799,799,0,0,,,
848260,848260,Super GTR Racing,Bullid Games,Bullid Games,41,24,17,0,"0 .. 20,000",0,0,0,0,399,399,0,0,,,
856320,856320,(Removed from steam store),,Cow Corp.,41,25,16,0,"0 .. 20,000",86,0,86,0,0,0,0,0,,,
966580,966580,Zquirrels Jump,"Artists Entertainment, Nutty Wizards",Artists Entertainment,41,30,11,0,"0 .. 20,000",0,0,0,0,0,0,0,0,,,
970730,970730,Ball Out,Forceight,Forceight,41,36,5,0,"0 .. 20,000",0,0,0,0,99,99,0,0,,,
1257910,1257910,DethKarz,Beam Software,Ziggurat,41,39,2,0,"0 .. 20,000",0,0,0,0,699,699,0,0,,,
1280950,1280950,Interstate Drifter 2000,Ultimo Games,Ultimo Games,41,40,1,0,"0 .. 20,000",0,0,0,0,699,699,0,1,,,
1284510,1284510,In a search of a new home,"Defender Defender, Gamesforgames",Gamesforgames,41,25,16,0,"0 .. 20,000",0,0,0,0,2499,2499,0,0,,,
1508200,1508200,Cyber Rider,Meng Games,Meng Games,41,33,8,0,"0 .. 20,000",0,0,0,0,199,199,0,0,,,
1568180,1568180,USA Truck Simulator,Success Games,"Success Games, Cristian Manolachi, Atomic Fabrik",41,20,21,0,"0 .. 20,000",0,0,0,0,49,499,90,0,,,
1581580,1581580,The Legend of Bear-Truck Trucker,Captain Games,Captain Games,41,40,1,0,"0 .. 20,000",0,0,0,0,499,499,0,0,,,
111300,111300,Smash Cars,Creat Studios Inc,Pom Pom Games,40,27,13,0,"0 .. 20,000",0,0,0,0,999,999,0,0,,,
380000,380000,MiniOne Racing,Frogames,Frogames,40,24,16,0,"0 .. 20,000",0,0,0,0,54,499,89,2,,,
381850,381850,My Paper Boat,TML-Studios,Aerosoft GmbH,40,28,12,0,"0 .. 20,000",0,0,0,0,0,0,0,0,,,
505120,505120,Valentino Rossi The Game Compact,Milestone S.r.l.,Milestone S.r.l.,40,31,9,0,"0 .. 20,000",0,0,0,0,499,499,0,3,,,
744040,744040,Street Heat,Astalo Games,PQube,40,27,13,0,"0 .. 20,000",0,0,0,0,799,799,0,0,,,
880200,880200,J15 Jet Fighter VR (歼15舰载机),Magicvalley Studio,Magicvalley Studio,40,20,20,0,"0 .. 20,000",0,0,0,0,699,999,30,1,,,
1252850,1252850,PRIMAL DUNGEON,My Oldschool Console,My Oldschool Console,40,39,1,0,"0 .. 20,000",0,0,0,0,499,499,0,0,,,
1457570,1457570,Taxi Chaos,Team6 Game Studios,Lion Castle Entertainment,40,18,22,0,"0 .. 20,000",0,0,0,0,1249,2499,50,0,,,
1521520,1521520,SKIIIIIIIIIIIIIIID,Volens Nolens Games,Volens Nolens Games,40,35,5,0,"0 .. 20,000",0,0,0,0,55,399,86,1,,,
222500,222500,Rail Adventures - VR Tech Demo,exosyphen studios,exosyphen studios,39,19,20,0,"20,000 .. 50,000",3,0,3,0,0,0,0,0,,,
576660,576660,Snake Party,Displacement Studios,Displacement Studios,39,13,26,0,"100,000 .. 200,000",247,0,242,0,99,99,0,7,,,
716600,716600,Premier Buggy Racing Tour,FlagmanJeremy,FlagmanJeremy,39,10,29,0,"0 .. 20,000",0,0,0,0,49,99,51,0,,,
772530,772530,Crayola Scoot,Climax Studios,Outright Games Ltd.,39,31,8,0,"0 .. 20,000",0,0,0,0,1999,1999,0,1,,,
1091570,1091570,Transporter Truck Simulator,A Nostru,My Way Games,39,28,11,0,"0 .. 20,000",0,0,0,0,49,99,51,0,,,
1163500,1163500,Warp Drive,Supergonk,Supergonk,39,22,17,0,"0 .. 20,000",0,0,0,0,1299,1299,0,0,,,
1502710,1502710,Agent Intercept,PikPok,PikPok,39,34,5,0,"0 .. 20,000",0,0,0,0,1999,1999,0,1,,,
269430,269430,Burning Cars,Polynetix Studio,Polynetix Studio,38,4,34,0,"100,000 .. 200,000",272,0,276,0,599,599,0,0,,,
470480,470480,Angel Express [Tokkyu Tenshi],"Easy Game Station, Starloop Studios S.L.",Rockin' Android,38,30,8,0,"0 .. 20,000",0,0,0,0,999,999,0,1,,,
617690,617690,Endless Winter,DarkSun Studio,"DarkSun Studio, Gamera Game",38,35,3,0,"0 .. 20,000",0,0,0,0,799,799,0,0,,,
891200,891200,Bike Dash Excite!,"KADOKAWA CORPORATION, Gotcha Gotcha Games",Gotcha Gotcha Games,38,20,18,0,"20,000 .. 50,000",1,0,1,0,0,0,0,0,,,
1039570,1039570,Find the Oil Racing Edition,"Atomic Fabrik, Cristian Manolachi","Atomic Fabrik, Cristian Manolachi",38,15,23,0,"0 .. 20,000",0,0,0,0,499,499,0,0,,,
1114620,1114620,Cloak and Dasher,Spirit Stone Studio LLC,Spirit Stone Studio LLC,38,38,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0,,,
1261990,1261990,Horse Racing Rally,Enaayah Software Development and Services Private Limited,Enaayah Software Development and Services Private Limited,38,24,14,0,"0 .. 20,000",0,0,0,0,99,99,0,0,,,
1451410,1451410,Watch Your Ride - Bicycle Game,Tiny Magicians,Tiny Magicians,38,32,6,0,"0 .. 20,000",0,0,0,0,799,799,0,0,,,
1720950,1720950,Zombie Killer Drift - Racing Survival,Bad Kids Games,"Atomic Fabrik, Cristian Manolachi",38,33,5,0,"0 .. 20,000",0,0,0,0,499,499,0,1,,,
1963660,1963660,Neodori Forever,Strobetano,Crescent Moon Games,38,32,6,0,"0 .. 20,000",0,0,0,0,999,999,0,1,,,
1966370,1966370,NEON SPEED,BanzaiProject,BanzaiProject,38,30,8,0,"0 .. 20,000",0,0,0,0,489,699,30,0,,,
335090,335090,Goscurry,"Daniele Giardini, Isak J Martinsson",Demigiant,37,37,0,0,"0 .. 20,000",35,0,35,0,799,799,0,0,,,
381800,381800,DRIFT 84,Reventador Games,Reventador Games,37,19,18,0,"0 .. 20,000",0,0,0,0,299,299,0,0,,,
594980,594980,Super Amazeballs,Braincells Productions Inc.,Braincells Productions Inc.,37,32,5,0,"0 .. 20,000",9,0,9,0,499,499,0,0,,,
726710,726710,RAZED,Warpfish Games,PQube,37,27,10,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0,,,
756700,756700,Neon Seoul: Outrun,Playsnak,Playsnak,37,31,6,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0,,,
1018870,1018870,VR Racing,Pure Gamez,Pure Gamez,37,15,22,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0,,,
1269590,1269590,Get-A-Grip Chip,Redstart Interactive,Redstart Interactive,37,37,0,0,"0 .. 20,000",0,0,0,0,749,999,25,0,,,
1535500,1535500,Mini Car Racing - Tiny Split Screen Tournament,EpiXR Games UG,EpiXR Games UG,37,32,5,0,"0 .. 20,000",0,0,0,0,999,999,0,0,,,
523870,523870,Breaking Fast,Tale Studios,Tale Studios,36,32,4,0,"0 .. 20,000",187,0,187,0,999,999,0,0,,,
673900,673900,Avem33,WaVR,WaVR,36,21,15,0,"50,000 .. 100,000",0,0,0,0,0,0,0,5,,,
783860,783860,Horse Riding Deluxe,Loot Inside,Loot Inside,36,25,11,0,"0 .. 20,000",0,0,0,0,0,0,0,0,,,
1081120,1081120,hoVRboard,TomyHorst,TomyHorst,36,34,2,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0,,,
1119620,1119620,Beyond Shattered Isles,"Fabian Rosskopf, Birgit Schönauer, Philipp Sigl, Fabian Tkaczuk, Tamara Toker, Jamie Nord",MediaCube Games,36,25,11,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,,,
1713680,1713680,80's Night,Iful GS,Iful GS,36,26,10,0,"0 .. 20,000",0,0,0,0,99,99,0,0,,,
588490,588490,TrickStyle,"Throwback Entertainment, Criterion Games",Throwback Entertainment,35,27,8,0,"0 .. 20,000",250,0,250,0,599,599,0,0,,,
662620,662620,Speedway Challenge League,Artur Berkowski Berobasket,Artur Berkowski Berobasket,35,32,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0,,,
702030,702030,Starbear: Taxi,Funktronic Labs,Funktronic Labs,35,29,6,0,"0 .. 20,000",0,0,0,0,499,499,0,1,,,
819740,819740,Deadly Delivery,Joshua Harrison Blayney,Joshua Harrison Blayney,35,24,11,0,"0 .. 20,000",0,0,0,0,699,699,0,0,,,
840690,840690,Setup Developer Tool 2018,Tim McArthur,Monkey Face Software LLC,35,23,12,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0,,,
1049820,1049820,Must Dash Amigos,miniBeast Game Studios,miniBeast Game Studios,35,21,14,0,"0 .. 20,000",0,0,0,0,699,699,0,0,,,
1127930,1127930,My Bike,RewindApp,RewindApp,35,22,13,0,"0 .. 20,000",0,0,0,0,49,99,51,0,,,
1393930,1393930,Speedway Challenge 20,Artur Berkowski Berobasket,Artur Berkowski Berobasket,35,31,4,0,"0 .. 20,000",0,0,0,0,699,699,0,0,,,
1445630,1445630,Retrowave Drift,ChangeMe,ChangeMe,35,23,12,0,"0 .. 20,000",0,0,0,0,99,99,0,0,,,
1635020,1635020,Untitled Marble Game,Alone Fox Games,Alone Fox Games,35,33,2,0,"0 .. 20,000",0,0,0,0,399,399,0,1,,,
346440,346440,Musclecar Online,Psychic Software,Psychic Software,34,23,11,0,"0 .. 20,000",0,0,0,0,599,599,0,0,,,
500110,500110,Glider Island,Joey Sipos,5D Realities,34,29,5,0,"0 .. 20,000",0,0,0,0,799,799,0,0,,,
513300,513300,Schacht,LAB132,"LabOne48, LAB132",34,28,6,0,"0 .. 20,000",55,0,55,0,0,0,0,0,,,
583150,583150,KART CHASER : THE BOOST VR,YJM VR,YJM GAMES,34,25,9,0,"0 .. 20,000",0,0,0,0,999,999,0,0,,,
702430,702430,SCHOOL SIMULATOR MULTIPLAYER,CREATIV GAME DEVELOPER LLC.,CREATIV GAME DEVELOPER LLC.,34,17,17,0,"0 .. 20,000",0,0,0,0,999,999,0,0,,,
706440,706440,Cyborg Arena,Devdan Games,Devdan Games,34,14,20,0,"0 .. 20,000",0,0,0,0,119,599,80,0,,,
787990,787990,Resume: The Video Game,Chris Holtshouser,Chris Holtshouser,34,24,10,0,"20,000 .. 50,000",2,0,2,0,0,0,0,0,,,
936620,936620,Petrolhead,"Petrolhead software, VDW Studios","Petrolhead software, VDW Studios",34,21,13,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0,,,
1263220,1263220,Corpse disaster-survivors,"糯米集团工作室, UE4六叔",糯米集团工作室,34,18,16,0,"0 .. 20,000",0,0,0,0,0,0,0,0,,,
1675090,1675090,Car Physics Simulator,CarPhyGames,CarPhyGames,34,17,17,0,"0 .. 20,000",0,0,0,0,399,399,0,0,,,
364840,364840,N2O: Nitrous Oxide,Urbanscan,Console Classics,33,27,6,0,"0 .. 20,000",250,0,250,0,499,499,0,0,,,
509130,509130,RC-AirSim - RC Model Airplane Flight Simulator,Fabricated Reality Software,Fabricated Reality Software,33,25,8,0,"0 .. 20,000",0,0,0,0,699,699,0,0,,,
592780,592780,Bang Bang Car,Galaxy Game Studio,Galaxy Game Studio,33,19,14,0,"0 .. 20,000",0,0,0,0,0,0,0,0,,,
655610,655610,Horse Racing 2016,Yash Future Tech Solutions Pvt Ltd,Yash Future Tech Solutions Pvt Ltd,33,10,23,0,"0 .. 20,000",0,0,0,0,999,999,0,0,,,
693190,693190,Survival driver 2: Heavy vehicles,Tero Lunkka,Tero Lunkka,33,15,18,0,"0 .. 20,000",0,0,0,0,99,99,0,0,,,
697580,697580,Screamer,Graffiti,Interplay,33,22,11,0,"0 .. 20,000",0,0,0,0,999,999,0,0,,,
816500,816500,Micro Pico Racers,Josep Monzonis Hernandez,Josep Monzonis Hernandez,33,26,7,0,"0 .. 20,000",0,0,0,0,699,699,0,0,,,
970940,970940,The Unicorn Princess,Caipirinha Games,Toplitz Productions,33,19,14,0,"0 .. 20,000",0,0,0,0,1999,1999,0,1,,,
991230,991230,Highway of death,Laush Dmitriy Sergeevich,Laush Studio,33,22,11,0,"0 .. 20,000",0,0,0,0,199,199,0,0,,,
1013960,1013960,Open Wheel Manager,Paprikash Games,MicroProse Software,33,26,7,0,"0 .. 20,000",0,0,0,0,999,999,0,0,,,
1021880,1021880,StarWheels,Black Smokers Entertainment,Black Smokers Entertainment,33,33,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0,,,
1059160,1059160,Deep Race: Space,Raciebug,"Tero Lunkka, Raciebug",33,18,15,0,"0 .. 20,000",0,0,0,0,199,199,0,0,,,
1209950,1209950,Race Condition,Ravine AB,Ravine AB,33,31,2,0,"0 .. 20,000",0,0,0,0,0,0,0,1,,,
1265690,1265690,Horse Riding Deluxe 2,Loot Inside,Loot Inside,33,23,10,0,"0 .. 20,000",0,0,0,0,1499,1999,25,0,,,
1528890,1528890,Climb Human,NeedFreeMove,NeedFreeMove,33,16,17,0,"0 .. 20,000",0,0,0,0,59,99,40,0,,,
1531750,1531750,Highway Traffic Racer,Success Games,Success Games,33,24,9,0,"0 .. 20,000",0,0,0,0,99,199,50,0,,,
1733660,1733660,Lawnmower Game: Battle,"Tero Lunkka, Valkeala Software, Blackthug",Tero Lunkka,33,29,4,0,"0 .. 20,000",0,0,0,0,199,199,0,0,,,
354040,354040,Hypership Out of Control,Fun Infused Games,Fun Infused Games,32,29,3,0,"0 .. 20,000",140,0,226,0,199,199,0,1,,,
464610,464610,Led It Rain,Ataverti,Ninma Ltd,32,19,13,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0,,,
548450,548450,Foreveracers,SuperSmashingGreat Games,SuperSmashingGreat Games,32,26,6,0,"0 .. 20,000",0,0,0,0,0,0,0,0,,,
701080,701080,Supersonic Tank Cats,Molegato,Molegato,32,26,6,0,"0 .. 20,000",0,0,0,0,499,499,0,0,,,
717780,717780,Trap Labs,Packet1337 Inc.,Packet1337 Inc.,32,30,2,0,"0 .. 20,000",0,0,0,0,999,999,0,0,,,
759060,759060,Ground Runner: Trials,Astrofish Games,Astrofish Games Ltd,32,23,9,0,"0 .. 20,000",117,0,117,0,999,999,0,0,,,
789890,789890,City Patrol: Police,Caipirinha Games,Toplitz Productions,32,12,20,0,"0 .. 20,000",0,0,0,0,2499,2499,0,0,,,
862260,862260,Miami Cruise,MK Games,MK Games,32,25,7,0,"0 .. 20,000",0,0,0,0,599,599,0,0,,,
1190380,1190380,Race Race Racer,Enaayah Software Development and Services Private Limited,Enaayah Software Development and Services Private Limited,32,27,5,0,"0 .. 20,000",0,0,0,0,99,99,0,0,,,
1222180,1222180,Retro Drift,Meng Games,Meng Games,32,23,9,0,"0 .. 20,000",0,0,0,0,199,199,0,0,,,
1352340,1352340,Rolling Hamster,Flip It,Flip It,32,31,1,0,"0 .. 20,000",0,0,0,0,499,499,0,0,,,
1422280,1422280,Torqued Up Legends,Project 172,Project 172,32,20,12,0,"0 .. 20,000",0,0,0,0,99,99,0,0,,,
1511190,1511190,Super Toy Cars Offroad,Eclipse Games,Eclipse Games,32,24,8,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0,,,
1587790,1587790,Desert Parkour,Prince Game Studio,Prince Game Studio,32,19,13,0,"0 .. 20,000",0,0,0,0,99,99,0,0,,,
546610,546610,Acro Storm,Blue Comet Games,Blue Comet Games,31,11,20,0,"0 .. 20,000",126,0,126,0,499,499,0,0,,,
648810,648810,Vehicle VR,Nick Helweg,Nick Helweg,31,22,9,0,"100,000 .. 200,000",0,0,0,0,199,199,0,0,,,
713570,713570,Go Kart Survival,Tero Lunkka,Tero Lunkka,31,14,17,0,"0 .. 20,000",0,0,0,0,99,99,0,0,,,
780120,780120,Car Crash Couch Party,Fogbound,Fogbound,31,13,18,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,,,
790080,790080,ZEROCAR: Future Motorsport,EVIL GAMES,EVIL GAMES,31,23,8,0,"0 .. 20,000",0,0,0,0,499,499,0,0,,,
867550,867550,Range Ball,meokigame,meokigame,31,23,8,0,"0 .. 20,000",0,0,0,0,49,99,51,0,,,
1020660,1020660,Wrecked Destruction Simulator,TAS Systems,TAS Systems,31,13,18,0,"0 .. 20,000",0,0,0,0,999,999,0,0,,,
1136830,1136830,Deep Race: Battle,Raciebug,"Tero Lunkka, Raciebug",31,15,16,0,"0 .. 20,000",0,0,0,0,199,199,0,0,,,
1482870,1482870,Midnight Legends,Mihanikus Games,Mihanikus Games,31,30,1,0,"0 .. 20,000",0,0,0,0,1299,1299,0,0,,,
400880,400880,Ultimate Rock Crawler,khos85,khos85,30,7,23,0,"0 .. 20,000",0,0,0,0,99,99,0,0,,,
444550,444550,Void 21,Taranasus Studio,Taranasus Studio,30,25,5,0,"0 .. 20,000",0,0,0,0,499,499,0,0,,,
588750,588750,King Of Dirt,WildLabs,WildLabs,30,16,14,0,"0 .. 20,000",0,0,0,0,699,699,0,0,,,
857740,857740,Ludicrous Speed,Manic Machine,Manic Machine,30,24,6,0,"0 .. 20,000",0,0,0,0,0,0,0,0,,,
860530,860530,Babycar Driver,MCS,W.T.B.,30,21,9,0,"0 .. 20,000",0,0,0,0,99,99,0,0,,,
868500,868500,Qybe,Qrakhen,Qrakhen,30,28,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0,,,
1142760,1142760,Racing angle,Igor Kovalenko,Igor Kovalenko,30,17,13,0,"0 .. 20,000",0,0,0,0,99,99,0,0,,,
1175470,1175470,Shine's Adventures 6 (Go! Girls),ShineProject,ShineProject,30,28,2,0,"0 .. 20,000",0,0,0,0,299,299,0,0,,,
1175640,1175640,Zombie Road Rider,Devdan Games,Devdan Games,30,18,12,0,"0 .. 20,000",0,0,0,0,179,899,80,0,,,
1315100,1315100,Jumping Jax,Caos Creations,Caos Creations,30,29,1,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,,,
1324410,1324410,Car Parking Simulator VR,Sloppy Studios,Sloppy Studios,30,25,5,0,"0 .. 20,000",0,0,0,0,1499,1499,0,1,,,
1431100,1431100,RollerBaller,"Redkar Limited, Unknown Studios",Redkar Limited,30,26,4,0,"0 .. 20,000",0,0,0,0,399,399,0,0,,,
1466830,1466830,Drift Long Racing,ChangeMe,ChangeMe,30,17,13,0,"0 .. 20,000",0,0,0,0,59,99,40,1,,,
1479460,1479460,Naginata,Nacks Soft,Nacks Soft,30,25,5,0,"20,000 .. 50,000",0,0,0,0,799,799,0,0,,,
1562240,1562240,TOOTHY HISTORY,NL Studio,HandMade Games,30,23,7,0,"0 .. 20,000",0,0,0,0,99,99,0,0,,,
399900,399900,Mad Snowboarding,Denis Lapiner,Denis Lapiner,29,16,13,0,"0 .. 20,000",0,0,0,0,499,499,0,0,,,
448710,448710,VirZOOM Arcade,VirZOOM,VirZOOM,29,23,6,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,,,
758120,758120,RC Fun City,Lotte|EoD,Agger Interactive,29,16,13,0,"0 .. 20,000",0,0,0,0,399,399,0,0,,,
779450,779450,Overlanders,Run-Down Games,Run-Down Games,29,19,10,0,"0 .. 20,000",0,0,0,0,2499,2499,0,0,,,
845200,845200,❂ Hexaluga ❂ Weapon and Shield ☯,"Hede, Hexaluga mines",Hede,29,10,19,0,"0 .. 20,000",0,0,0,0,999,999,0,0,,,
896700,896700,Extreme Drifters,Burning Asphalt Group,Burning Asphalt Group,29,14,15,0,"0 .. 20,000",0,0,0,0,0,0,0,0,,,
1015470,1015470,Need for Spirit: Off-Road Edition,"Atomic Fabrik, Cristian Manolachi","Atomic Fabrik, Cristian Manolachi",29,14,15,0,"0 .. 20,000",0,0,0,0,499,499,0,0,,,
1035320,1035320,MarineVerse Cup - Sailboat Racing,MarineVerse,MarineVerse,29,26,3,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0,,,
1402000,1402000,Trapped Guys,INFINITY BRIDGE,INFINITY BRIDGE,29,23,6,0,"0 .. 20,000",0,0,0,0,199,199,0,0,,,
1531730,1531730,Japanese Drag Racing (JDM) - ジェイディーエム,Success Games,Success Games,29,20,9,0,"0 .. 20,000",0,0,0,0,499,499,0,0,,,
1587860,1587860,Let's Ride! Silver Buckle Stables,Coresoft Inc.,Cosmi Valusoft,29,29,0,0,"0 .. 20,000",0,0,0,0,499,499,0,2,,,
1684210,1684210,Horror Villa 恐怖撤锁,LAN JIE,LAN JIE,29,19,10,0,"0 .. 20,000",0,0,0,0,99,99,0,0,,,
393290,393290,Motorhead,Urbanscan,Console Classics,28,5,23,0,"0 .. 20,000",0,0,0,0,499,499,0,0,,,
506550,506550,RollerForce,Headtrip Games llc,Headtrip Games llc,28,20,8,0,"0 .. 20,000",0,0,0,0,499,499,0,0,,,
556960,556960,Lost Wing,BoxFrog Games,2Awesome Studio,28,23,5,0,"0 .. 20,000",0,0,0,0,799,799,0,0,,,
625830,625830,BattleSky VR,Oh!WHATif Inc.,Oh!WHATif Inc.,28,25,3,0,"0 .. 20,000",0,0,0,0,1299,1299,0,0,,,
670720,670720,Stealthscape,Carson Kompon,Carson Kompon,28,27,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0,,,
763300,763300,GAME TUBE ♛,Hede,Hede,28,8,20,0,"20,000 .. 50,000",0,0,0,0,999,999,0,0,,,
792970,792970,Wheelz2,Chozabu,Chozabu,28,20,8,0,"0 .. 20,000",0,0,0,0,199,199,0,0,,,
808880,808880,MiniTracks,MetaCryptoGames,MetaCryptoGames,28,23,5,0,"0 .. 20,000",0,0,0,0,499,499,0,0,,,
816660,816660,High Speed Trains,Simulators Live,Simulators Live,28,12,16,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,,,
820190,820190,FORWARD,Yuuuge Games,Yuuuge Games,28,24,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0,,,
833500,833500,Thunder Rally,Typical Entertainment,Typical Entertainment,28,28,0,0,"0 .. 20,000",0,0,0,0,1299,1299,0,0,,,
855580,855580,Ahlman Arcade 2018,Team in Time,Ahlman Game Studio,28,18,10,0,"0 .. 20,000",0,0,0,0,0,0,0,0,,,
855700,855700,Trippy Jump,Semi Sağlam,My Way Games,28,16,12,0,"0 .. 20,000",0,0,0,0,499,499,0,0,,,
911520,911520,One More Roll,PapayaDev,PapayaDev,28,26,2,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0,,,
1058500,1058500,Muscle Car Robot,A Nostru,My Way Games,28,16,12,0,"0 .. 20,000",0,0,0,0,99,99,0,0,,,
