_key,appid,name,developer,publisher,score_rank,soma,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,divisão,initialprice,discount,ccu
501050,501050,Emerland Solitaire: Endless Journey,Rainbow Games,Rainbow Games,,94,72,22,0,"20,000 .. 50,000",54,0,92,0,0,0,0,0,4
504620,504620,"Grid Legion, Storm",Wind Jester Games,Wind Jester Games,,26,20,6,0,"0 .. 20,000",193,0,193,0,0,0,0,0,0
509580,509580,The Lord of the Rings: Adventure Card Game - Definitive Edition,,Asmodee Digital,,1377,1020,357,0,"20,000 .. 50,000",149,0,149,0,1999,"19,99",1999,0,12
512260,512260,Avalon Legends Solitaire 2,Anawiki Games,Anawiki Games,,50,44,6,0,"20,000 .. 50,000",0,0,0,0,999,"9,99",999,0,2
512560,512560,HoCWar,HoCWar,HoCWar,,122,70,52,0,"20,000 .. 50,000",178,0,178,0,0,0,0,0,0
514780,514780,Best in Show Solitaire,Graduate Games,Graduate Games,,19,9,10,0,"0 .. 20,000",120,0,120,0,499,"4,99",499,0,0
516030,516030,Insane Robots,Playniac,Playniac,,24,19,5,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,0
517110,517110,Cards of Chaos,NULL Errors,NULL Errors,,16,12,4,0,"0 .. 20,000",151,0,151,0,0,0,0,0,0
520680,520680,Lost Cities,BlueLine Games,BlueLine Games,,23,9,14,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0
523600,523600,Card Creator,Pixelatto,Pixelatto,,391,299,92,0,"20,000 .. 50,000",0,0,0,0,3999,"39,99",3999,0,44
527040,527040,Armies of Riddle CLASSIC,Game Scorpion Inc.,Game Scorpion Inc.,,2,0,2,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0
528070,528070,Solitaire Beach Season,Creobit,8Floor,,72,50,22,0,"20,000 .. 50,000",306,0,337,0,499,"4,99",499,0,3
528450,528450,Hunt: The Unknown Quarry,"Quicksilver Software, Inc.","Quicksilver Software, Inc.",,42,29,13,0,"50,000 .. 100,000",89,0,178,0,0,0,0,0,0
529840,529840,Brawl of Ages,"BNA Studios, LLC","S2 Games, LLC",,778,535,243,0,"200,000 .. 500,000",284,0,258,0,0,0,0,0,0
530720,530720,Solitaire Royale,EnsenaSoft,EnsenaSoft,,41,24,17,0,"0 .. 20,000",268,0,268,0,0,0,0,0,2
531540,531540,Hidden Dimensions 3,Stijn Van Cauter,Stijn Van Cauter,,68,54,14,0,"0 .. 20,000",178,0,178,0,0,0,0,0,1
531640,531640,Eternal Card Game,Dire Wolf,Dire Wolf,,6383,4987,1396,0,"500,000 .. 1,000,000",533,0,83,0,0,0,0,0,343
534270,534270,Solitaire 220 Plus,magnussoft,magnussoft,,7,5,2,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,1
536040,536040,Cards of Cthulhu,Awoker Games,Awoker Games,,184,126,58,0,"0 .. 20,000",399,0,399,0,99,"0,99",99,0,0
536930,536930,MOBIUS FINAL FANTASY,Square Enix,Square Enix,,4347,3162,1185,0,"1,000,000 .. 2,000,000",425,0,65,0,0,0,0,0,1
539300,539300,Solitaire,Sanuk Games,Nacon,,95,43,52,0,"0 .. 20,000",214,0,214,0,999,"9,99",999,0,5
544730,544730,Catan Universe,Endava,USM,,9181,5231,3950,0,"1,000,000 .. 2,000,000",434,0,103,0,0,0,0,0,1757
544810,544810,KARDS - The WWII Card Game,1939 Games,1939 Games,,23273,19177,4096,0,"1,000,000 .. 2,000,000",977,114,73,188,0,0,0,0,976
545200,545200,Super Blackjack Battle 2 Turbo Edition - The Card Warriors,Stage Clear Studios,Headup Games,,37,20,17,0,"0 .. 20,000",313,0,313,0,1199,"11,99",1199,0,0
547680,547680,Guild Quest,Hyper Hippo Games,Hyper Hippo Games,,1707,1152,555,0,"200,000 .. 500,000",699,0,45,0,0,0,0,0,11
548560,548560,Manastorm: Champions of G'nar,DaGGaSoft,DaGGaSoft,,69,45,24,0,"0 .. 20,000",13,0,13,0,499,"4,99",499,0,0
550740,550740,Battles of the Valiant Universe CCG,Silent Legends,Silent Legends,,29,13,16,0,"0 .. 20,000",179,0,179,0,0,0,0,0,0
553210,553210,"Warhammer 40,000: Space Wolf",HeroCraft PC,HeroCraft PC,,1165,772,393,0,"100,000 .. 200,000",206,0,254,0,1799,"17,99",1799,0,15
556190,556190,Seven Seas Solitaire,Anawiki Games,Anawiki Games,,32,25,7,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,2
556530,556530,Faerie Solitaire Dire,Subsoap,Puppygames,,41,30,11,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,2
556820,556820,Warbands: Bushido,Red Unit Studios,Red Unit Studios,,1139,794,345,0,"100,000 .. 200,000",179,0,179,0,0,0,0,0,4
557410,557410,Dream Quest,Peter Whalen,Peter Whalen,,258,233,25,0,"0 .. 20,000",1305,0,1305,0,999,"9,99",999,0,4
561680,561680,Santa's Christmas Solitaire,The Revills Games,Big Fish Games,,25,25,0,0,"0 .. 20,000",0,0,0,0,699,"6,99",699,0,0
562540,562540,Cabals: Card Blitz,Kyy Games,BISBOG SA,,95,51,44,0,"100,000 .. 200,000",126,0,126,0,0,0,0,0,1
562810,562810,MONOPOLY PLUS,Ubisoft Pune,Ubisoft,,11258,4846,6412,0,"500,000 .. 1,000,000",268,4,223,4,1499,"14,99",1499,0,183
570490,570490,SHENZHEN SOLITAIRE,Zachtronics,Zachtronics,,159,154,5,0,"0 .. 20,000",178,0,178,0,299,"2,99",299,0,0
575720,575720,Mighty Party,Panoramik Inc,Panoramik Inc,,2182,1319,863,0,"200,000 .. 500,000",264,0,92,0,0,0,0,0,243
575970,575970,Golem Gates,"Laser Guided Games, LLC","Laser Guided Games, LLC",,107,89,18,0,"0 .. 20,000",0,0,0,0,2499,"24,99",2499,0,1
576690,576690,Chess: King of Crowns Chess Online,none,none,,9,3,6,0,"20,000 .. 50,000",331,0,331,0,0,0,0,0,0
577490,577490,Minos Strategos,BrainGoodGames,BrainGoodGames,,37,34,3,0,"20,000 .. 50,000",138,0,138,0,799,"7,99",799,0,0
579940,579940,Race for the Galaxy,Temple Gates Games,Temple Gates Games,,320,294,26,0,"20,000 .. 50,000",507,0,507,0,799,"7,99",799,0,21
583930,583930,Faerie Solitaire Remastered,Subsoap,Subsoap,,471,416,55,0,"20,000 .. 50,000",90,0,90,0,1499,"14,99",1499,0,10
583950,583950,Artifact,Valve,Valve,,24812,11563,13249,0,"1,000,000 .. 2,000,000",899,0,564,0,0,0,0,0,38
585020,585020,Big Bia,Pixel House Games,INDIECN,,1182,987,195,0,"20,000 .. 50,000",1084,0,1084,0,1199,"14,99",1499,20,38
586030,586030,Shardbound,Spiritwalk Games,Spiritwalk Games,,1197,909,288,0,"200,000 .. 500,000",74,0,89,0,0,0,0,0,1
586390,586390,Missile Cards,Nathan Meunier,Nathan Meunier,,55,51,4,0,"0 .. 20,000",179,0,179,0,499,"4,99",499,0,0
587460,587460,Knightfall: Rivals,Behaviour Interactive Inc.,Behaviour Interactive Inc.,,100,58,42,0,"50,000 .. 100,000",84,0,132,0,0,0,0,0,0
590670,590670,Epic Card Game,Wise Wizard Games,Wise Wizard Games,,104,77,27,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,1
591960,591960,Animation Throwdown: The Quest for Cards,"Synapse Games, Chinzilla",Kongregate,,3151,2379,772,0,"200,000 .. 500,000",1730,30,109,30,0,0,0,0,83
597970,597970,Age of Rivals,Dark Inertia Studios,Roboto Games,,213,186,27,0,"20,000 .. 50,000",0,0,0,0,899,"8,99",899,0,0
598610,598610,Avalon Legends Solitaire,Anawiki Games,Anawiki Games,,25,16,9,0,"0 .. 20,000",0,0,0,0,899,"8,99",899,0,2
598810,598810,Carcassonne - Tiles & Tactics,Artefacts,Asmodee Digital,,1734,1455,279,0,"200,000 .. 500,000",448,0,504,0,999,"9,99",999,0,120
601510,601510,Yu-Gi-Oh! Duel Links,Konami Digital Entertainment,Konami Digital Entertainment,,37119,31140,5979,0,"2,000,000 .. 5,000,000",3364,0,178,0,0,0,0,0,3647
601840,601840,Griftlands,Klei Entertainment,Klei Entertainment,,11888,11307,581,0,"200,000 .. 500,000",781,509,411,724,1999,"19,99",1999,0,305
606230,606230,Thea 2: The Shattering,"MuHa Games, Eerie Forest Studio",MuHa Games,,1869,1459,410,0,"100,000 .. 200,000",1182,0,1257,0,2499,"24,99",2499,0,61
609940,609940,KROSMAGA,Ankama Studio,Ankama Games,,947,700,247,0,"100,000 .. 200,000",250,0,277,0,0,0,0,0,5
613670,613670,The Chronicles of Dragon Wing - Reborn,Dragon Wing Studio,Dragon Wing Studio,,210,169,41,0,"20,000 .. 50,000",0,0,0,0,1999,"19,99",1999,0,5
615340,615340,Mystic Journey: Tri Peaks Solitaire,FIVE-BN GAMES,FIVE-BN GAMES,,136,74,62,0,"20,000 .. 50,000",138,0,138,0,0,0,0,0,4
618080,618080,Martial Arts Brutality,Cold Beam Games,Cold Beam Games,,670,571,99,0,"50,000 .. 100,000",170,0,309,0,0,0,0,0,2
618990,618990,Into Oblivion,Gramps Games,CoaguCo Industries,,14,13,1,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
619230,619230,VEmpire - The Kings of Darkness,Wolfgang Lueger,Vempire Entertainment,,26,19,7,0,"0 .. 20,000",0,0,0,0,1399,"13,99",1399,0,0
620640,620640,Lightning: D-Day,HexWar Games,HexWar Games,,19,8,11,0,"0 .. 20,000",177,0,177,0,999,"9,99",999,0,0
622440,622440,Pandemic: The Board Game,Asmodee Digital,"Asmodee Digital, Z-Man Games",,619,366,253,0,"50,000 .. 100,000",66,0,78,0,0,0,0,0,15
623160,623160,Zombie Solitaire 2 Chapter 1,rokaplay,rokaplay,,68,53,15,0,"0 .. 20,000",156,0,156,0,899,"8,99",899,0,2
623170,623170,Zombie Solitaire 2 Chapter 2,rokaplay,rokaplay,,43,39,4,0,"0 .. 20,000",239,0,239,0,899,"8,99",899,0,1
623180,623180,Zombie Solitaire 2 Chapter 3,rokaplay,rokaplay,,35,31,4,0,"0 .. 20,000",189,0,189,0,899,"8,99",899,0,0
628190,628190,決戰亞爾薩/Heroes of Arzar,"USERJOY Technology Co.,Ltd.","USERJOY Technology Co.,Ltd.",,75,40,35,0,"20,000 .. 50,000",188,0,188,0,0,0,0,0,0
630050,630050,Dead Exit,RadiationBurn,RadiationBurn,,31,22,9,0,"0 .. 20,000",0,0,0,0,599,"5,99",599,0,0
630470,630470,Solitaire Club,,familyplay,,17,12,5,0,"0 .. 20,000",134,0,134,0,499,"4,99",499,0,0
630690,630690,Interplay Solitaire,Digital Theory Ltd.,Interplay Entertainment Corp.,,16,6,10,0,"0 .. 20,000",184,0,184,0,1999,"19,99",1999,0,0
636050,636050,5 Star Rio Resort,familyplay,familyplay,,27,20,7,0,"0 .. 20,000",197,0,197,0,899,"8,99",899,0,0
636560,636560,Runewards: Strategy Card Game,ReaverGames,Team DYO,,58,31,27,0,"20,000 .. 50,000",178,0,178,0,0,0,0,0,0
639230,639230,Rival Books of Aster,Stitch Media,Stitch Media,,51,35,16,0,"20,000 .. 50,000",179,0,179,0,0,0,0,0,0
640850,640850,AZORIAN KINGS,"Azorian, kron0s_alexey, Pavel_Balakin",Elina Faritovna Balakina,,132,89,43,0,"0 .. 20,000",186,0,186,0,0,0,0,0,0
643980,643980,Ironbound,Secret Level SRL,"Making Fun, Inc.",,253,172,81,0,"50,000 .. 100,000",97,0,97,0,0,0,0,0,2
646570,646570,Slay the Spire,Mega Crit Games,Mega Crit Games,,112241,109893,2348,0,"2,000,000 .. 5,000,000",4729,241,1776,208,2499,"24,99",2499,0,8722
648340,648340,Harald: A Game of Influence,3DDUO,Asmodee Digital,,23,7,16,0,"0 .. 20,000",120,0,120,0,0,0,0,0,0
648430,648430,Hand of the Gods,Hi-Rez Studios,Hi-Rez Studios,,1291,744,547,0,"200,000 .. 500,000",142,0,37,0,0,0,0,0,0
651340,651340,Shephy,Arc System Works,Arc System Works,,139,109,30,0,"0 .. 20,000",138,0,157,0,499,"4,99",499,0,2
651470,651470,Onirim - Solitaire Card Game,"Asmodee Digital, Playsoft, Z-Man Games",Asmodee Digital,,196,158,38,0,"50,000 .. 100,000",113,0,132,0,0,0,0,0,1
654300,654300,Darkest Hunters,ECC GAMES S.A.,Ultimate Games S.A.,,101,54,47,0,"0 .. 20,000",240,0,240,0,599,"5,99",599,0,0
655020,655020,Unreal Estate,Afterthought Games,Afterthought Games,,42,29,13,0,"0 .. 20,000",179,0,179,0,0,0,0,0,0
655480,655480,Solar Settlers,BrainGoodGames,BrainGoodGames,,259,249,10,0,"20,000 .. 50,000",0,0,0,0,999,"9,99",999,0,2
657730,657730,Wolflord - Werewolf Online,LizardFactory,LizardFactory,,165,145,20,0,"100,000 .. 200,000",243,0,264,0,499,"4,99",499,0,1
658330,658330,Triplicity,Conflux Games,Conflux Games,,20,18,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0
658970,658970,CasinoRPG,GoldFire Studios,GoldFire Studios,,220,137,83,0,"50,000 .. 100,000",189,0,189,0,0,0,0,0,21
661280,661280,Dresden Files Cooperative Card Game,Hidden Achievement LLC,Hidden Achievement LLC,,102,82,20,0,"0 .. 20,000",0,0,0,0,1699,"16,99",1699,0,1
662230,662230,Trendpoker 3D: Texas Hold'em Poker,BufoProject,BufoProject,,81,57,24,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,4
663390,663390,Rento Fortune: Online Dice Board Game (大富翁),LAN - GAMES LTD,LAN - GAMES LTD,,2729,1346,1383,0,"200,000 .. 500,000",414,0,312,0,499,"4,99",499,0,94
666170,666170,Space Betrayers,Kalopsita Games,Kalopsita Games,,1,1,0,0,"0 .. 20,000",0,0,0,0,2499,"24,99",2499,0,0
666800,666800,Solitaire - Cat Pirate Portrait,Boogygames Studios,Boogygames Studios,,31,20,11,0,"20,000 .. 50,000",207,0,207,0,199,"1,99",199,0,0
668610,668610,Lords of War,WeMakeApp Studio,WeMakeApp Studio,,43,27,16,0,"0 .. 20,000",179,0,179,0,0,0,0,0,0
669000,669000,Six-ear Macaque,FeatherFan,FeatherFan,,11,6,5,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0
672160,672160,OldMaidGirl,Vrai,Vrai,,74,52,22,0,"0 .. 20,000",14,0,14,0,199,"1,99",199,0,0
675410,675410,Eternal Essence,Blur Entertainment Inc.,Blur Entertainment Inc.,,43,29,14,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0
675990,675990,Questr,Mutant Entertainment Studios,Mutant Entertainment Studios,,29,22,7,0,"0 .. 20,000",121,0,121,0,299,"2,99",299,0,0
676450,676450,Double Memory,Tyler Stansfield Jaggers,Overidon Omnimedia,,28,20,8,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0
676490,676490,Heroes of Civilizations,Heroes Dev Team,Heroes Dev Team,,53,14,39,0,"20,000 .. 50,000",179,0,179,0,0,0,0,0,0
679820,679820,Solitaire Mystery: Stolen Power,Dikobraz Games,JoyBits Ltd.,,28,15,13,0,"0 .. 20,000",292,0,292,0,699,"6,99",699,0,1
680310,680310,Poker World - Single Player,"Azerion, Youda Games Holding B.V.",Azerion,,291,134,157,0,"50,000 .. 100,000",49,116,62,116,0,0,0,0,34
681730,681730,Nowhere Prophet,Sharkbomb Studios,No More Robots,,899,665,234,0,"50,000 .. 100,000",325,0,368,0,2499,"24,99",2499,0,9
682620,682620,Cosmos Invictus,Pegnio Ltd,Pegnio Ltd,,58,28,30,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0
684040,684040,Logos,Logos Universe,Bertalan Zoltán e.v.,,31,19,12,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
685370,685370,Jewels of the Mysterious Woodland,Boogygames Studios,Boogygames Studios,,10,3,7,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0
685400,685400,Skelly Selest,Anthony Case,Caiysware,,248,235,13,0,"20,000 .. 50,000",311,0,311,0,499,"4,99",499,0,0
685420,685420,Grace of Zordan,Cybergrotex,Cybergrotex,,158,87,71,0,"50,000 .. 100,000",258,0,258,0,0,0,0,0,0
686580,686580,Storms of Shambhala,Corwin Peters,Mythos Method,,4,4,0,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0
687280,687280,The Awakening,"Dark Polygon Ltda., Jalomot Ltda.",Dark Polygon Ltda.,,55,28,27,0,"20,000 .. 50,000",189,0,189,0,0,0,0,0,0
687630,687630,Epic Cards Battle 2 (TCG),momoStorm Entertainment,momoStorm Entertainment,,112,67,45,0,"50,000 .. 100,000",182,0,296,0,0,0,0,0,0
690670,690670,Klondike Solitaire Kings,Boogygames Studios,Boogygames Studios,,8,3,5,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
693050,693050,Dumb Stone Card Game,FlyingCubicle,-,,10,2,8,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0
693240,693240,Mahjong Challenge,Boogygames Studios,Boogygames Studios,,9,3,6,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0
698640,698640,Deep Sky Derelicts,Snowhound Games,1C Entertainment,,2179,1650,529,0,"50,000 .. 100,000",237,0,238,0,1999,"19,99",1999,0,26
702510,702510,Mille Bornes,Payoff Technologies,Asmodee Digital,,45,19,26,0,"0 .. 20,000",0,0,0,0,0,0,0,0,1
704480,704480,Durak!,Funghisoft,Funghisoft,,63,47,16,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0
705220,705220,Tactical Monsters Rumble Arena,Camex Games,Camex Games,,4513,4024,489,0,"500,000 .. 1,000,000",1056,83,109,83,0,0,0,0,98
705810,705810,Wuxing Master 五行师(CCG),"Chengdu Touch Times Technology Co., Ltd","Chengdu Touch Times Technology Co., Ltd",,215,162,53,0,"20,000 .. 50,000",134,0,268,0,0,0,0,0,9
707610,707610,Food Mahjong,Boogygames Studios,Boogygames Studios,,9,6,3,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0
709940,709940,Weapon and Armor: Mahjong,Boogygames Studios,Boogygames Studios,,7,7,0,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0
710700,710700,Paperback: The Game,Mark Fassett,Fowers Games,,44,30,14,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
715310,715310,Urban Rivals,Acute Games,Acute Games,,453,283,170,0,"100,000 .. 200,000",552,0,581,0,0,0,0,0,7
716100,716100,Bohnanza The Duel,DIGIDICED,DIGIDICED,,15,8,7,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0
717640,717640,Reigns: Her Majesty,"Nerial, Synaptic Insight Technology Systems",Devolver Digital,,1033,881,152,0,"100,000 .. 200,000",114,0,114,0,299,"2,99",299,0,7
718670,718670,Cultist Simulator,Weather Factory,Weather Factory,,8485,6653,1832,0,"500,000 .. 1,000,000",482,142,282,142,1999,"19,99",1999,0,332
718750,718750,Epic Battles of History,Frag Games,The Dream Team DMCC,,8,4,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0
719630,719630,Malkyrs,Malkyrs Studio,Malkyrs Studio,,8,4,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0
722810,722810,Casual Spider Solitaire,Fair Games,Fair Games,,8,4,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0
723410,723410,Doomtrooper CCG,Secret Cow Level,Secret Cow Level,,136,106,30,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,3
725170,725170,Home Run Solitaire,The Revills Games,The Revills Games,,19,16,3,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
730450,730450,AXYOS: Battlecards,Axyos Games,Axyos Games,,29,24,5,0,"20,000 .. 50,000",0,0,0,0,499,"4,99",499,0,0
733030,733030,Famousity Card Game,Hotovo,Hotovo,,8,6,2,0,"0 .. 20,000",188,0,188,0,299,"2,99",299,0,0
734020,734020,Legendary DXP,SkyReacher Entertainment,The Upper Deck Company,,87,47,40,0,"50,000 .. 100,000",180,0,180,0,0,0,0,0,2
737500,737500,Chio Hero,Bone Game,Coconut Island Games,,44,35,9,0,"0 .. 20,000",270,0,270,0,0,0,0,0,1
739050,739050,Deck Casters,Rock Nano Global,Rock Nano Global,,117,106,11,0,"0 .. 20,000",0,0,0,0,1599,"15,99",1599,0,0
740240,740240,Snake Eyes Dungeon,Tetabester,"GrabTheGames, Tetabester, Inca Games",,64,32,32,0,"0 .. 20,000",179,0,179,0,499,"4,99",499,0,0
745000,745000,Card Crawl,Arnold Rauers,Arnold Rauers,,155,114,41,0,"20,000 .. 50,000",0,0,0,0,299,"2,99",299,0,0
747540,747540,AcChen - Tile matching the Arcade way,Stefan Preuss,Stefan Preuss,,8,6,2,0,"20,000 .. 50,000",188,0,188,0,399,"3,99",399,0,0
748940,748940,Rise of Legions,Broken Games,Crunchy Leaf Games,,1643,1359,284,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0,1
754520,754520,Animals Memory,Laush Dmitriy Sergeevich,Laush Dmitriy Sergeevich,,51,45,6,0,"0 .. 20,000",178,0,178,0,499,"4,99",499,0,0
755950,755950,Fantasy Quest Solitaire,rokaplay,rokaplay,,82,70,12,0,"0 .. 20,000",180,0,180,0,899,"8,99",899,0,1
756360,756360,LINCH,Datura Games,Datura Games,,169,103,66,0,"20,000 .. 50,000",654,0,654,0,599,"5,99",599,0,0
758370,758370,Through the Ages,CGE Digital,CGE Digital,,1679,1526,153,0,"100,000 .. 200,000",468,0,468,0,1599,"15,99",1599,0,141
758980,758980,Poker Legends: Texas Hold'em Poker Tournaments,DYNAMICNEXT,DYNAMICNEXT,,556,428,128,0,"50,000 .. 100,000",159,0,184,0,0,0,0,0,20
762110,762110,Meow Wars: Card Battle,Taco Truck Games,Taco Truck Games,,14,9,5,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
762560,762560,ManaRocks,Rockgames,Rockgames,,355,278,77,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,0
763340,763340,Brave Hand,Heart Shaped Games LLC,Heart Shaped Games LLC,,27,22,5,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0
766040,766040,Gloom: Digital Edition,Sky Ship Studios,Sky Ship Studios,,154,56,98,0,"100,000 .. 200,000",189,0,189,0,699,"6,99",699,0,0
768290,768290,Snow White Solitaire. Charmed Kingdom,DigiMight,DigiMight,,49,43,6,0,"0 .. 20,000",293,0,293,0,699,"6,99",699,0,1
769560,769560,月圆之夜 (Night of Full Moon),Giant Games,Giant Games,,6505,5729,776,0,"200,000 .. 500,000",296,77,335,77,0,0,0,0,298
769730,769730,Awkward,Snap Finger Click,Snap Finger Click,,61,46,15,0,"0 .. 20,000",2,0,2,0,1199,"11,99",1199,0,0
770100,770100,One Deck Dungeon,Handelabra Games Inc.,Handelabra Games Inc.,,616,488,128,0,"0 .. 20,000",284,0,284,0,999,"9,99",999,0,11
773530,773530,Magic Nations - Card Game,Prime Bit Games SA,Prime Bit Games SA,,124,89,35,0,"0 .. 20,000",94,0,94,0,1499,"14,99",1499,0,0
775520,775520,Animals Memory: Dinosaurs,Laush Dmitriy Sergeevich,Laush Studio,,32,29,3,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0
775910,775910,Animals Memory: Birds,Laush Dmitriy Sergeevich,Laush Studio,,30,27,3,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0
777340,777340,Animals Memory: Underwater Kingdom,Laush Dmitriy Sergeevich,Laush Studio,,22,19,3,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0
778340,778340,Animals Memory: Dogs,Laush Dmitriy Sergeevich,Laush Studio,,30,25,5,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0
778860,778860,Animals Memory: Insect,Laush Dmitriy Sergeevich,Laush Studio,,28,23,5,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0
780290,780290,Gloomhaven,Flaming Fowl Studios,Asmodee Digital,,10158,8868,1290,0,"200,000 .. 500,000",632,0,742,0,3499,"34,99",3499,0,2083
780320,780320,Snow White Solitaire. Legacy of Dwarves,DigiMight,DigiMight,,20,12,8,0,"0 .. 20,000",0,0,0,0,599,"5,99",599,0,0
780580,780580,Lost in the Dungeon,Eggon Srl,Eggon Srl,,112,69,43,0,"0 .. 20,000",167,0,167,0,599,"5,99",599,0,0
782570,782570,无尽之路,掌烛文化,掌烛文化,,463,348,115,0,"20,000 .. 50,000",269,0,269,0,999,"9,99",999,0,8
786850,786850,Roun,Dave Catling,Dave Catling,,44,27,17,0,"0 .. 20,000",94,0,94,0,0,0,0,0,0
787710,787710,Comrades and Barons: Solitaire of Bloody 1919,Maris Ozols,Maris Ozols,,41,37,4,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0
790600,790600,Stormbound,"Paladin Studios, Sheepyard",Sheepyard,,952,677,275,0,"100,000 .. 200,000",54,0,63,0,0,0,0,0,31
792570,792570,BattleCON: Online,Level 99 Games,Level 99 Games,,269,199,70,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,1
793250,793250,Casino Poker,ThatGame Pty Ltd,Funbox Media Ltd,,2,0,2,0,"50,000 .. 100,000",0,0,0,0,299,"2,99",299,0,0
794800,794800,Clue/Cluedo: The Classic Mystery Game,Marmalade Game Studio Ltd,Marmalade Game Studio Ltd,,2092,1844,248,0,"100,000 .. 200,000",546,0,567,0,1199,"11,99",1199,0,81
797430,797430,HD Poker: Texas Hold'em,Z4,Z4,,3307,2770,537,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0,263
798510,798510,SUPER DRAGON BALL HEROES WORLD MISSION,"Dimps Corporation, SAFARI GAMES Co., Ltd.",BANDAI NAMCO Entertainment,,1237,1057,180,0,"100,000 .. 200,000",667,0,856,0,5999,"59,99",5999,0,23
799800,799800,Animals Memory: Cats,Laush Dmitriy Sergeevich,Laush Studio,,56,51,5,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0
799960,799960,Wizard101,KingsIsle Entertainment,KingsIsle Entertainment,,4571,3676,895,0,"500,000 .. 1,000,000",327,0,68,0,0,0,0,0,452
800270,800270,Terraforming Mars,Asmodee Digital,Asmodee Digital,,4505,3359,1146,0,"200,000 .. 500,000",899,0,1674,0,1999,"19,99",1999,0,694
800350,800350,Casino Blackjack,ThatGame Pty Ltd,Funbox Media Ltd,,8,7,1,0,"20,000 .. 50,000",0,0,0,0,299,"2,99",299,0,0
800840,800840,Jesters Poker,Jester,Jester,,2,0,2,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
801210,801210,Spellsword Cards: Demontide,One Up Plus Entertainment,One Up Plus Entertainment,,72,48,24,0,"0 .. 20,000",0,0,0,0,599,"5,99",599,0,1
802190,802190,The Land of Glass,Dual Wield Software,Dual Wield Software,,17,11,6,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0
804010,804010,SteamWorld Quest: Hand of Gilgamech,Image & Form Games,Thunderful Publishing,,1361,1196,165,0,"200,000 .. 500,000",304,0,320,0,2499,"24,99",2499,0,14
804730,804730,Third Front: WWII,Hamsters Gaming,Hamsters Gaming,,358,224,134,0,"20,000 .. 50,000",298,0,298,0,799,"7,99",799,0,1
807860,807860,Mafia Gambling,Gamenesis,Gamenesis,,14,5,9,0,"0 .. 20,000",178,0,178,0,0,0,0,0,0
813240,813240,Grim Town: Battle Tales,Gamenesis,Gamenesis,,17,5,12,0,"0 .. 20,000",217,0,217,0,0,0,0,0,0
815040,815040,Star Trek Adversaries,Puppet Master Games,Puppet Master Games,,294,170,124,0,"50,000 .. 100,000",179,0,179,0,0,0,0,0,0
815250,815250,Magic League,Art Of Adventures,Art Of Adventures,,17,3,14,0,"0 .. 20,000",178,0,178,0,0,0,0,0,0
