_key,appid,name,developer,publisher,score_rank,soma,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,divisão,initialprice,discount,ccu
1634990,1634990,Mark Out! The Wrestling Card Game,Shannon Williams,Shannon Williams,,47,45,2,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,1
1636550,1636550,Laruaville 11 Match 3 Puzzle,LGT SIA,LGT SIA,,8,7,1,0,"0 .. 20,000",0,0,0,0,699,"6,99",699,0,0
1638390,1638390,Indies' Lies,"Fun Square Games, Erabit",Erabit,,314,264,50,0,"0 .. 20,000",2134,0,2134,0,1499,"14,99",1499,0,47
1640000,1640000,Bird's Eye,Apple Dash,Apple Dash,,1,0,1,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0
1643180,1643180,Artist Life Simulator,Interactive Fate,Interactive Fate,,20,18,2,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,0
1646710,1646710,Demon Cycle,Rise,Rise,,11,11,0,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0
1647700,1647700,Animal Defense Versus,电钮组,"电钮组, B1 GAME",,15,12,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0,3
1648230,1648230,Inside the Memories,Delta Arcade,Delta Arcade,,15,15,0,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0
1648450,1648450,Card Tower Defence,EastVillage,Eastvillage,,4,3,1,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0
1650890,1650890,One more game,HY studio,HY studio,,12,8,4,0,"0 .. 20,000",0,0,0,0,99,"1,99",199,50,0
1655480,1655480,Freebooter of SPLORR!!,TheGrumpyGameDev,TheGrumpyGameDev,,15,15,0,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
1659070,1659070,Charisma X: Bulk Instagram Media Downloader,GameDev_ToolMaker,GameDev_ToolMaker,,2,0,2,0,"0 .. 20,000",0,0,0,0,2999,"29,99",2999,0,0
1665080,1665080,JUMANJI: The Curse Returns,Marmalade Game Studio Ltd,Marmalade Game Studio Ltd,,38,20,18,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0
1665810,1665810,2048 Royal Cards,Mr.Davudov,Mr.Davudov,,3,2,1,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0
1666090,1666090,Karanos Solitaire,Rokas,Rokas,,2,2,0,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0
1666430,1666430,Candy land,Phoenixxx Games,Phoenixxx Games,,5,2,3,0,"20,000 .. 50,000",0,0,0,0,999,"9,99",999,0,0
1667290,1667290,Anime Cards,wow wow Games,wow wow Games,,3,1,2,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0
1668690,1668690,Alina of the Arena,PINIX,"PINIX, IndieArk",,1456,1338,118,0,"50,000 .. 100,000",657,154,907,154,1299,"12,99",1299,0,91
1669340,1669340,尘埃见闻录,嘻咯夜X,七彩绘色游戏,,89,86,3,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0
1670310,1670310,孑游列国,Mystical95 Studio,Mystical95 Studio,,21,16,5,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0
1671590,1671590,Paladin's Oath,Fire Biscuit Games,Fire Biscuit Games,,47,44,3,0,"20,000 .. 50,000",0,0,0,0,1499,"14,99",1499,0,2
1672780,1672780,Dice & Dungeons,Beni Games,Beni Games,,21,17,4,0,"20,000 .. 50,000",0,0,0,0,299,"2,99",299,0,3
1673650,1673650,¡Arre Unicornio!,Clygames,"Clygames, Cerebrer Games",,11,11,0,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0
1675920,1675920,Jewel Match Solitaire Summertime,Suricate Software,Grey Alien Games,,6,5,1,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,2
1678740,1678740,Soccer Cup Solitaire,AnaWiki Games,HH-Games,,9,8,1,0,"0 .. 20,000",0,0,0,0,599,"5,99",599,0,0
1678760,1678760,Arcano: The Trickery,Jonathan Calsolaro,Jonathan Calsolaro,,10,8,2,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
1680300,1680300,Spades,Marcus Andersson,fullrune,,4,2,2,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0
1681840,1681840,Summoners Fate,"D20Studios, LLC","D20Studios, LLC, WhisperGames",,29,27,2,0,"0 .. 20,000",0,0,0,0,1799,"19,99",1999,10,45
1682580,1682580,Smithy Wars,Bigboot Studios,Bigboot Studios,,22,18,4,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,2
1684870,1684870,Lifing,Machine Nun,Machine Nun,,5,3,2,0,"0 .. 20,000",0,0,0,0,599,"5,99",599,0,0
1685950,1685950,Seblen: Battle!,Legible Solutions,Legible Solutions,,2,2,0,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0
1689060,1689060,Endless Soul Light Solitaire,DigiMight,DigiMight,,2,2,0,0,"0 .. 20,000",0,0,0,0,599,"5,99",599,0,0
1689090,1689090,CITY WARS: TOKYO REIGN,Mojo Bones Ltd,Mojo Bones Ltd,,19,16,3,0,"0 .. 20,000",0,0,0,0,2499,"24,99",2499,0,5
1691830,1691830,Temple with traps,Hede Games,Hede Games,,5,0,5,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0
1693660,1693660,Cards of Patience,Max Ritters,Max Ritters,,20,19,1,0,"0 .. 20,000",0,0,0,0,149,"4,99",499,70,0
1694420,1694420,Card Survival: Tropical Island,WinterSpring Games,WinterSpring Games,,159,156,3,0,"0 .. 20,000",0,0,0,0,1699,"16,99",1699,0,14
1698910,1698910,Hardcore Trivia,F-Games,JTS Development,,1,0,1,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0
1701140,1701140,Atomic Cards,SerVG,Hide Head,,44,35,9,0,"20,000 .. 50,000",0,0,0,0,799,"7,99",799,0,0
1701150,1701150,Cats - Classic Onet Connect,Boogygames Studios,Boogygames Studios,,2,2,0,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,1
1702830,1702830,BLACKJACK and WAIFUS Hentai Version,KG/AM,KG/AM,,100,83,17,0,"0 .. 20,000",0,0,0,0,69,"0,99",99,30,6
1707870,1707870,RiffTrax: The Game,"Wide Right Interactive, Mark Zorn, Kurt Wojda",Wide Right Interactive,,82,78,4,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,14
1709180,1709180,Solitaire Expeditions,Quirky Porcupine,Quirky Porcupine,,24,23,1,0,"0 .. 20,000",0,0,0,0,1199,"11,99",1199,0,3
1709260,1709260,Dice Tourney,Enoops,Enoops,,20,10,10,0,"0 .. 20,000",0,0,0,0,79,"3,99",399,80,0
1709900,1709900,Tower Tactics: Liberation,AsraWorks,AsraWorks,,345,330,15,0,"0 .. 20,000",0,0,0,0,1099,"10,99",1099,0,41
1716200,1716200,Holiday Solitaire Easter,Creobit,8floor,,2,1,1,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,1
1716940,1716940,Ancient Gods,Hexpion,Hexpion,,118,90,28,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,1
1719390,1719390,Cards and Castles 2,Red Team Games,Red Team Games,,35,29,6,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,1
1719980,1719980,Creepy Mahjong,Biim Games,Biim Games,,2,2,0,0,"0 .. 20,000",0,0,0,0,799,"7,99",799,0,0
1720160,1720160,旅者 Travelers,阅尘Atlas,阅尘Atlas,,50,42,8,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0
1720850,1720850,A=B,Artless Games,Artless Games,,310,300,10,0,"20,000 .. 50,000",0,0,0,0,499,"4,99",499,0,13
1721010,1721010,Master of the Wizards,Monoceros Beetle,Monoceros Beetle,,3,2,1,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0
1721720,1721720,战地指挥官/Battleboom,Battleboom Studio,Battleboom Studio,,30,17,13,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
1722310,1722310,Spellarium 7 - Match 3 Puzzle,LGT SIA,LGT SIA,,2,2,0,0,"0 .. 20,000",0,0,0,0,699,"6,99",699,0,0
1724670,1724670,明途之境,3Y Studio,3Y Studio,,2,2,0,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
1724910,1724910,幻想曹操传 Fantasy of Caocao,桑尼游戏,桑尼游戏,,150,46,104,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,1
1727520,1727520,Yamafuda! 2nd station,KPC,KPC,,86,85,1,0,"0 .. 20,000",0,0,0,0,1299,"12,99",1299,0,4
1729050,1729050,The Fox in the Forest,Dire Wolf,Dire Wolf,,11,11,0,0,"0 .. 20,000",0,0,0,0,699,"6,99",699,0,1
1740080,1740080,Level Up Simulator,Ashley H.,Ashley H.,,5,5,0,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0
1746120,1746120,Halloween Trouble 3: Collector's Edition,Ironcode Gaming,Ironcode Gaming,,1,1,0,0,"0 .. 20,000",0,0,0,0,899,"8,99",899,0,2
1747800,1747800,Legendary Mahjong 2,IP Izmailov Vladimir Yurievich,IP Izmailov Vladimir Yurievich,,1,1,0,0,"0 .. 20,000",0,0,0,0,799,"7,99",799,0,0
1748660,1748660,Voice of Cards: The Forsaken Maiden,Square Enix,Square Enix,,101,66,35,0,"0 .. 20,000",1209,0,1209,0,2999,"29,99",2999,0,5
1751700,1751700,Dungeon Arsenal,wendeoo,Deadpix Studios,,6,6,0,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
1753010,1753010,Scale Enchanter,XD Games Studio,XD Games Studio,,22,20,2,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0
1754000,1754000,The Elder Scrolls Online: High Isle,ZeniMax Online Studios,Bethesda Softworks,,92,65,27,0,"0 .. 20,000",0,0,0,0,3999,"39,99",3999,0,0
1755570,1755570,Matching Cats,Opala Project,Opala Project,,22,21,1,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0
1755870,1755870,The Monster Within,GMO Free Games,GMO Free Games,,37,33,4,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,4
1760510,1760510,FAWE: Enchanted Forest,Town Portal,Town Portal,,1,1,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0
1764230,1764230,大小串串烧,广州新游星信息科技有限公司,广州新游星信息科技有限公司,,3,3,0,0,"0 .. 20,000",0,0,0,0,699,"6,99",699,0,0
1764240,1764240,Jewel Match Atlantis Solitaire 3 - Collector's Edition,Suricate Software,Grey Alien Games,,10,10,0,0,"0 .. 20,000",0,0,0,0,1299,"12,99",1299,0,9
1766390,1766390,FORWARD: Escape the Fold,Two Tiny Dice,Indie Asylum,,435,384,51,0,"0 .. 20,000",576,0,576,0,999,"9,99",999,0,7
1766650,1766650,Funny Card,HotFoodGames,HotFoodGames,,6,5,1,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0
1766750,1766750,Spelldrifter,Free Range Games,Free Range Games,,5,4,1,0,"20,000 .. 50,000",0,0,0,0,1999,"19,99",1999,0,0
1768530,1768530,MIYAMOTO S,hidekihanida,hidekihanida,,11,9,2,0,"0 .. 20,000",0,0,0,0,899,"8,99",899,0,0
1774810,1774810,Laruaville 10 Match 3 Puzzle,LGT SIA,LGT SIA,,2,1,1,0,"0 .. 20,000",0,0,0,0,699,"6,99",699,0,1
1780410,1780410,Christmas Slots - Casino Game,Boogygames Studios,Boogygames Studios,,2,1,1,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0
1780850,1780850,Cthulhu Dungeon,SanYeGame,SanYeGame,,20,17,3,0,"0 .. 20,000",0,0,0,0,699,"6,99",699,0,0
1783100,1783100,Slot Factory Create and Play - Magic Brewery,Pokies4fun,Pokies4fun,,1,0,1,0,"0 .. 20,000",0,0,0,0,3499,"34,99",3499,0,0
1787920,1787920,万界之门,焰之莲工作室,INDIECN,,83,72,11,0,"0 .. 20,000",0,0,0,0,1599,"15,99",1599,0,3
1788960,1788960,True Detective Solitaire 2,Somer Games,8floor,,2,2,0,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
1788980,1788980,Solitaire TED and PET,Somer Games,8floor,,1,1,0,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
1789100,1789100,Roman Wars: Deck Building Game,Aleksandr Zhukov,Aleksandr Zhukov,,5,5,0,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0
1789210,1789210,Laypo Simulator,Lewibie,Lewibie,,1,1,0,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0
1789360,1789360,Void Grimm,Ravery,Ravery,,12,8,4,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0
1789680,1789680,Artemis,Alberoni Martes,Alberoni Martes,,1,0,1,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0
1790630,1790630,Astral Masters,Apus Software,Apus Software,,32,30,2,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,4
1793900,1793900,Spooky Mahjong,Simple Couse,kazakovstudios,,18,13,5,0,"0 .. 20,000",0,0,0,0,1099,"10,99",1099,0,1
1794690,1794690,Nihongo Heroes,monacrea,monacrea,,4,4,0,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0
1795110,1795110,150+ Card Games Solitaire Pack,RikkiGames Limited,RikkiGames Limited,,5,4,1,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,6
1796550,1796550,Lawnarchy,BomBasta Games,BomBasta Games,,22,21,1,0,"0 .. 20,000",0,0,0,0,599,"5,99",599,0,1
1797510,1797510,Tower of the Sage,Arka,Arka,,11,10,1,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,2
1798420,1798420,End of this World,HeVIk,Gales Corp.,,17,11,6,0,"50,000 .. 100,000",0,0,0,0,999,"9,99",999,0,1
1799710,1799710,Tarot: Theo's Quest,Appa's Papas,Appa's Papas,,7,6,1,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0
1802860,1802860,大富翁少女/Rich Girls,Twilight Sonata Studio,Twilight Sonata Studio,,263,207,56,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,2
1803510,1803510,Curses of Tarot,Random Rook Studios,Random Rook Studios,,2,2,0,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0
1804760,1804760,SEARCH ALL - CANDY,Laush Dmitriy Sergeevich,Laush Studio,,26,26,0,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0
1807300,1807300,NewHrdGame,powerman,powerman,,3,3,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0
1807500,1807500,Invisible Places - Pixel Art Jigsaw Puzzle,Wise Box Studios,Wise Box Studios,,17,17,0,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0
1808620,1808620,Dragon Evo,Bromantic Games,Bromantic Games,,9,6,3,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,3
1808980,1808980,Truco,Softwaves Mini,Softwaves Dist.,,2,0,2,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0
1811140,1811140,SEARCH ALL - STEAMPUNK,Laush Dmitriy Sergeevich,Laush Studio,,24,23,1,0,"50,000 .. 100,000",0,0,0,0,199,"1,99",199,0,0
1815430,1815430,Cursed House 10 - Match 3 Puzzle,LGT SIA,LGT SIA,,2,2,0,0,"0 .. 20,000",0,0,0,0,699,"6,99",699,0,1
1822640,1822640,Rogue Dungeon,Cerberus Gate Games,Cerberus Gate Games,,16,12,4,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,3
1828070,1828070,Jester Street : Card Counting Trainer,Geek Tweak Games,Geek Tweak Games,,5,5,0,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0
1828940,1828940,Hidden Magic Town,Hede Games,"Hede Games, Hede",,2,0,2,0,"0 .. 20,000",0,0,0,0,199,"19,99",1999,90,0
1829800,1829800,Ultimate Super Powers Old Maid～3Days～,nekogameteacher,nekogameteacher,,25,23,2,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
1835360,1835360,Panacle: Back To Wild,渡鸦游戏,"渡鸦游戏, 电钮组",,10,9,1,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,2
1843230,1843230,Win by Definition,Tooru Akagi,Tooru Akagi,,2,2,0,0,"0 .. 20,000",0,0,0,0,899,"8,99",899,0,0
1849430,1849430,Alchemist of War,Oklava Games,Oklava Games,,15,13,2,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0
1850420,1850420,BYLITSA: VASNA,Dnovel,Dnovel,,15,15,0,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0
1852520,1852520,元宇宙普信男生存指南,织女星游戏,织女星游戏,,208,140,68,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0
1855930,1855930,Recruit&Adventure,ForeShine Studio,ForeShine Studio,,19,15,4,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,1
1856170,1856170,Poker - Texas,Predrag Lazic,MobileTVGames,,1,1,0,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,0
1859140,1859140,Pirate's Solitaire,Creobit,8floor,,1,1,0,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,1
1860600,1860600,The World According to Girl,yondray,yondray,,88,65,23,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,4
1863170,1863170,From Dusk To Dawn,3P Studios,3P Studios,,8,6,2,0,"0 .. 20,000",0,0,0,0,699,"6,99",699,0,0
1864850,1864850,Hidden Map,Hede Games,"Hede Games, Hede",,5,0,5,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,0
1864860,1864860,Hidden Islands,Hede Games,"Hede Games, Hede",,19,10,9,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0
1867000,1867000,Pretty Girls Speed,Zoo Corporation,Zoo Corporation,,15,15,0,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
1869280,1869280,INTO THE CTHULHU MYTHOLOGY,Saradoraon,Saradoraon,,6,6,0,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0
1870320,1870320,World Seed,Kortes,Ape Egg,,261,200,61,0,"0 .. 20,000",179,0,179,0,0,0,0,0,45
1877830,1877830,I Am Gangster,Thisisdemo,Thisisdemo,,4,4,0,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0
1880310,1880310,Oogy: Can You Help,Julian Weiss,Julian Weiss,,2,1,1,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,0
1892430,1892430,VillageBlade,PlasmaBrain Studios,PlasmaBrain Studios,,2,1,1,0,"20,000 .. 50,000",0,0,0,0,1199,"11,99",1199,0,0
1900680,1900680,Mystery Solitaire. Grimm's Tales 4,Melon Games,8floor,,1,1,0,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,1
1900690,1900690,Mystery Solitaire. The Black Raven 2,Melon Games,8floor,,3,3,0,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
1907420,1907420,SEARCH ALL - MUSHROOMS,Laush Dmitriy Sergeevich,Laush Studio,,14,13,1,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0
1910020,1910020,Pretty Girls Four Kings Solitaire,Zoo Corporation,Zoo Corporation,,15,13,2,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
1912970,1912970,Late photographer 3,okyakusama,okyakusama,,23,16,7,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
1915550,1915550,Nemesis: Lockdown,InterStudio,Awaken Realms,,221,170,51,0,"0 .. 20,000",1,0,1,0,1999,"19,99",1999,0,41
1917970,1917970,Laruaville 12,LGT SIA,LGT SIA,,2,2,0,0,"0 .. 20,000",0,0,0,0,699,"6,99",699,0,1
1919220,1919220,Automoji,Automoji Dev,Self-Published,,1,1,0,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
1922120,1922120,Mystery Solitaire. Powerful Alchemist 2,Melon Games,8floor,,2,2,0,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
1924020,1924020,QUIJOTE: Quest for Glory,Cubus Games,Cubus Games,,10,9,1,0,"0 .. 20,000",0,0,0,0,149,"1,49",149,0,1
1925910,1925910,Raven,Red River Games,Red River Games,,1,1,0,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0
1930100,1930100,Solitaire Match 2 Cards. Thanksgiving Day,Creobit,8floor,,1,1,0,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,1
1930120,1930120,Solitaire Beach Season 2,Creobit,8Floor,,1,0,1,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
1931090,1931090,Hexagonal Tower,Z.F. Gams,Z.F. Gams,,45,22,23,0,"0 .. 20,000",0,0,0,0,799,"7,99",799,0,4
1936030,1936030,Card Girl Army,小小游戏,小小游戏,,20,11,9,0,"0 .. 20,000",0,0,0,0,299,"3,99",399,25,0
1939940,1939940,Roll Player - The Board Game,Mipmap,Mipmap,,25,20,5,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0
1941660,1941660,Spider Solitaire Collection,eSolutions,eSolutions Nordic AB,,3,2,1,0,"0 .. 20,000",0,0,0,0,799,"7,99",799,0,1
1943870,1943870,FreeCell Solitaire Collection,eSolutions,eSolutions Nordic AB,,2,2,0,0,"0 .. 20,000",0,0,0,0,799,"7,99",799,0,2
1943880,1943880,Forty Thieves Solitaire Collection,eSolutions,eSolutions Nordic AB,,1,1,0,0,"0 .. 20,000",0,0,0,0,799,"7,99",799,0,1
1944730,1944730,Square Keeper,KanakStudio,JanduSoft,,8,8,0,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
1944780,1944780,Jewel Match Solitaire X Collector's Edition,Suricate Software,Grey Alien Games,,6,5,1,0,"0 .. 20,000",0,0,0,0,1299,"12,99",1299,0,6
1946590,1946590,Strategy,GC Studio,GC Studio,,15,9,6,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,9
1947050,1947050,Delivery in Space,New Dawn Game Studio,New Dawn Game Studio,,13,13,0,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0
1947260,1947260,Hidden Harbor Top-Down 3D,3D PUZZLE,"Azerbaijan Technology, Aztech",,10,10,0,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0
1948280,1948280,Stacklands,Sokpop Collective,Sokpop Collective,,0,0,0,0,"100,000 .. 200,000",217,170,237,173,499,"4,99",499,0,888
1949380,1949380,Capture Creatures,Joshua Eye,Joshua Eye,,4,3,1,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
1950610,1950610,Sweet Solitaire. School Witch 2,Melon Games,8floor,,1,1,0,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,1
1950620,1950620,Mystery Solitaire. The Black Raven 3,Melon Games,8floor,,1,1,0,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,1
1953590,1953590,Sailor’s Stories Solitaire,DigiMight,DigiMight,,1,1,0,0,"0 .. 20,000",0,0,0,0,599,"5,99",599,0,2
1955390,1955390,Playable Mockup,727 NOT HOUND,727 NOT HOUND,,25,25,0,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,3
1955950,1955950,Poker Loafer,Egg Fried Rice,Egg Fried Rice,,1,1,0,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
1957480,1957480,Card Girl Army Ⅱ,小小游戏,小小游戏,,2,2,0,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0
1959900,1959900,转生成为史莱姆的我变成了美少女的宠物,百合赛高,百合赛高,,5,4,1,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0
1962930,1962930,Jacks or Better - Video Poker,eSolutions,eSolutions Nordic AB,,1,1,0,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0
1963750,1963750,Joker Poker - Video Poker,eSolutions,eSolutions Nordic AB,,2,1,1,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,1
1988600,1988600,The Devil's Chosen,Opala Project,Opala Project,,13,12,1,0,"0 .. 20,000",0,0,0,0,769,"9,99",999,23,0
1993510,1993510,Spellarium 8 Match 3 Puzzle,LGT SIA,LGT SIA,,2,2,0,0,"0 .. 20,000",0,0,0,0,699,"6,99",699,0,3
2005430,2005430,The Call of Krul'ar,Devious Oatmeal,Devious Oatmeal,,6,6,0,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,1
2008010,2008010,Succubus Dating,SD Games,SSD Arts,,12,1,11,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0
2050400,2050400,3D PUZZLE - Japan,3D PUZZLE,Azerbaijan Technology,,11,10,1,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0
